"","FacilityId","County","FacilityName","Variable","Year_2019","Year_2018","change"
"3001","IL0317050","Cook","Illinois American - Midwest Palos (PWS)","Lead",0,0,0
"3002","IL0317050","Cook","Illinois American - Midwest Palos (PWS)","Total",51,51,0
"3003","IL0317050","Cook","Illinois American - Midwest Palos (PWS)","Unknown",44,44,0
"3004","IL0317050","Cook","Illinois American - Midwest Palos (PWS)","UnknownNotLead",0,0,0
"3005","IL0315910","Cook","Illinois American - Moreland (PWS)","Lead",168,0,168
"3006","IL0315910","Cook","Illinois American - Moreland (PWS)","Total",173,172,1
"3007","IL0315910","Cook","Illinois American - Moreland (PWS)","Unknown",1,168,-167
"3008","IL0315910","Cook","Illinois American - Moreland (PWS)","UnknownNotLead",0,0,0
"3009","IL0630040","Grundy","Illinois American - Nettle Creek (PWS)","Lead",0,0,0
"3010","IL0630040","Grundy","Illinois American - Nettle Creek (PWS)","Total",115,112,3
"3011","IL0630040","Grundy","Illinois American - Nettle Creek (PWS)","Unknown",105,103,2
"3012","IL0630040","Grundy","Illinois American - Nettle Creek (PWS)","UnknownNotLead",0,0,0
"3013","IL1795040","Tazewell","Illinois American - Pekin (PWS)","Lead",0,0,0
"3014","IL1795040","Tazewell","Illinois American - Pekin (PWS)","Total",15866,15332,534
"3015","IL1795040","Tazewell","Illinois American - Pekin (PWS)","Unknown",644,0,644
"3016","IL1795040","Tazewell","Illinois American - Pekin (PWS)","UnknownNotLead",0,0,0
"3017","IL1435030","Peoria","Illinois American - Peoria (PWS)","Lead",10815,11311,-496
"3018","IL1435030","Peoria","Illinois American - Peoria (PWS)","Total",62494,63020,-526
"3019","IL1435030","Peoria","Illinois American - Peoria (PWS)","Unknown",19,28849,-28830
"3020","IL1435030","Peoria","Illinois American - Peoria (PWS)","UnknownNotLead",22308,0,22308
"3021","IL1055030","Livingston","Illinois American - Pontiac (PWS)","Lead",3,0,3
"3022","IL1055030","Livingston","Illinois American - Pontiac (PWS)","Total",4730,4530,200
"3023","IL1055030","Livingston","Illinois American - Pontiac (PWS)","Unknown",307,475,-168
"3024","IL1055030","Livingston","Illinois American - Pontiac (PWS)","UnknownNotLead",908,628,280
"3025","IL0635100","Grundy","Illinois American - Ridgecrest (PWS)","Lead",0,0,0
"3026","IL0635100","Grundy","Illinois American - Ridgecrest (PWS)","Total",77,77,0
"3027","IL0635100","Grundy","Illinois American - Ridgecrest (PWS)","Unknown",0,0,0
"3028","IL0635100","Grundy","Illinois American - Ridgecrest (PWS)","UnknownNotLead",0,0,0
"3029","IL0895600","Kane","Illinois American - River Grange (PWS)","Lead",0,0,0
"3030","IL0895600","Kane","Illinois American - River Grange (PWS)","Total",24,24,0
"3031","IL0895600","Kane","Illinois American - River Grange (PWS)","Unknown",0,0,0
"3032","IL0895600","Kane","Illinois American - River Grange (PWS)","UnknownNotLead",0,0,0
"3033","IL0895150","Kane","Illinois American - Rollins (PWS)","Lead",0,0,0
"3034","IL0895150","Kane","Illinois American - Rollins (PWS)","Total",87,88,-1
"3035","IL0895150","Kane","Illinois American - Rollins (PWS)","Unknown",0,0,0
"3036","IL0895150","Kane","Illinois American - Rollins (PWS)","UnknownNotLead",0,0,0
"3037","IL1050650","Livingston","Illinois American - Saunemin (PWS)","Lead",0,0,0
"3038","IL1050650","Livingston","Illinois American - Saunemin (PWS)","Total",205,185,20
"3039","IL1050650","Livingston","Illinois American - Saunemin (PWS)","Unknown",1,0,1
"3040","IL1050650","Livingston","Illinois American - Saunemin (PWS)","UnknownNotLead",70,0,70
"3041","IL2010450","Winnebago","Illinois American - South Beloit (PWS)","Lead",23,23,0
"3042","IL2010450","Winnebago","Illinois American - South Beloit (PWS)","Total",2870,2863,7
"3043","IL2010450","Winnebago","Illinois American - South Beloit (PWS)","Unknown",634,634,0
"3044","IL2010450","Winnebago","Illinois American - South Beloit (PWS)","UnknownNotLead",0,0,0
"3045","IL1955040","Whiteside","Illinois American - Sterling (PWS)","Lead",0,0,0
"3046","IL1955040","Whiteside","Illinois American - Sterling (PWS)","Total",7314,6507,807
"3047","IL1955040","Whiteside","Illinois American - Sterling (PWS)","Unknown",0,5388,-5388
"3048","IL1955040","Whiteside","Illinois American - Sterling (PWS)","UnknownNotLead",7314,1119,6195
"3049","IL0995030","LaSalle","Illinois American - Streator (PWS)","Lead",219,50,169
"3050","IL0995030","LaSalle","Illinois American - Streator (PWS)","Total",8159,9729,-1570
"3051","IL0995030","LaSalle","Illinois American - Streator (PWS)","Unknown",0,581,-581
"3052","IL0995030","LaSalle","Illinois American - Streator (PWS)","UnknownNotLead",0,0,0
"3053","IL1110080","McHenry","Illinois American - Terra Cotta (PWS)","Lead",0,0,0
"3054","IL1110080","McHenry","Illinois American - Terra Cotta (PWS)","Total",258,258,0
"3055","IL1110080","McHenry","Illinois American - Terra Cotta (PWS)","Unknown",257,257,0
"3056","IL1110080","McHenry","Illinois American - Terra Cotta (PWS)","UnknownNotLead",0,0,0
"3057","IL0935100","Kendall","Illinois American - Valley Marina (PWS)","Lead",0,0,0
"3058","IL0935100","Kendall","Illinois American - Valley Marina (PWS)","Total",425,423,2
"3059","IL0935100","Kendall","Illinois American - Valley Marina (PWS)","Unknown",272,273,-1
"3060","IL0935100","Kendall","Illinois American - Valley Marina (PWS)","UnknownNotLead",0,0,0
"3061","IL0437350","DuPage","Illinois American - Valley View (PWS)","Lead",0,0,0
"3062","IL0437350","DuPage","Illinois American - Valley View (PWS)","Total",2580,2573,7
"3063","IL0437350","DuPage","Illinois American - Valley View (PWS)","Unknown",2472,2471,1
"3064","IL0437350","DuPage","Illinois American - Valley View (PWS)","UnknownNotLead",0,0,0
"3065","IL1797050","Tazewell","Illinois American - Washington Estates (PWS)","Lead",0,0,0
"3066","IL1797050","Tazewell","Illinois American - Washington Estates (PWS)","Total",484,484,0
"3067","IL1797050","Tazewell","Illinois American - Washington Estates (PWS)","Unknown",0,474,-474
"3068","IL1797050","Tazewell","Illinois American - Washington Estates (PWS)","UnknownNotLead",472,0,472
"3069","IL0317550","Cook","Illinois American - Waycinden (PWS)","Lead",0,0,0
"3070","IL0317550","Cook","Illinois American - Waycinden (PWS)","Total",711,709,2
"3071","IL0317550","Cook","Illinois American - Waycinden (PWS)","Unknown",664,663,1
"3072","IL0317550","Cook","Illinois American - Waycinden (PWS)","UnknownNotLead",0,0,0
"3073","IL1974151","Will","Illinois American - West Suburban (PWS)","Lead",0,0,0
"3074","IL1974151","Will","Illinois American - West Suburban (PWS)","Lead",0,0,0
"3075","IL1974151","Will","Illinois American - West Suburban (PWS)","Lead",0,0,0
"3076","IL1974151","Will","Illinois American - West Suburban (PWS)","Lead",0,0,0
"3077","IL1974151","Will","Illinois American - West Suburban (PWS)","Total",21390,22297,-907
"3078","IL1974151","Will","Illinois American - West Suburban (PWS)","Total",21390,22297,-907
"3079","IL1974151","Will","Illinois American - West Suburban (PWS)","Total",21390,22297,-907
"3080","IL1974151","Will","Illinois American - West Suburban (PWS)","Total",21390,22297,-907
"3081","IL1974151","Will","Illinois American - West Suburban (PWS)","Unknown",20355,21398,-1043
"3082","IL1974151","Will","Illinois American - West Suburban (PWS)","Unknown",20355,21398,-1043
"3083","IL1974151","Will","Illinois American - West Suburban (PWS)","Unknown",20355,21398,-1043
"3084","IL1974151","Will","Illinois American - West Suburban (PWS)","Unknown",20355,21398,-1043
"3085","IL1974151","Will","Illinois American - West Suburban (PWS)","UnknownNotLead",0,0,0
"3086","IL1974151","Will","Illinois American - West Suburban (PWS)","UnknownNotLead",0,0,0
"3087","IL1974151","Will","Illinois American - West Suburban (PWS)","UnknownNotLead",0,0,0
"3088","IL1974151","Will","Illinois American - West Suburban (PWS)","UnknownNotLead",0,0,0
"3089","IL0995300","LaSalle","Illinois Prairie Estate Subdivision Water Association (PWS)","Lead",0,0,0
"3090","IL0995300","LaSalle","Illinois Prairie Estate Subdivision Water Association (PWS)","Total",24,24,0
"3091","IL0995300","LaSalle","Illinois Prairie Estate Subdivision Water Association (PWS)","Unknown",0,0,0
"3092","IL0995300","LaSalle","Illinois Prairie Estate Subdivision Water Association (PWS)","UnknownNotLead",0,0,0
"3093","IL1135510","McLean","Illinois State University-Normal (PWS)","Lead",1,0,1
"3094","IL1135510","McLean","Illinois State University-Normal (PWS)","Total",65,63,2
"3095","IL1135510","McLean","Illinois State University-Normal (PWS)","Unknown",25,24,1
"3096","IL1135510","McLean","Illinois State University-Normal (PWS)","UnknownNotLead",17,17,0
"3097","IL0015500","Adams","Illinois Veterans Home (Quincy)","Lead",1,1,0
"3098","IL0015500","Adams","Illinois Veterans Home (Quincy)","Total",43,43,0
"3099","IL0015500","Adams","Illinois Veterans Home (Quincy)","Unknown",0,0,0
"3100","IL0015500","Adams","Illinois Veterans Home (Quincy)","UnknownNotLead",0,0,0
"3101","IL0895930","Kane","Illinois Youth Center - St Charles (PWS)","Lead",0,0,0
"3102","IL0895930","Kane","Illinois Youth Center - St Charles (PWS)","Total",39,33,6
"3103","IL0895930","Kane","Illinois Youth Center - St Charles (PWS)","Unknown",0,0,0
"3104","IL0895930","Kane","Illinois Youth Center - St Charles (PWS)","UnknownNotLead",0,0,0
"3105","IL1670550","Sangamon","Illiopolis (PWS)","Lead",0,0,0
"3106","IL1670550","Sangamon","Illiopolis (PWS)","Total",441,440,1
"3107","IL1670550","Sangamon","Illiopolis (PWS)","Unknown",0,0,0
"3108","IL1670550","Sangamon","Illiopolis (PWS)","UnknownNotLead",0,0,0
"3109","IL0195400","Champaign","Ilur Liberty Commons MHP (PWS)","Lead",0,0,0
"3110","IL0195400","Champaign","Ilur Liberty Commons MHP (PWS)","Total",440,440,0
"3111","IL0195400","Champaign","Ilur Liberty Commons MHP (PWS)","Unknown",0,440,-440
"3112","IL0195400","Champaign","Ilur Liberty Commons MHP (PWS)","UnknownNotLead",300,0,300
"3113","IL0195390","Champaign","Ilur Portfolio 5 - Surbana Estates MHP (PWS)","Lead",0,0,0
"3114","IL0195390","Champaign","Ilur Portfolio 5 - Surbana Estates MHP (PWS)","Total",97,97,0
"3115","IL0195390","Champaign","Ilur Portfolio 5 - Surbana Estates MHP (PWS)","Unknown",0,97,-97
"3116","IL0195390","Champaign","Ilur Portfolio 5 - Surbana Estates MHP (PWS)","UnknownNotLead",55,0,55
"3117","IL0195380","Champaign","Ilur Portfolio 5 - Trailside MHP (PWS)","Lead",0,0,0
"3118","IL0195380","Champaign","Ilur Portfolio 5 - Trailside MHP (PWS)","Total",17,17,0
"3119","IL0195380","Champaign","Ilur Portfolio 5 - Trailside MHP (PWS)","Unknown",0,0,0
"3120","IL0195380","Champaign","Ilur Portfolio 5 - Trailside MHP (PWS)","UnknownNotLead",0,0,0
"3121","IL0195370","Champaign","Ilur Portfolio 5 - Wilson MHP (PWS)","Lead",0,0,0
"3122","IL0195370","Champaign","Ilur Portfolio 5 - Wilson MHP (PWS)","Total",32,32,0
"3123","IL0195370","Champaign","Ilur Portfolio 5 - Wilson MHP (PWS)","Unknown",0,32,-32
"3124","IL0195370","Champaign","Ilur Portfolio 5 - Wilson MHP (PWS)","UnknownNotLead",32,0,32
"3125","IL0195350","Champaign","ILUR Portfolios - Carriage Estates LLC (PWS)","Lead",0,0,0
"3126","IL0195350","Champaign","ILUR Portfolios - Carriage Estates LLC (PWS)","Total",60,60,0
"3127","IL0195350","Champaign","ILUR Portfolios - Carriage Estates LLC (PWS)","Unknown",0,0,0
"3128","IL0195350","Champaign","ILUR Portfolios - Carriage Estates LLC (PWS)","UnknownNotLead",0,0,0
"3129","IL0195360","Champaign","Ilur Woods Edge MHP LLC (PWS)","Lead",0,0,0
"3130","IL0195360","Champaign","Ilur Woods Edge MHP LLC (PWS)","Total",179,179,0
"3131","IL0195360","Champaign","Ilur Woods Edge MHP LLC (PWS)","Unknown",0,179,-179
"3132","IL0195360","Champaign","Ilur Woods Edge MHP LLC (PWS)","UnknownNotLead",179,0,179
"3133","IL1975225","Will","Imperial MHC (PWS)","Lead",0,0,0
"3134","IL1975225","Will","Imperial MHC (PWS)","Total",100,100,0
"3135","IL1975225","Will","Imperial MHC (PWS)","Unknown",0,100,-100
"3136","IL1975225","Will","Imperial MHC (PWS)","UnknownNotLead",100,0,100
"3137","IL1615520","Rock Island","Indian Bluffs Subdivision (PWS)","Lead",0,0,0
"3138","IL1615520","Rock Island","Indian Bluffs Subdivision (PWS)","Total",54,54,0
"3139","IL1615520","Rock Island","Indian Bluffs Subdivision (PWS)","Unknown",0,0,0
"3140","IL1615520","Rock Island","Indian Bluffs Subdivision (PWS)","UnknownNotLead",0,0,0
"3141","IL1135250","McLean","Indian Creek Homeowners And Water Assn. (PWS)","Lead",0,0,0
"3142","IL1135250","McLean","Indian Creek Homeowners And Water Assn. (PWS)","Total",88,88,0
"3143","IL1135250","McLean","Indian Creek Homeowners And Water Assn. (PWS)","Unknown",0,88,-88
"3144","IL1135250","McLean","Indian Creek Homeowners And Water Assn. (PWS)","UnknownNotLead",0,0,0
"3145","IL0311410","Cook","Indian Head Park (PWS)","Lead",0,0,0
"3146","IL0311410","Cook","Indian Head Park (PWS)","Total",958,958,0
"3147","IL0311410","Cook","Indian Head Park (PWS)","Unknown",0,0,0
"3148","IL0311410","Cook","Indian Head Park (PWS)","UnknownNotLead",0,0,0
"3149","IL1090300","McDonough","Industry (PWS)","Lead",0,0,0
"3150","IL1090300","McDonough","Industry (PWS)","Total",230,230,0
"3151","IL1090300","McDonough","Industry (PWS)","Unknown",5,5,0
"3152","IL1090300","McDonough","Industry (PWS)","UnknownNotLead",0,0,0
"3153","IL1975880","Will","Ingalls Park Subdivision (PWS)","Lead",0,0,0
"3154","IL1975880","Will","Ingalls Park Subdivision (PWS)","Total",248,248,0
"3155","IL1975880","Will","Ingalls Park Subdivision (PWS)","Unknown",0,0,0
"3156","IL1975880","Will","Ingalls Park Subdivision (PWS)","UnknownNotLead",0,0,0
"3157","IL0250010","Clay","Iola (PWS)","Lead",0,0,0
"3158","IL0250010","Clay","Iola (PWS)","Total",80,80,0
"3159","IL0250010","Clay","Iola (PWS)","Unknown",0,0,0
"3160","IL0250010","Clay","Iola (PWS)","UnknownNotLead",0,0,0
"3161","IL0570550","Fulton","Ipava (PWS)","Lead",11,13,-2
"3162","IL0570550","Fulton","Ipava (PWS)","Total",297,297,0
"3163","IL0570550","Fulton","Ipava (PWS)","Unknown",72,75,-3
"3164","IL0570550","Fulton","Ipava (PWS)","UnknownNotLead",0,0,0
"3165","IL0755185","Iroquois","Iroquois Mobile Estates, Inc. (PWS)","Lead",0,0,0
"3166","IL0755185","Iroquois","Iroquois Mobile Estates, Inc. (PWS)","Total",49,50,-1
"3167","IL0755185","Iroquois","Iroquois Mobile Estates, Inc. (PWS)","Unknown",4,0,4
"3168","IL0755185","Iroquois","Iroquois Mobile Estates, Inc. (PWS)","UnknownNotLead",0,5,-5
"3169","IL1350350","Montgomery","Irving (PWS)","Lead",0,0,0
"3170","IL1350350","Montgomery","Irving (PWS)","Total",211,211,0
"3171","IL1350350","Montgomery","Irving (PWS)","Unknown",0,0,0
"3172","IL1350350","Montgomery","Irving (PWS)","UnknownNotLead",0,0,0
"3173","IL1890250","Washington","Irvington (PWS)","Lead",0,0,0
"3174","IL1890250","Washington","Irvington (PWS)","Total",489,484,5
"3175","IL1890250","Washington","Irvington (PWS)","Unknown",250,254,-4
"3176","IL1890250","Washington","Irvington (PWS)","UnknownNotLead",0,0,0
"3177","IL0974540","Lake","Island Lake (PWS)","Lead",0,0,0
"3178","IL0974540","Lake","Island Lake (PWS)","Total",3036,3034,2
"3179","IL0974540","Lake","Island Lake (PWS)","Unknown",0,0,0
"3180","IL0974540","Lake","Island Lake (PWS)","UnknownNotLead",0,0,0
"3181","IL0430500","DuPage","Itasca (PWS)","Lead",256,256,0
"3182","IL0430500","DuPage","Itasca (PWS)","Total",2995,2977,18
"3183","IL0430500","DuPage","Itasca (PWS)","Unknown",0,0,0
"3184","IL0430500","DuPage","Itasca (PWS)","UnknownNotLead",0,0,0
"3185","IL1210150","Marion","Iuka (PWS)","Lead",0,0,0
"3186","IL1210150","Marion","Iuka (PWS)","Total",278,278,0
"3187","IL1210150","Marion","Iuka (PWS)","Unknown",187,192,-5
"3188","IL1210150","Marion","Iuka (PWS)","UnknownNotLead",0,0,0
"3189","IL0194560","Champaign","Ivesdale (PWS)","Lead",0,0,0
"3190","IL0194560","Champaign","Ivesdale (PWS)","Total",135,135,0
"3191","IL0194560","Champaign","Ivesdale (PWS)","Unknown",0,125,-125
"3192","IL0194560","Champaign","Ivesdale (PWS)","UnknownNotLead",0,0,0
"3193","IL1370200","Morgan","Jacksonville (PWS)","Lead",258,53,205
"3194","IL1370200","Morgan","Jacksonville (PWS)","Total",7888,7846,42
"3195","IL1370200","Morgan","Jacksonville (PWS)","Unknown",5484,7731,-2247
"3196","IL1370200","Morgan","Jacksonville (PWS)","UnknownNotLead",0,0,0
"3197","IL1910020","Wayne","Jasper Waterworks Corporation (PWS)","Lead",0,0,0
"3198","IL1910020","Wayne","Jasper Waterworks Corporation (PWS)","Total",631,631,0
"3199","IL1910020","Wayne","Jasper Waterworks Corporation (PWS)","Unknown",60,60,0
"3200","IL1910020","Wayne","Jasper Waterworks Corporation (PWS)","UnknownNotLead",0,0,0
"3201","IL1910200","Wayne","Jeffersonville (Geff) (PWS)","Lead",0,0,0
"3202","IL1910200","Wayne","Jeffersonville (Geff) (PWS)","Total",160,179,-19
"3203","IL1910200","Wayne","Jeffersonville (Geff) (PWS)","Unknown",0,51,-51
"3204","IL1910200","Wayne","Jeffersonville (Geff) (PWS)","UnknownNotLead",32,0,32
"3205","IL0210200","Christian","Jeisyville (PWS)","Lead",0,0,0
"3206","IL0210200","Christian","Jeisyville (PWS)","Total",61,61,0
"3207","IL0210200","Christian","Jeisyville (PWS)","Unknown",40,58,-18
"3208","IL0210200","Christian","Jeisyville (PWS)","UnknownNotLead",0,0,0
"3209","IL1670600","Sangamon","Jerome (PWS)","Lead",0,0,0
"3210","IL1670600","Sangamon","Jerome (PWS)","Total",632,632,0
"3211","IL1670600","Sangamon","Jerome (PWS)","Unknown",0,0,0
"3212","IL1670600","Sangamon","Jerome (PWS)","UnknownNotLead",0,0,0
"3213","IL0835300","Jersey","Jersey RWC (PWS)","Lead",0,0,0
"3214","IL0835300","Jersey","Jersey RWC (PWS)","Total",5033,5004,29
"3215","IL0835300","Jersey","Jersey RWC (PWS)","Unknown",36,37,-1
"3216","IL0835300","Jersey","Jersey RWC (PWS)","UnknownNotLead",0,0,0
"3217","IL0830250","Jersey","Jerseyville (PWS)","Lead",0,0,0
"3218","IL0830250","Jersey","Jerseyville (PWS)","Total",4327,4329,-2
"3219","IL0830250","Jersey","Jerseyville (PWS)","Unknown",0,0,0
"3220","IL0830250","Jersey","Jerseyville (PWS)","UnknownNotLead",0,0,0
"3221","IL0350100","Cumberland","Jewett (PWS)","Lead",0,0,0
"3222","IL0350100","Cumberland","Jewett (PWS)","Total",144,140,4
"3223","IL0350100","Cumberland","Jewett (PWS)","Unknown",0,0,0
"3224","IL0350100","Cumberland","Jewett (PWS)","UnknownNotLead",47,45,2
"3225","IL1110040","McHenry","Johnsburg No. 1 (PWS)","Lead",0,0,0
"3226","IL1110040","McHenry","Johnsburg No. 1 (PWS)","Total",42,42,0
"3227","IL1110040","McHenry","Johnsburg No. 1 (PWS)","Unknown",0,0,0
"3228","IL1110040","McHenry","Johnsburg No. 1 (PWS)","UnknownNotLead",0,0,0
"3229","IL1115080","McHenry","Johnsburg No. 2 (PWS)","Lead",0,0,0
"3230","IL1115080","McHenry","Johnsburg No. 2 (PWS)","Total",425,425,0
"3231","IL1115080","McHenry","Johnsburg No. 2 (PWS)","Unknown",0,0,0
"3232","IL1115080","McHenry","Johnsburg No. 2 (PWS)","UnknownNotLead",0,0,0
"3233","IL1990500","Williamson","Johnston City (PWS)","Lead",175,200,-25
"3234","IL1990500","Williamson","Johnston City (PWS)","Total",1749,1400,349
"3235","IL1990500","Williamson","Johnston City (PWS)","Unknown",0,500,-500
"3236","IL1990500","Williamson","Johnston City (PWS)","UnknownNotLead",0,0,0
"3237","IL1970450","Will","Joliet (PWS)","Lead",13638,15071,-1433
"3238","IL1970450","Will","Joliet (PWS)","Total",49726,49726,0
"3239","IL1970450","Will","Joliet (PWS)","Unknown",1432,0,1432
"3240","IL1970450","Will","Joliet (PWS)","UnknownNotLead",0,0,0
"3241","IL1810250","Union","Jonesboro (PWS)","Lead",0,0,0
"3242","IL1810250","Union","Jonesboro (PWS)","Total",854,854,0
"3243","IL1810250","Union","Jonesboro (PWS)","Unknown",375,375,0
"3244","IL1810250","Union","Jonesboro (PWS)","UnknownNotLead",0,0,0
"3245","IL0995170","LaSalle","Jonesville PWD (PWS)","Lead",0,0,0
"3246","IL0995170","LaSalle","Jonesville PWD (PWS)","Total",115,115,0
"3247","IL0995170","LaSalle","Jonesville PWD (PWS)","Unknown",0,0,0
"3248","IL0995170","LaSalle","Jonesville PWD (PWS)","UnknownNotLead",0,0,0
"3249","IL0990020","LaSalle","Jons MHP (PWS)","Lead",0,0,0
"3250","IL0990020","LaSalle","Jons MHP (PWS)","Total",35,35,0
"3251","IL0990020","LaSalle","Jons MHP (PWS)","Unknown",35,35,0
"3252","IL0990020","LaSalle","Jons MHP (PWS)","UnknownNotLead",0,0,0
"3253","IL1270100","Massac","Joppa (PWS)","Lead",0,0,0
"3254","IL1270100","Massac","Joppa (PWS)","Total",186,200,-14
"3255","IL1270100","Massac","Joppa (PWS)","Unknown",0,190,-190
"3256","IL1270100","Massac","Joppa (PWS)","UnknownNotLead",176,0,176
"3257","IL1310100","Mercer","Joy (PWS)","Lead",25,25,0
"3258","IL1310100","Mercer","Joy (PWS)","Total",205,205,0
"3259","IL1310100","Mercer","Joy (PWS)","Unknown",161,161,0
"3260","IL1310100","Mercer","Joy (PWS)","UnknownNotLead",0,0,0
"3261","IL1435220","Peoria","Jubilee Water Company, Inc. (PWS)","Lead",0,0,0
"3262","IL1435220","Peoria","Jubilee Water Company, Inc. (PWS)","Total",32,32,0
"3263","IL1435220","Peoria","Jubilee Water Company, Inc. (PWS)","Unknown",0,0,0
"3264","IL1435220","Peoria","Jubilee Water Company, Inc. (PWS)","UnknownNotLead",0,0,0
"3265","IL1210200","Marion","Junction City (PWS)","Lead",0,0,0
"3266","IL1210200","Marion","Junction City (PWS)","Total",209,207,2
"3267","IL1210200","Marion","Junction City (PWS)","Unknown",125,129,-4
"3268","IL1210200","Marion","Junction City (PWS)","UnknownNotLead",0,0,0
"3269","IL0315820","Cook","JUSTICE-WILLOW SPRINGS WATER COMMISSION (PWS)","Lead",0,0,0
"3270","IL0315820","Cook","JUSTICE-WILLOW SPRINGS WATER COMMISSION (PWS)","Total",4826,4822,4
"3271","IL0315820","Cook","JUSTICE-WILLOW SPRINGS WATER COMMISSION (PWS)","Unknown",0,0,0
"3272","IL0315820","Cook","JUSTICE-WILLOW SPRINGS WATER COMMISSION (PWS)","UnknownNotLead",0,0,0
"3273","IL1170030","Macoupin","Kaho Public Water District (PWS)","Lead",0,0,0
"3274","IL1170030","Macoupin","Kaho Public Water District (PWS)","Total",330,330,0
"3275","IL1170030","Macoupin","Kaho Public Water District (PWS)","Unknown",0,0,0
"3276","IL1170030","Macoupin","Kaho Public Water District (PWS)","UnknownNotLead",0,0,0
"3277","IL0130250","Calhoun","Kampsville (PWS)","Lead",0,0,0
"3278","IL0130250","Calhoun","Kampsville (PWS)","Total",246,246,0
"3279","IL0130250","Calhoun","Kampsville (PWS)","Unknown",0,0,0
"3280","IL0130250","Calhoun","Kampsville (PWS)","UnknownNotLead",0,0,0
"3281","IL0610250","Greene","Kane (PWS)","Lead",0,0,0
"3282","IL0610250","Greene","Kane (PWS)","Total",235,235,0
"3283","IL0610250","Greene","Kane (PWS)","Unknown",0,0,0
"3284","IL0610250","Greene","Kane (PWS)","UnknownNotLead",0,0,0
"3285","IL0450200","Edgar","Kansas (PWS)","Lead",0,0,0
"3286","IL0450200","Edgar","Kansas (PWS)","Total",331,355,-24
"3287","IL0450200","Edgar","Kansas (PWS)","Unknown",294,316,-22
"3288","IL0450200","Edgar","Kansas (PWS)","UnknownNotLead",0,0,0
"3289","IL1530050","Pulaski","Karnak (PWS)","Lead",0,0,0
"3290","IL1530050","Pulaski","Karnak (PWS)","Total",230,250,-20
"3291","IL1530050","Pulaski","Karnak (PWS)","Unknown",0,228,-228
"3292","IL1530050","Pulaski","Karnak (PWS)","UnknownNotLead",0,0,0
"3293","IL1635110","St. Clair","Kaskaskia Water District (PWS)","Lead",0,0,0
"3294","IL1635110","St. Clair","Kaskaskia Water District (PWS)","Total",8,8,0
"3295","IL1635110","St. Clair","Kaskaskia Water District (PWS)","Unknown",0,0,0
"3296","IL1635110","St. Clair","Kaskaskia Water District (PWS)","UnknownNotLead",0,0,0
"3297","IL1850150","Wabash","Keensburg (PWS)","Lead",0,0,0
"3298","IL1850150","Wabash","Keensburg (PWS)","Total",130,128,2
"3299","IL1850150","Wabash","Keensburg (PWS)","Unknown",0,103,-103
"3300","IL1850150","Wabash","Keensburg (PWS)","UnknownNotLead",0,0,0
"3301","IL1310150","Mercer","Keithsburg (PWS)","Lead",0,0,0
"3302","IL1310150","Mercer","Keithsburg (PWS)","Total",270,270,0
"3303","IL1310150","Mercer","Keithsburg (PWS)","Unknown",0,10,-10
"3304","IL1310150","Mercer","Keithsburg (PWS)","UnknownNotLead",40,0,40
"3305","IL0530150","Ford","Kempton (PWS)","Lead",0,0,0
"3306","IL0530150","Ford","Kempton (PWS)","Total",113,113,0
"3307","IL0530150","Ford","Kempton (PWS)","Unknown",15,15,0
"3308","IL0530150","Ford","Kempton (PWS)","UnknownNotLead",0,0,0
"3309","IL0311500","Cook","Kenilworth (PWS)","Lead",263,275,-12
"3310","IL0311500","Cook","Kenilworth (PWS)","Total",910,910,0
"3311","IL0311500","Cook","Kenilworth (PWS)","Unknown",192,192,0
"3312","IL0311500","Cook","Kenilworth (PWS)","UnknownNotLead",0,0,0
"3313","IL0390200","DeWitt","Kenney (PWS)","Lead",0,0,0
"3314","IL0390200","DeWitt","Kenney (PWS)","Total",175,176,-1
"3315","IL0390200","DeWitt","Kenney (PWS)","Unknown",0,0,0
"3316","IL0390200","DeWitt","Kenney (PWS)","UnknownNotLead",46,46,0
"3317","IL0730650","Henry","Kewanee (PWS)","Lead",1256,1275,-19
"3318","IL0730650","Henry","Kewanee (PWS)","Total",5563,5564,-1
"3319","IL0730650","Henry","Kewanee (PWS)","Unknown",1186,1225,-39
"3320","IL0730650","Henry","Kewanee (PWS)","UnknownNotLead",0,0,0
"3321","IL0274580","Clinton","Keyesport (PWS)","Lead",0,0,0
"3322","IL0274580","Clinton","Keyesport (PWS)","Total",243,243,0
"3323","IL0274580","Clinton","Keyesport (PWS)","Unknown",18,18,0
"3324","IL0274580","Clinton","Keyesport (PWS)","UnknownNotLead",0,0,0
"3325","IL1090380","McDonough","Kiljordan Meadows Manufactured Home Community (PWS)","Lead",0,0,0
"3326","IL1090380","McDonough","Kiljordan Meadows Manufactured Home Community (PWS)","Total",300,300,0
"3327","IL1090380","McDonough","Kiljordan Meadows Manufactured Home Community (PWS)","Unknown",300,300,0
"3328","IL1090380","McDonough","Kiljordan Meadows Manufactured Home Community (PWS)","UnknownNotLead",0,0,0
"3329","IL0210250","Christian","Kincaid (PWS)","Lead",0,0,0
"3330","IL0210250","Christian","Kincaid (PWS)","Total",757,757,0
"3331","IL0210250","Christian","Kincaid (PWS)","Unknown",328,0,328
"3332","IL0210250","Christian","Kincaid (PWS)","UnknownNotLead",0,352,-352
"3333","IL1490400","Pike","Kinderhook (PWS)","Lead",0,0,0
"3334","IL1490400","Pike","Kinderhook (PWS)","Total",115,115,0
