FacilityId,County,Place,Class,FacilityName,ReportedDate,ReportingYear,TotalServiceConnections,WholesaleConnections,RetailConnections,ServicesLead,ServicesUnknownMaterial,ServicesCopperLeadSolder,ServicesGalvanized,ServicesUnknownNotLead,ServicesCopperNonLeadSolder,ServicesCastDuctileIronTransite,ServicesPlastic
IL0975600,Lake,Grandwood Park,CDP,LCPWD - Grandwood Park Subdivision (PWS),4/11/19 8:31,2018,1915,0,1915,0,0,0,0,0,1915,0,0
IL1190350,Madison,Grantfork,village,Grantfork (PWS),5/8/19 7:43,2018,716,0,716,0,716,0,0,0,0,0,0
IL1550050,Putnam,Granville,village,Granville (PWS),4/15/19 13:42,2018,699,0,699,0,3,0,11,0,660,0,25
IL0970250,Lake,Grayslake,village,Grayslake (PWS),4/4/19 10:01,2018,7090,0,7090,370,0,0,0,0,6720,0,0
IL1934460,White,Grayville,city,Grayville (PWS),3/14/19 15:31,2018,868,1,867,0,40,0,250,0,445,1,132
IL0970040,Lake,Green Oaks,village,Green Oaks (PWS),3/19/19 15:11,2018,490,0,490,0,0,0,0,0,490,0,0
IL1790250,Tazewell,Green Valley,village,Green Valley (PWS),3/26/19 12:43,2018,295,0,295,0,0,0,0,40,200,0,55
IL0610150,Greene,Greenfield,city,Greenfield (PWS),7/24/19 8:20,2018,603,0,603,0,0,0,0,0,603,0,0
IL0350050,Cumberland,Greenup,village,Greenup (PWS),6/5/19 9:29,2018,768,0,768,0,734,0,0,0,6,0,28
IL1290100,Menard,Greenview,village,Greenview (PWS),3/14/19 11:17,2018,372,0,372,10,50,90,85,0,5,0,132
IL0050050,Bond,Greenville,city,Greenville-Wtp (PWS),3/18/19 9:18,2018,2674,5,2669,0,529,0,465,0,915,0,765
IL1130600,McLean,Gridley,village,Gridley (PWS),3/27/19 10:59,2018,637,0,637,0,505,0,0,0,113,2,17
IL1490300,Pike,Griggsville,city,Griggsville-Wtp (PWS),4/29/19 9:12,2018,580,0,580,0,19,6,130,0,415,0,10
IL0970350,Lake,Gurnee,village,Gurnee (PWS),4/10/19 11:41,2018,9925,1,9924,0,2086,0,0,0,7669,146,24
IL0970400,Lake,Hainesville,village,Hainesville (PWS),4/9/19 15:11,2018,843,0,843,0,0,0,0,0,843,0,0
IL1190450,Madison,Hamel,village,Hamel (PWS),4/2/19 15:43,2018,463,3,460,0,75,0,0,0,68,0,320
IL0670400,Hancock,Hamilton,city,Hamilton (PWS),3/29/19 10:15,2018,1407,2,1405,34,583,0,14,65,622,0,89
IL1470250,Piatt,Hammond,village,Hammond (PWS),4/11/19 8:43,2018,240,0,240,0,164,0,13,0,0,0,63
IL0890450,Kane,Hampshire,village,Hampshire (PWS),4/9/19 8:30,2018,2806,0,2806,0,713,0,0,24,2069,0,0
IL1610300,Rock Island,Hampton,village,Hampton (PWS),5/2/19 9:34,2018,757,0,757,0,25,0,1,0,729,0,2
IL0550250,Franklin,Hanaford,village,Hanaford (PWS),3/29/19 15:31,2018,389,0,389,0,0,0,0,389,0,0,0
IL1430400,Peoria,Hanna City,village,Hanna City (PWS),4/2/19 11:18,2018,613,1,612,0,0,437,1,0,0,0,175
IL0850250,Jo Daviess,Hanover,village,Hanover (PWS),4/11/19 9:48,2018,430,0,430,0,416,0,0,0,8,1,5
IL0314480,Cook,Hanover Park,village,Hanover Park (PWS),4/26/19 16:11,2018,10158,0,10158,0,0,0,0,0,10157,1,0
IL0130200,Calhoun,Hardin,village,Hardin (PWS),4/11/19 16:31,2018,350,0,350,0,300,0,0,0,30,0,20
IL1030300,Lee,Harmon,village,Harmon (PWS),4/1/19 19:53,2018,75,70,5,0,75,0,0,0,0,0,0
IL1650200,Saline,Harrisburg,city,Harrisburg (PWS),3/14/19 15:20,2018,4328,0,4328,44,578,2500,500,0,206,0,500
IL1150210,Macon,Harristown,village,Harristown (PWS),4/8/19 10:09,2018,573,0,573,0,0,0,0,0,0,0,573
IL1190500,Madison,Hartford,village,Hartford (PWS),4/4/19 13:03,2018,597,0,597,12,0,552,12,0,20,0,1
IL1070250,Logan,Hartsburg,village,Hartsburg (PWS),3/19/19 17:50,2018,169,0,169,0,0,0,0,130,20,0,19
IL1110250,McHenry,Harvard,city,Harvard (PWS),4/29/19 11:03,2018,2840,0,2840,1335,0,1478,0,0,0,0,27
IL1354500,Montgomery,Harvel,village,Harvel (PWS),4/3/19 15:35,2018,144,0,144,0,0,0,0,0,138,0,6
IL0311110,Cook,Harvey,city,Harvey (PWS),5/21/19 16:50,2018,8505,5,8500,475,7990,40,0,0,0,0,0
IL0311140,Cook,Harwood Heights,village,Harwood Heights (PWS),5/30/19 11:59,2018,2288,0,2288,207,0,1965,116,0,0,0,0
IL1250200,Mason,Havana,city,Havana (PWS),5/21/19 16:32,2018,1531,0,1531,1022,19,227,50,0,15,0,198
IL0970450,Lake,Hawthorn Woods,village,LCPWD - Hawthorn Woods (PWS),4/9/19 17:00,2018,226,0,226,0,4,0,0,0,0,0,222
IL0311170,Cook,Hazel Crest,village,Hazel Crest (PWS),4/26/19 14:14,2018,4527,0,4527,309,0,3966,0,252,0,0,0
IL1110300,McHenry,Hebron,village,Hebron (PWS),3/14/19 21:01,2018,540,0,540,5,206,314,10,0,0,0,5
IL1330150,Monroe,Hecker,village,Hecker (PWS),5/30/19 10:59,2018,225,0,225,0,0,0,0,0,145,0,80
IL0950250,Knox,Henderson,village,Henderson (PWS),5/9/19 13:20,2018,150,0,150,0,0,0,0,50,30,0,70
IL1230050,Marshall,Henry,city,Henry (PWS),4/29/19 10:41,2018,1158,0,1158,0,0,0,631,101,0,0,426
IL1730150,Shelby,Herrick,village,Herrick (PWS),5/29/19 10:05,2018,347,0,347,0,0,0,0,0,0,0,347
IL1990400,Williamson,Herrin,city,Herrin (PWS),4/3/19 9:58,2018,6101,0,6101,1265,2535,0,135,0,675,0,1491
IL0910450,Kankakee,Herscher,village,Herscher (PWS),4/10/19 11:32,2018,635,0,635,0,385,0,25,0,100,0,125
IL1170500,Macoupin,Hettick,village,Hettick (PWS),4/25/19 7:16,2018,113,0,113,0,97,0,0,0,7,0,9
IL1130650,McLean,Heyworth,village,Heyworth (PWS),3/13/19 18:17,2018,1084,0,1084,0,0,0,12,625,361,6,80
IL0311200,Cook,Hickory Hills,city,Hickory Hills (PWS),4/10/19 11:54,2018,3928,0,3928,0,0,0,0,0,3928,0,0
IL1190550,Madison,Highland,city,Highland (PWS),4/10/19 15:07,2018,4732,4,4728,0,0,0,270,101,4258,0,103
IL0970500,Lake,Highland Park,city,Highland Park (PWS),5/22/19 17:10,2018,10915,8,10907,1016,2263,0,2,0,7407,227,0
IL0970550,Lake,Highwood,city,Highwood (PWS),3/15/19 14:26,2018,1152,0,1152,18,1123,9,0,0,2,0,0
IL1410250,Ogle,Hillcrest,village,Hillcrest (PWS),5/8/19 15:19,2018,445,0,445,0,445,0,0,0,0,0,0
IL1350300,Montgomery,Hillsboro,city,Hillsboro (PWS),4/9/19 14:48,2018,2308,4,2304,46,1630,243,2,285,97,4,1
IL0311230,Cook,Hillside,village,Hillside (PWS),4/10/19 11:06,2018,2475,0,2475,585,277,0,2,0,1571,40,0
IL0610200,Greene,Hillview,village,Hillview (PWS),4/11/19 18:19,2018,60,0,60,0,0,0,1,0,0,0,59
IL0370200,DeKalb,Hinckley,village,Hinckley (PWS),3/19/19 9:13,2018,851,0,851,5,558,0,46,0,226,0,16
IL0410200,Douglas,Hindsboro,village,Hindsboro (PWS),4/26/19 18:47,2018,147,0,147,0,0,0,0,0,95,0,52
IL0434520,DuPage,Hinsdale,village,Hinsdale (PWS),4/15/19 21:04,2018,5796,0,5796,46,861,2588,0,0,2282,19,0
IL0311260,Cook,Hodgkins,village,Hodgkins (PWS),5/2/19 11:12,2018,258,2,256,0,105,0,0,0,152,0,1
IL0270400,Clinton,Hoffman,village,Hoffman (PWS),4/10/19 9:48,2018,285,0,285,0,284,0,0,0,1,0,0
IL0311290,Cook,Hoffman Estates,village,Hoffman Estates (PWS),4/9/19 13:41,2018,15657,0,15657,0,0,40,0,0,15307,310,0
IL0110010,Bureau,Hollowayville,village,Hollowayville (PWS),4/15/19 13:42,2018,40,0,40,0,0,0,0,0,0,0,40
IL0190300,Champaign,Homer,village,Homer (PWS),3/30/19 0:06,2018,512,0,512,0,389,0,28,0,19,0,76
IL0311320,Cook,Hometown,city,Hometown (PWS),3/18/19 9:54,2018,1796,0,1796,0,0,0,0,0,1796,0,0
IL0311350,Cook,Homewood,village,Homewood (PWS),5/21/19 8:57,2018,6764,0,6764,2550,1278,687,283,1279,687,0,0
IL1830450,Vermilion,Hoopeston,city,Hoopeston (PWS),3/18/19 12:00,2018,2300,0,2300,0,16,0,4,0,2267,6,7
IL1790300,Tazewell,Hopedale,village,Hopedale (PWS),3/26/19 20:11,2018,380,0,380,0,0,0,18,0,303,0,59
IL1235150,Marshall,Hopewell,village,Hopewell (PWS),5/9/19 22:23,2018,135,0,135,0,20,5,0,0,75,0,35
IL0910040,Kankakee,Hopkins Park,village,Hopkins Park (PWS),6/5/19 18:28,2018,212,0,212,0,0,0,0,0,0,0,212
IL1890200,Washington,Hoyleton,village,Hoyleton (PWS),3/18/19 8:16,2018,231,0,231,0,112,25,3,0,29,0,62
IL1130700,McLean,Hudson,village,Hudson (PWS),3/28/19 10:19,2018,696,0,696,0,0,0,2,0,692,0,2
IL1490350,Pike,Hull,village,Hull (PWS),4/12/19 15:18,2018,255,0,255,0,0,0,0,0,122,0,133
IL0290150,Coles,Humboldt,village,Humboldt (PWS),3/13/19 15:42,2018,233,0,233,0,0,0,0,233,0,0,0
IL0450150,Edgar,Hume,village,Hume (PWS),3/29/19 23:17,2018,220,0,220,0,0,0,0,0,218,0,2
IL1110350,McHenry,Huntley,village,Huntley (PWS),3/19/19 7:37,2018,10582,0,10582,10,3,0,8,0,10561,0,0
IL1990450,Williamson,Hurst,city,Hurst (PWS),4/26/19 14:27,2018,402,0,402,0,0,0,0,0,275,0,127
IL0330100,Crawford,Hutsonville,village,Hutsonville (PWS),4/26/19 13:34,2018,288,0,288,10,143,0,114,0,0,0,21
IL1670550,Sangamon,Illiopolis,village,Illiopolis (PWS),3/20/19 14:36,2018,440,0,440,0,0,50,370,0,0,0,20
IL0311410,Cook,Indian Head Park,village,Indian Head Park (PWS),4/13/19 12:37,2018,958,0,958,0,0,0,0,0,941,16,1
IL1090300,McDonough,Industry,village,Industry (PWS),4/9/19 13:37,2018,230,0,230,0,5,0,0,0,220,0,5
IL0250010,Clay,Iola,village,Iola (PWS),3/25/19 6:09,2018,80,0,80,0,0,0,0,0,75,0,5
IL0570550,Fulton,Ipava,village,Ipava (PWS),4/4/19 9:07,2018,297,0,297,13,75,0,0,0,79,0,130
IL1350350,Montgomery,Irving,village,Irving (PWS),7/12/19 10:20,2018,211,0,211,0,0,0,0,0,61,0,150
IL1890250,Washington,Irvington,village,Irvington (PWS),4/26/19 14:40,2018,484,1,483,0,254,0,7,0,13,0,210
IL0974540,Lake,Island Lake,village,Island Lake (PWS),4/12/19 8:05,2018,3034,0,3034,0,0,37,11,0,2973,0,13
IL0430500,DuPage,Itasca,village,Itasca (PWS),4/3/19 11:27,2018,2977,0,2977,256,0,0,0,0,2451,270,0
IL1210150,Marion,Iuka,village,Iuka (PWS),4/8/19 11:39,2018,278,0,278,0,192,0,0,0,28,0,58
IL0194560,Champaign,Ivesdale,village,Ivesdale (PWS),3/15/19 10:44,2018,135,0,135,0,125,0,0,0,0,0,10
IL1370200,Morgan,Jacksonville,city,Jacksonville (PWS),4/5/19 9:38,2018,7846,7,7839,53,7731,0,7,0,54,0,1
IL1910200,Wayne,Jeffersonville,village,Jeffersonville (Geff) (PWS),4/1/19 20:17,2018,179,0,179,0,51,0,50,0,36,0,42
IL0210200,Christian,Jeisyville,village,Jeisyville (PWS),4/9/19 6:50,2018,61,0,61,0,58,0,0,0,0,0,3
IL1670600,Sangamon,Jerome,village,Jerome (PWS),7/22/19 13:12,2018,632,0,632,0,0,0,180,0,449,0,3
IL0830250,Jersey,Jerseyville,city,Jerseyville (PWS),7/30/19 14:16,2018,4329,1,4328,0,0,0,174,0,4069,0,86
IL0350100,Cumberland,Jewett,village,Jewett (PWS),4/9/19 20:41,2018,140,0,140,0,0,0,0,45,90,0,5
IL1115080,McHenry,Johnsburg,village,Johnsburg No. 2 (PWS),4/29/19 10:32,2018,425,0,425,0,0,0,0,0,385,0,40
IL1990500,Williamson,Johnston City,city,Johnston City (PWS),4/3/19 10:43,2018,1400,0,1400,200,500,0,200,0,300,0,200
IL1970450,Will,Joliet,city,Joliet (PWS),4/15/19 14:50,2018,49726,7,49719,15071,0,10272,1,0,24375.00,7,0
IL1810250,Union,Jonesboro,city,Jonesboro (PWS),4/15/19 11:35,2018,854,0,854,0,375,0,267,0,31,0,181
IL1270100,Massac,Joppa,village,Joppa (PWS),4/1/19 20:21,2018,200,0,200,0,190,0,0,0,0,0,10
IL1310100,Mercer,Joy,village,Joy (PWS),3/19/19 20:08,2018,205,0,205,25,161,0,0,0,15,0,4
IL1210200,Marion,Junction City,village,Junction City (PWS),4/26/19 14:26,2018,207,0,207,0,129,0,5,0,0,0,73
IL0130250,Calhoun,Kampsville,village,Kampsville (PWS),5/9/19 17:47,2018,246,0,246,0,0,246,0,0,0,0,0
IL0610250,Greene,Kane,village,Kane (PWS),4/11/19 16:49,2018,235,0,235,0,0,0,0,0,235,0,0
IL0450200,Edgar,Kansas,village,Kansas (PWS),3/21/19 8:12,2018,355,0,355,0,316,0,0,0,31,0,8
IL1530050,Pulaski,Karnak,village,Karnak (PWS),4/1/19 20:23,2018,250,0,250,0,228,0,0,0,0,0,22
IL1850150,Wabash,Keensburg,village,Keensburg (PWS),4/1/19 20:24,2018,128,0,128,0,103,0,0,0,0,0,25
IL1310150,Mercer,Keithsburg,city,Keithsburg (PWS),4/2/19 13:21,2018,270,0,270,0,10,250,0,0,0,0,10
IL0530150,Ford,Kempton,village,Kempton (PWS),4/3/19 19:39,2018,113,0,113,0,15,0,0,0,0,0,98
IL0311500,Cook,Kenilworth,village,Kenilworth (PWS),4/11/19 12:44,2018,910,0,910,275,192,0,4,0,439,0,0
IL0390200,DeWitt,Kenney,village,Kenney (PWS),4/29/19 7:34,2018,176,0,176,0,0,0,10,46,90,0,30
IL0730650,Henry,Kewanee,city,Kewanee (PWS),3/20/19 14:21,2018,5564,0,5564,1275,1225,0,0,0,2664,0,400
IL0274580,Clinton,Keyesport,village,Keyesport (PWS),3/29/19 10:08,2018,243,0,243,0,18,180,0,0,20,0,25
IL0210250,Christian,Kincaid,village,Kincaid (PWS),4/9/19 6:59,2018,757,1,756,0,0,0,195,352,189,0,21
IL1490400,Pike,Kinderhook,village,Kinderhook (PWS),4/12/19 15:20,2018,115,0,115,0,0,0,0,0,115,0,0
IL0370250,DeKalb,Kingston,village,Kingston (PWS),4/15/19 12:17,2018,325,0,325,0,83,239,3,0,0,0,0
IL1430450,Peoria,Kingston Mines,village,Kingston Mines (PWS),5/30/19 13:07,2018,139,0,139,0,0,0,0,0,0,0,139
IL1210300,Marion,Kinmundy,city,Kinmundy (PWS),4/11/19 10:48,2018,430,0,430,0,0,0,0,0,0,0,430
IL0630450,Grundy,Kinsman,village,Kinsman (PWS),4/11/19 15:25,2018,54,0,54,0,0,0,0,21,33,0,0
IL0370300,DeKalb,Kirkland,village,Kirkland (PWS),4/9/19 11:42,2018,673,0,673,0,187,0,0,0,483,0,3
IL1870050,Warren,Kirkwood,village,Kirkwood (PWS),5/9/19 13:16,2018,374,0,374,13,0,0,0,136,127,0,98
IL0950300,Knox,Knoxville,city,Knoxville (PWS),4/1/19 15:27,2018,1340,0,1340,147,754,0,73,0,255,0,111
IL1750100,Stark,La Fayette,village,La Fayette (PWS),4/15/2019 9:24:33 PM,2018,71,0,71,0,0,0,0,0,60,0,11
IL0311530,Cook,La Grange,village,La Grange (PWS),4/10/19 8:23,2018,4860,0,4860,1218,300,2236,106,0,1000,0,0
IL0311560,Cook,La Grange Park,village,La Grange Park (PWS),4/15/19 14:42,2018,4176,0,4176,3729,0,330,0,0,49,68,0
IL0670450,Hancock,La Harpe,city,LaHarpe (PWS),4/9/19 10:46,2018,673,0,673,3,13,0,10,0,621,0,26
IL0110500,Bureau,La Moille,village,La Moille (PWS),3/14/19 8:39,2018,365,0,365,3,274,81,2,0,0,0,5
IL0010300,Adams,La Prairie,village,La Prairie (PWS),4/12/19 15:20,2018,31,0,31,0,0,0,0,0,0,0,31
IL1230150,Marshall,La Rose,village,La Rose (PWS),3/14/19 14:29,2018,68,0,68,0,0,0,0,0,0,0,68
IL1230100,Marshall,Lacon,city,Lacon (PWS),3/25/19 16:31,2018,963,0,963,0,507,10,425,0,0,0,21
IL0110450,Bureau,Ladd,village,Ladd (PWS),4/15/19 13:43,2018,587,0,587,0,87,0,200,0,175,0,125
IL0971080,Lake,Lake Barrington,village,Lake Barrington (PWS),3/19/19 8:48,2018,91,0,91,0,0,0,0,0,91,0,0
IL0970750,Lake,Lake Bluff,village,Lake Bluff (PWS),4/12/19 13:30,2018,2004,0,2004,17,1425,520,2,0,39,1,0
IL0970800,Lake,Lake Forest,city,Lake Forest (PWS),5/1/19 8:34,2018,6835,0,6835,277,1586,3404,4,97,1315,152,0
IL1110400,McHenry,Lake in the Hills,village,Lake In The Hills (PWS),4/9/19 8:47,2018,9510,0,9510,0,0,0,0,0,9510,0,0
IL0970840,Lake,Lake Villa,village,Lake Villa (PWS),4/11/19 6:37,2018,2577,0,2577,0,531,6,2,0,2038,0,0
IL0970850,Lake,Lake Zurich,village,Lake Zurich (PWS),4/26/19 14:00,2018,6852,0,6852,39,1,0,10,428,6231,136,7
IL0970270,Lake,Lakemoor,village,Lakemoor (PWS),4/9/19 15:03,2018,963,0,963,0,0,0,0,0,963,0,0
IL1115760,McHenry,Lakewood,village,Lakewood (PWS),4/12/19 14:15,2018,1072,0,1072,0,0,0,0,0,1072,0,0
IL0150100,Carroll,Lanark,city,Lanark (PWS),3/18/19 12:38,2018,670,0,670,0,0,0,189,0,418,0,63
IL0311590,Cook,Lansing,village,Lansing (PWS),5/29/19 15:07,2018,9320,968,8352,2305,1221,0,390,0,5216,185,3
IL0990300,LaSalle,LaSalle,city,La Salle (PWS),3/25/19 13:43,2018,3576,0,3576,0,0,0,0,3576,0,0,0
IL1070300,Logan,Latham,village,Latham (PWS),4/9/19 14:12,2018,300,0,300,0,300,0,0,0,0,0,0
IL1010150,Lawrence,Lawrenceville,city,Lawrenceville (PWS),5/22/19 11:06,2018,2203,2200,3,0,2203,0,0,0,0,0,0
IL1130750,McLean,Le Roy,city,Le Roy (PWS),3/18/19 15:46,2018,1485,0,1485,49,196,0,307,0,652,0,281
IL1410300,Ogle,Leaf River,village,Leaf River (PWS),4/29/19 11:53,2018,220,0,220,0,0,0,0,0,220,0,0
IL1630650,St. Clair,Lebanon,city,Lebanon (PWS),4/2/19 8:58,2018,1864,0,1864,0,1855,0,1,0,5,0,3
IL1034600,Lee,Lee,village,Lee (PWS),7/24/19 22:46,2018,155,0,155,0,55,0,60,0,40,0,0
IL0990350,LaSalle,Leland,village,Leland (PWS),4/8/19 23:26,2018,395,0,395,0,395,0,0,0,0,0,0
IL0311620,Cook,Lemont,village,Lemont (PWS),3/20/19 8:06,2018,6214,1,6213,1,2135,0,0,0,4078,0,0
IL1770300,Stephenson,Lena,village,Lena (PWS),3/28/19 14:02,2018,1200,0,1200,0,0,0,0,0,1150,0,50
IL1630700,St. Clair,Lenzburg,village,Lenzburg (PWS),3/25/19 14:50,2018,281,281,0,0,1,0,0,0,269,0,11
IL0990400,LaSalle,Leonore,village,Illinois American - Leonore (PWS),5/9/19 6:36,2018,79,0,79,0,18,10,0,0,1,0,50
IL0290200,Coles,Lerna,village,Lerna (PWS),5/3/19 9:00,2018,124,0,124,0,0,0,0,0,0,0,124
IL0570600,Fulton,Lewistown,city,Lewistown (PWS),4/29/19 11:09,2018,1148,0,1148,30,500,30,30,258,100,0,200
IL1130800,McLean,Lexington,city,Lexington (PWS),5/13/19 11:26,2018,890,0,890,0,0,0,0,0,860,0,30
IL0010350,Adams,Liberty,village,Liberty (PWS),4/12/19 15:21,2018,287,0,287,0,0,0,0,0,229,0,58
IL0970900,Lake,Libertyville,village,Libertyville (PWS),4/12/19 14:15,2018,7454,0,7454,708,0,0,0,0,6746,0,0
IL0010400,Adams,Lima,village,Lima (PWS),4/12/19 15:21,2018,76,0,76,0,0,0,0,0,0,0,76
IL0970950,Lake,Lincolnshire,village,Lincolnshire (PWS),4/17/19 9:20,2018,2565,0,2565,0,0,1324,0,0,1005,233,3
IL0311650,Cook,Lincolnwood,village,Lincolnwood (PWS),4/12/19 15:02,2018,4262,0,4262,1106,706,0,32,0,2418,0,0
IL0971000,Lake,Lindenhurst,village,Lindenhurst (PWS),5/14/19 10:18,2018,5103,0,5103,0,0,0,0,0,5103,0,0
IL0430551,DuPage,Lisle,village,Lisle (PWS),3/13/19 14:17,2018,6085,1,6084,0,0,0,0,334,5750,1,0
IL1350400,Montgomery,Litchfield,city,Litchfield (PWS),4/10/19 14:56,2018,3217,5,3212,0,3216,0,0,0,1,0,0
IL1870100,Warren,Little York,village,Little York (PWS),4/2/19 13:20,2018,175,0,175,0,0,0,0,0,175,0,0
IL1190600,Madison,Livingston,village,Livingston (PWS),5/23/19 14:25,2018,369,0,369,0,251,0,2,0,38,0,78
IL1670700,Sangamon,Loami,village,Loami (PWS),4/4/19 9:55,2018,391,0,391,0,257,4,0,0,0,0,130
IL1970500,Will,Lockport,city,Lockport (PWS),4/12/19 8:14,2018,8616,0,8616,163,182,2000,0,0,6171,100,0
IL0750550,Iroquois,Loda,village,Loda (PWS),4/15/19 18:55,2018,167,0,167,0,164,0,0,0,3,0,0
IL0430600,DuPage,Lombard,village,Lombard (PWS),4/10/19 18:42,2018,15270,0,15270,383,0,9226,478,0,5155,0,28
IL0574620,Fulton,London Mills,village,London Mills (PWS),4/14/19 16:05,2018,157,0,157,0,0,0,0,0,110,0,47
IL0970340,Lake,Long Grove,village,Long Grove (PWS),5/24/19 8:03,2018,47,0,47,0,0,0,0,0,47,0,0
IL0190350,Champaign,Longview,village,Longview (PWS),4/30/19 12:55,2018,83,0,83,0,0,0,0,0,80,0,3
IL0010450,Adams,Loraine,village,Loraine (PWS),5/30/19 10:06,2018,165,0,165,0,8,0,0,0,99,0,58
IL0990450,LaSalle,Lostant,village,Lostant (PWS),4/10/19 12:03,2018,230,0,230,0,218,0,2,0,5,0,5
IL0250200,Clay,Louisville,village,Louisville (PWS),3/25/19 6:10,2018,610,0,610,0,10,0,0,0,300,0,300
IL2010150,Winnebago,Loves Park,city,Loves Park (PWS),4/2/19 13:48,2018,9978,0,9978,0,0,2847,0,0,7131,0,0
IL1390250,Moultrie,Lovington,village,Lovington (PWS),4/1/19 11:52,2018,508,1,507,196,22,0,0,0,252,0,38
IL0190400,Champaign,Ludlow,village,Ludlow (PWS),3/14/19 10:32,2018,186,0,186,0,0,0,20,0,100,0,66
IL1950300,Whiteside,Lyndon,village,Lyndon (PWS),3/13/19 14:05,2018,248,0,248,0,0,0,0,0,230,0,18
IL1370250,Morgan,Lynnville,village,Lynnville (PWS),5/6/19 14:56,2018,55,0,55,0,0,20,0,0,23,0,12
IL0311680,Cook,Lynwood,village,Lynwood (PWS),8/21/19 0:00,2018,2658,0,2658,0,0,0,0,0,2658,0,0
IL0311710,Cook,Lyons,village,Lyons (PWS),4/18/19 9:17,2018,2704,0,2704,631,25,1734,314,0,0,0,0
IL0554640,Franklin,Macedonia,village,Macedonia (PWS),4/15/19 12:14,2018,65,0,65,0,65,0,0,0,0,0,0
IL1790350,Tazewell,Mackinaw,village,Mackinaw (PWS),3/14/19 10:38,2018,1341,0,1341,25,0,0,84,0,435,0,797
IL1090350,McDonough,Macomb,city,Macomb (PWS),1/11/19 8:45,2018,5860,3,5857,137,5557,0,2,0,133,0,31
IL1150250,Macon,Macon,city,Macon (PWS),4/11/19 14:38,2018,626,1,625,0,455,0,3,0,161,4,3
IL1330200,Monroe,Maeystown,village,Maeystown (PWS),3/31/19 10:46,2018,142,0,142,0,135,0,0,0,3,0,4
IL1550200,Putnam,Magnolia,village,Magnolia (PWS),4/15/19 13:46,2018,111,0,111,0,0,0,0,0,6,0,105
IL0190450,Champaign,Mahomet,village,Mahomet (PWS),3/15/19 13:46,2018,2408,0,2408,0,0,830,12,0,815,15,736
IL0110550,Bureau,Malden,village,Malden (PWS),5/9/19 6:29,2018,155,0,155,10,80,15,10,0,0,0,40
IL0370350,DeKalb,Malta,village,Malta (PWS),3/21/19 9:53,2018,436,0,436,5,0,0,0,0,428,0,3
IL1710250,Scott,Manchester,village,Manchester (PWS),5/21/19 11:32,2018,120,0,120,0,74,0,2,0,29,0,15
IL1970550,Will,Manhattan,village,Manhattan (PWS),3/13/19 10:36,2018,2883,0,2883,0,0,0,0,0,2883,0,0
IL1250300,Mason,Manito,village,Manito (PWS),3/18/19 10:24,2018,736,0,736,0,0,0,110,0,442,0,184
IL0110600,Bureau,Manlius,village,Manlius (PWS),4/15/19 13:46,2018,170,0,170,8,0,0,0,0,80,0,82
IL1470300,Piatt,Mansfield,village,Mansfield (PWS),4/13/19 19:37,2018,479,0,479,0,0,0,30,108,212,0,129
IL0890500,Kane,Maple Park,village,Maple Park (PWS),3/15/19 8:41,2018,524,0,524,0,524,0,0,0,0,0,0
IL1430500,Peoria,Mapleton,village,Mapleton (PWS),4/2/19 11:00,2018,119,0,119,0,0,1,0,0,0,0,118
IL0950350,Knox,Maquon,village,Maquon (PWS),5/9/19 13:10,2018,166,0,166,0,0,0,0,0,166,0,0
IL1110650,McHenry,Marengo,city,Marengo (PWS),5/1/19 15:40,2018,2572,0,2572,215,164,100,125,0,1897,0,71
IL0570030,Fulton,Marietta,village,Marietta (PWS),4/14/19 16:13,2018,232,0,232,0,0,0,0,0,23,0,209
IL1190700,Madison,Marine,village,Marine (PWS),4/12/19 9:20,2018,482,0,482,0,254,0,14,0,160,0,54
IL1990550,Williamson,Marion,city,Marion (PWS),3/19/19 8:33,2018,9940,0,9940,0,9749,0,18,0,46,0,127
IL1630750,St. Clair,Marissa,village,Marissa (PWS),6/28/19 13:23,2018,844,0,844,0,379,0,23,0,322,0,120
IL1550250,Putnam,Mark,village,Mark (PWS),3/29/19 10:27,2018,230,0,230,0,0,0,0,0,160,0,70
IL0311770,Cook,Markham,city,Markham (PWS),5/24/19 13:15,2018,4090,0,4090,1000,0,0,90,0,3000,0,0
IL1150300,Macon,Maroa,city,Maroa (PWS),4/10/19 14:36,2018,853,0,853,0,504,327,4,0,0,0,18
IL1790400,Tazewell,Marquette Heights,city,Marquette Heights (PWS),4/23/19 12:06,2018,1166,0,1166,0,0,0,0,0,1111,0,55
IL0990500,LaSalle,Marseilles,city,Marseilles (PWS),3/14/19 12:59,2018,2198,0,2198,18,2162,0,10,0,5,0,3
IL0230100,Clark,Marshall,city,Marshall (PWS),5/6/19 14:08,2018,2209,3,2206,0,0,0,992,0,0,0,1217
IL0230150,Clark,Martinsville,city,Martinsville (PWS),3/14/19 13:09,2018,591,0,591,0,0,0,0,0,589,0,2
IL0750600,Iroquois,Martinton,village,Martinton (PWS),9/16/19 10:56,2018,147,0,147,0,0,0,0,147,0,0,0
IL1190750,Madison,Maryville,village,Maryville (PWS),3/26/19 8:26,2018,4297,0,4297,0,200,812,407,0,0,0,2878
IL1630800,St. Clair,Mascoutah,city,Mascoutah (PWS),4/11/19 14:59,2018,3584,0,3584,17,0,42,0,2264,287,0,974
IL1250350,Mason,Mason City,city,Mason City (PWS),3/15/19 10:35,2018,1152,0,1152,0,0,0,331,151,667,2,1
