"FacilityId","County","FacilityName","ReportedDate","ReportingYear","TotalServiceConnections","WholesaleConnections","RetailConnections","ServicesLead","ServicesUnknownMaterial","ServicesCopperLeadSolder","ServicesGalvanized","ServicesUnknownNotLead","ServicesCopperNonLeadSolder","ServicesCastDuctileIronTransite","ServicesPlastic"
"IL1615170","Rock Island","Cedar Brook Estates Subdivision (PWS)","4/3/2019 8:40:56 PM","2018","81","0","81","0","0","0","0","0","0","0","81"
"IL0735850","Henry","North Hazelwood Subdivision (PWS)","4/3/2019 8:40:15 PM","2018","47","0","47","0","0","0","0","0","0","0","47"
"IL0735280","Henry","Lynwood 3rd Addition (PWS)","4/3/2019 8:39:15 PM","2018","35","0","35","0","0","0","0","0","0","0","35"
"IL1615100","Rock Island","East Lawn Water Association (PWS)","4/3/2019 8:37:55 PM","2018","48","0","48","0","0","0","0","0","0","0","48"
"IL0735220","Henry","Hazelwood Heights Subdivision (PWS)","4/3/2019 8:37:03 PM","2018","85","0","85","0","0","0","0","0","0","0","85"
"IL0730080","Henry","Hickory Hills 2nd Addition Water Assn (PWS)","4/3/2019 8:36:05 PM","2018","31","0","31","0","0","0","0","0","0","0","31"
"IL1615310","Rock Island","Evergreen Village Subdivision (PWS)","4/3/2019 8:35:00 PM","2018","37","0","37","0","0","0","0","0","0","0","37"
"IL0730070","Henry","Oakwood West Subdivision (PWS)","4/3/2019 8:33:46 PM","2018","14","0","14","0","0","0","0","0","0","0","14"
"IL0735450","Henry","Timber Brook Estates (PWS)","4/3/2019 8:32:45 PM","2018","35","0","35","0","0","0","0","0","0","0","35"
"IL0530150","Ford","Kempton (PWS)","4/3/2019 7:39:46 PM","2018","113","0","113","0","15","0","0","0","0","0","98"
"IL0555100","Franklin","Rend Lake Inter-City Water System (PWS)","4/3/2019 4:13:09 PM","2018","1296","40","1256","0","0","45","1","815","22","40","373"
"IL1354500","Montgomery","Harvel (PWS)","4/3/2019 3:35:08 PM","2018","144","0","144","0","0","0","0","0","138","0","6"
"IL1977490","Will","Southeast Joliet Sanitary District (PWS)","4/3/2019 3:24:18 PM","2018","600","0","600","0","0","0","0","0","600","0","0"
"IL1155150","Macon","Long Creek Township PWS (PWS)","4/3/2019 2:38:30 PM","2018","3287","1","3286","0","0","70","10","0","210","0","2997"
"IL1410500","Ogle","Rochelle (PWS)","4/3/2019 1:13:34 PM","2018","3675","0","3675","33","3642","0","0","0","0","0","0"
"IL0210500","Christian","Pana (PWS)","4/3/2019 12:52:17 PM","2018","2565","0","2565","0","1973","0","4","441","132","1","14"
"IL0950600","Knox","Wataga (PWS)","4/3/2019 12:47:14 PM","2018","382","0","382","0","0","20","0","212","0","0","150"
"IL0955200","Knox","Aqua Illinois - Oak Run (PWS)","4/3/2019 12:46:21 PM","2018","755","0","755","0","0","0","0","603","0","0","152"
"IL1110750","McHenry","Richmond (PWS)","4/3/2019 11:42:33 AM","2018","732","0","732","80","162","135","40","0","309","0","6"
"IL0510250","Fayette","St Elmo (PWS)","4/3/2019 11:42:15 AM","2018","746","0","746","0","158","0","158","0","112","0","318"
"IL0430500","DuPage","Itasca (PWS)","4/3/2019 11:27:50 AM","2018","2977","0","2977","256","0","0","0","0","2451","270","0"
"IL1410030","Ogle","Davis Junction (PWS)","4/3/2019 11:19:39 AM","2018","672","0","672","0","0","0","0","0","670","0","2"
"IL1515050","Pope","Millstone Pwd (PWS)","4/3/2019 11:14:26 AM","2018","2388","4","2384","0","0","0","0","0","50","0","2338"
"IL0695000","Hardin","Hardin County Water District No.1 (PWS)","4/3/2019 11:10:57 AM","2018","417","0","417","0","0","0","0","0","1","0","416"
"IL0690150","Hardin","Rosiclare (PWS)","4/3/2019 11:07:26 AM","2018","650","0","650","0","0","0","0","0","100","0","550"
"IL1435220","Peoria","Jubilee Water Company, Inc. (PWS)","4/3/2019 10:47:04 AM","2018","32","0","32","0","0","32","0","0","0","0","0"
"IL1430750","Peoria","Princeville (PWS)","4/3/2019 10:45:33 AM","2018","743","0","743","67","0","533","0","0","0","0","143"
"IL1990500","Williamson","Johnston City (PWS)","4/3/2019 10:43:24 AM","2018","1400","0","1400","200","500","0","200","0","300","0","200"
"IL1370050","Morgan","Chapin (PWS)","4/3/2019 10:42:33 AM","2018","295","1","294","0","73","0","0","0","202","0","20"
"IL1690200","Schuyler","Rushville (PWS)","4/3/2019 10:13:10 AM","2018","1725","3","1722","0","1308","0","0","0","400","0","17"
"IL1990400","Williamson","Herrin (PWS)","4/3/2019 9:58:35 AM","2018","6101","0","6101","1265","2535","0","135","0","675","0","1491"
"IL1070400","Logan","Mount Pulaski (PWS)","4/3/2019 9:56:13 AM","2018","870","0","870","0","0","0","0","830","0","0","40"
"IL1075145","Logan","Morningside Mobile Estates MHP (PWS)","4/3/2019 9:55:29 AM","2018","50","0","50","0","0","0","0","0","0","0","50"
"IL0971500","Lake","Round Lake (PWS)","4/3/2019 9:50:46 AM","2018","6403","0","6403","0","6403","0","0","0","0","0","0"
"IL0890800","Kane","South Elgin (PWS)","4/3/2019 8:49:59 AM","2018","8023","0","8023","1","0","2133","28","0","5617","241","3"
"IL1770050","Stephenson","Cedarville (PWS)","4/3/2019 8:30:07 AM","2018","331","0","331","0","0","0","0","0","327","0","4"
"IL1190450","Madison","Hamel (PWS)","4/2/2019 3:43:23 PM","2018","463","3","460","0","75","0","0","0","68","0","320"
"IL0750200","Iroquois","Cissna Park (PWS)","4/2/2019 2:58:33 PM","2018","440","0","440","0","278","0","0","0","140","0","22"
"IL0670700","Hancock","West Point (PWS)","4/2/2019 2:07:44 PM","2018","100","0","100","0","0","0","0","0","0","0","100"
"IL0670250","Hancock","Carthage (PWS)","4/2/2019 2:07:11 PM","2018","1275","0","1275","0","127","0","0","0","765","0","383"
"IL0670050","Hancock","Augusta (PWS)","4/2/2019 2:06:20 PM","2018","314","0","314","0","114","0","0","0","100","0","100"
"IL0674300","Hancock","Dallas City-Wtp (PWS)","4/2/2019 2:01:19 PM","2018","500","0","500","100","200","0","0","0","100","0","100"
"IL2010150","Winnebago","Loves Park (PWS)","4/2/2019 1:48:41 PM","2018","9978","0","9978","0","0","2847","0","0","7131","0","0"
"IL0370051","DeKalb","Cortland (PWS)","4/2/2019 1:23:29 PM","2018","1510","0","1510","0","0","0","0","0","1480","0","30"
"IL1310150","Mercer","Keithsburg (PWS)","4/2/2019 1:21:59 PM","2018","270","0","270","0","10","250","0","0","0","0","10"
"IL1870100","Warren","Little York (PWS)","4/2/2019 1:20:48 PM","2018","175","0","175","0","0","0","0","0","175","0","0"
"IL1310200","Mercer","Matherville (PWS)","4/2/2019 1:20:03 PM","2018","308","0","308","0","0","280","0","0","10","0","18"
"IL1310250","Mercer","New Boston (PWS)","4/2/2019 1:18:41 PM","2018","294","0","294","0","2","260","0","0","12","0","20"
"IL1315300","Mercer","Unity Water Corporation (PWS)","4/2/2019 1:17:16 PM","2018","38","0","38","0","0","0","0","0","0","0","38"
"IL1310450","Mercer","Viola (PWS)","4/2/2019 1:16:08 PM","2018","436","0","436","0","0","370","0","0","42","0","24"
"IL1670080","Sangamon","South Sangamon Water Commission (PWS)","4/2/2019 11:41:01 AM","2018","40","40","0","0","0","0","0","40","0","0","0"
"IL2030600","Woodford","Secor (PWS)","4/2/2019 11:34:38 AM","2018","174","0","174","0","9","5","5","0","0","0","155"
"IL2030550","Woodford","Roanoke (PWS)","4/2/2019 11:31:56 AM","2018","899","0","899","0","30","0","0","0","269","0","600"
"IL1210030","Marion","North East Marion County Water Company (PWS)","4/2/2019 11:23:17 AM","2018","1217","0","1217","0","227","158","29","0","405","0","398"
"IL1430400","Peoria","Hanna City (PWS)","4/2/2019 11:18:12 AM","2018","613","1","612","0","0","437","1","0","0","0","175"
"IL0431150","DuPage","Winfield (PWS)","4/2/2019 11:11:17 AM","2018","3776","1","3775","2","0","0","0","0","3774","0","0"
"IL1430500","Peoria","Mapleton (PWS)","4/2/2019 11:00:56 AM","2018","119","0","119","0","0","1","0","0","0","0","118"
"IL2010300","Winnebago","Rockford (PWS)","4/2/2019 10:45:44 AM","2018","67517","0","67517","13927","24647","13303","36","0","7610","7810","184"
"IL1710020","Scott","Scott County Rural Water Co-op (PWS)","4/2/2019 10:38:00 AM","2018","224","0","224","0","0","0","0","0","0","0","224"
"IL0090200","Brown","Versailles (PWS)","4/2/2019 10:37:25 AM","2018","264","0","264","0","0","0","0","0","264","0","0"
"IL0090150","Brown","Ripley (PWS)","4/2/2019 10:36:50 AM","2018","120","0","120","0","0","0","0","0","30","0","90"
"IL1370300","Morgan","Meredosia (PWS)","4/2/2019 10:36:05 AM","2018","500","0","500","0","0","0","0","0","450","0","50"
"IL1370100","Morgan","Concord (PWS)","4/2/2019 10:35:07 AM","2018","122","0","122","0","0","0","0","0","0","0","122"
"IL1710100","Scott","Bluffs (PWS)","4/2/2019 10:33:01 AM","2018","278","0","278","0","0","0","0","0","258","0","20"
"IL0610050","Greene","Carrollton (PWS)","4/2/2019 10:00:09 AM","2018","1169","1","1168","0","205","0","748","0","17","0","199"
"IL2030050","Woodford","Benson (PWS)","4/2/2019 9:31:09 AM","2018","215","215","0","0","191","0","2","0","13","0","9"
"IL1630650","St. Clair","Lebanon (PWS)","4/2/2019 8:58:57 AM","2018","1864","0","1864","0","1855","0","1","0","5","0","3"
"IL0312530","Cook","Prospect Heights (PWS)","4/2/2019 8:13:41 AM","2018","1011","0","1011","0","0","0","0","900","111","0","0"
"IL0313330","Cook","Winnetka (PWS)","4/2/2019 8:08:12 AM","2018","4616","3","4613","1506","40","118","0","1","2793","158","0"
"IL0195360","Champaign","Ilur Woods Edge MHP LLC (PWS)","4/1/2019 9:33:53 PM","2018","179","0","179","0","179","0","0","0","0","0","0"
"IL0195380","Champaign","Ilur Portfolio 5 - Trailside MHP (PWS)","4/1/2019 9:33:22 PM","2018","17","0","17","0","0","0","10","0","7","0","0"
"IL0195390","Champaign","Ilur Portfolio 5 - Surbana Estates MHP (PWS)","4/1/2019 9:32:42 PM","2018","97","0","97","0","97","0","0","0","0","0","0"
"IL0195400","Champaign","Ilur Liberty Commons MHP (PWS)","4/1/2019 9:32:06 PM","2018","440","0","440","0","440","0","0","0","0","0","0"
"IL0190070","Champaign","Stonetown Oaks MHP LLC (PWS)","4/1/2019 9:27:14 PM","2018","126","0","126","0","126","0","0","0","0","0","0"
"IL0190080","Champaign","Heritage Estates Mhp (PWS)","4/1/2019 9:23:05 PM","2018","221","0","221","0","221","0","0","0","0","0","0"
"IL1595050","Richland","West Liberty-Dundas Water District (PWS)","4/1/2019 8:47:48 PM","2018","225","0","225","0","213","0","0","0","0","0","12"
"IL1570700","Randolph","Tilden (PWS)","4/1/2019 8:46:42 PM","2018","550","0","550","0","455","0","0","0","65","0","30"
"IL1010250","Lawrence","St Francisville (PWS)","4/1/2019 8:45:24 PM","2018","334","2","332","0","154","0","80","0","0","0","100"
"IL1930450","White","Springerton (PWS)","4/1/2019 8:44:13 PM","2018","110","0","110","0","0","0","0","0","21","0","89"
"IL1910400","Wayne","Sims (PWS)","4/1/2019 8:40:11 PM","2018","149","0","149","0","137","0","0","0","0","0","12"
"IL1850010","Wabash","Rural Wabash County Water District (PWS)","4/1/2019 8:38:29 PM","2018","738","1","737","0","402","0","0","0","0","0","336"
"IL1655120","Saline","Raleigh Water District (PWS)","4/1/2019 8:37:38 PM","2018","264","0","264","0","172","0","0","0","0","0","92"
"IL1530300","Pulaski","Pulaski (PWS)","4/1/2019 8:32:54 PM","2018","130","0","130","0","130","0","0","0","0","0","0"
"IL1655110","Saline","Prospect Water District (PWS)","4/1/2019 8:32:25 PM","2018","500","0","500","0","295","0","0","0","0","0","205"
"IL1015350","Lawrence","Petrolia PWD (PWS)","4/1/2019 8:31:01 PM","2018","513","0","513","0","104","0","0","0","0","0","409"
"IL0590200","Gallatin","Old Shawneetown (PWS)","4/1/2019 8:30:15 PM","2018","120","0","120","0","120","0","0","0","0","0","0"
"IL1650250","Saline","Muddy (PWS)","4/1/2019 8:29:23 PM","2018","90","0","90","0","75","0","0","0","0","0","15"
"IL1655200","Saline","Mitchellsville PWD (PWS)","4/1/2019 8:28:46 PM","2018","766","1","765","0","566","0","0","0","0","0","200"
"IL1815100","Union","Lick Creek PWD (PWS)","4/1/2019 8:27:06 PM","2018","777","0","777","0","577","0","0","0","0","0","200"
"IL1655050","Saline","Liberty-Ledford PWD (PWS)","4/1/2019 8:26:20 PM","2018","501","0","501","0","234","0","0","0","2","0","265"
"IL1850150","Wabash","Keensburg (PWS)","4/1/2019 8:24:10 PM","2018","128","0","128","0","103","0","0","0","0","0","25"
"IL1530050","Pulaski","Karnak (PWS)","4/1/2019 8:23:04 PM","2018","250","0","250","0","228","0","0","0","0","0","22"
"IL1270100","Massac","Joppa (PWS)","4/1/2019 8:21:12 PM","2018","200","0","200","0","190","0","0","0","0","0","10"
"IL1910200","Wayne","Jeffersonville (Geff) (PWS)","4/1/2019 8:17:49 PM","2018","179","0","179","0","51","0","50","0","36","0","42"
"IL0555250","Franklin","Hill City Water District (PWS)","4/1/2019 8:16:25 PM","2018","178","0","178","0","8","0","0","0","0","0","170"
"IL1030300","Lee","Harmon (PWS)","4/1/2019 7:53:43 PM","2018","75","70","5","0","75","0","0","0","0","0","0"
"IL0150050","Carroll","Chadwick (PWS)","4/1/2019 6:47:50 PM","2018","265","0","265","0","40","0","0","0","225","0","0"
"IL0313060","Cook","Streamwood (PWS)","4/1/2019 4:31:06 PM","2018","13103","0","13103","0","0","0","0","0","13064","39","0"
"IL1670900","Sangamon","Pleasant Plains (PWS)","4/1/2019 4:27:43 PM","2018","580","0","580","0","0","0","0","570","0","0","10"
"IL0950300","Knox","Knoxville (PWS)","4/1/2019 3:27:55 PM","2018","1340","0","1340","147","754","0","73","0","255","0","111"
"IL0775400","Jackson","South Highway PWD (PWS)","4/1/2019 2:25:25 PM","2018","2031","0","2031","0","1205","248","4","0","0","0","574"
"IL0995030","LaSalle","Illinois American - Streator (PWS)","4/1/2019 12:54:31 PM","2018","9729","0","9729","50","581","124","35","0","8657","148","134"
"IL1390250","Moultrie","Lovington (PWS)","4/1/2019 11:52:02 AM","2018","508","1","507","196","22","0","0","0","252","0","38"
"IL0555200","Franklin","Greenwood-Creek Nation Water Company (PWS)","4/1/2019 11:12:13 AM","2018","984","0","984","0","444","0","0","0","380","0","160"
"IL1510100","Pope","Golconda (PWS)","4/1/2019 10:56:28 AM","2018","406","0","406","0","291","0","0","0","0","0","115"
"IL1994420","Williamson","Freeman Spur (PWS)","4/1/2019 10:52:14 AM","2018","131","0","131","0","35","0","0","0","40","0","56"
"IL1995050","Williamson","Ferges Water District (PWS)","4/1/2019 10:41:10 AM","2018","457","0","457","0","197","0","0","0","0","0","260"
"IL0770300","Jackson","Elkville (PWS)","4/1/2019 10:40:28 AM","2018","475","0","475","0","265","0","0","0","0","0","210"
"IL0690100","Hardin","Elizabethtown (PWS)","4/1/2019 10:39:27 AM","2018","189","0","189","0","58","0","42","0","74","0","15"
"IL1635090","St. Clair","S L M Water Commission (PWS)","4/1/2019 10:38:44 AM","2018","164","10","154","0","0","0","0","0","164","0","0"
"IL0770250","Jackson","Dowell (PWS)","4/1/2019 10:37:46 AM","2018","498","0","498","0","390","0","0","0","0","0","108"
"IL0650150","Hamilton","Dahlgren (PWS)","4/1/2019 10:36:52 AM","2018","373","0","373","0","290","1","0","0","15","0","67"
"IL1797050","Tazewell","Illinois American - Washington Estates (PWS)","4/1/2019 10:30:23 AM","2018","484","0","484","0","474","0","0","0","10","0","0"
"IL0431200","DuPage","Wood Dale (PWS)","4/1/2019 9:37:21 AM","2018","4998","0","4998","0","0","0","0","0","4994","0","4"
"IL1015300","Lawrence","Birds Pinkstaff Water District (PWS)","4/1/2019 8:44:14 AM","2018","393","0","393","0","0","0","0","0","13","0","380"
"IL0890200","Kane","Carpentersville (PWS)","4/1/2019 7:56:30 AM","2018","10545","1","10544","194","416","0","3","0","9931","1","0"
"IL1250100","Mason","Easton (PWS)","4/1/2019 7:53:27 AM","2018","202","0","202","0","0","0","3","0","199","0","0"
"IL0530350","Ford","Roberts (PWS)","3/31/2019 4:16:58 PM","2018","195","0","195","2","39","61","31","0","49","0","13"
"IL1310500","Mercer","New Windsor (PWS)","3/31/2019 10:58:41 AM","2018","340","0","340","10","0","300","0","0","0","0","30"
"IL0735150","Henry","Ophiem (PWS)","3/31/2019 10:56:53 AM","2018","40","0","40","0","0","40","0","0","0","0","0"
"IL1630070","St. Clair","Concordia Water Cooperative (PWS)","3/31/2019 10:55:07 AM","2018","191","0","191","0","181","0","0","0","0","0","10"
"IL1330200","Monroe","Maeystown (PWS)","3/31/2019 10:46:59 AM","2018","142","0","142","0","135","0","0","0","3","0","4"
"IL1130210","McLean","BLM GW MHP, LLC (PWS)","3/30/2019 12:11:47 AM","2018","152","0","152","0","107","0","0","0","35","0","10"
"IL0190300","Champaign","Homer (PWS)","3/30/2019 12:06:02 AM","2018","512","0","512","0","389","0","28","0","19","0","76"
"IL0195370","Champaign","Ilur Portfolio 5 - Wilson MHP (PWS)","3/29/2019 11:59:50 PM","2018","32","0","32","0","32","0","0","0","0","0","0"
"IL1835300","Vermilion","Olivet PWD (PWS)","3/29/2019 11:55:06 PM","2018","140","0","140","0","140","0","0","0","0","0","0"
"IL0530260","Ford","Paxton MHP Manufactured Home Community (PWS)","3/29/2019 11:51:02 PM","2018","19","0","19","0","0","0","9","0","0","0","10"
"IL1834020","Vermilion","Allerton (PWS)","3/29/2019 11:48:49 PM","2018","130","0","130","0","130","0","0","0","0","0","0"
"IL0195350","Champaign","ILUR Portfolios - Carriage Estates LLC (PWS)","3/29/2019 11:43:17 PM","2018","60","0","60","0","0","0","50","0","0","0","10"
"IL0190700","Champaign","Royal (PWS)","3/29/2019 11:38:29 PM","2018","150","0","150","0","0","0","7","76","20","0","47"
"IL0190660","Champaign","Maplewood MAC LLC (PWS)","3/29/2019 11:29:22 PM","2018","113","0","113","0","0","0","0","113","0","0","0"
"IL0450150","Edgar","Hume (PWS)","3/29/2019 11:17:45 PM","2018","220","0","220","0","0","0","0","0","218","0","2"
"IL1450050","Perry","Cutler (PWS)","3/29/2019 4:49:22 PM","2018","202","0","202","0","174","0","0","0","0","0","28"
"IL1990300","Williamson","Creal Springs (PWS)","3/29/2019 4:48:10 PM","2018","324","0","324","0","292","0","0","0","0","0","32"
"IL0775160","Jackson","Crab Orchard Lake MHP (PWS)","3/29/2019 4:47:15 PM","2018","100","0","100","0","0","0","0","0","0","0","100"
"IL1990200","Williamson","Colp (PWS)","3/29/2019 4:46:06 PM","2018","390","1","389","0","365","0","0","0","0","0","25"
"IL1995250","Williamson","Coal Valley PWD (PWS)","3/29/2019 4:43:32 PM","2018","1500","0","1500","0","1478","0","2","0","0","0","20"
"IL1590100","Richland","Claremont (PWS)","3/29/2019 4:41:54 PM","2018","74","0","74","0","12","0","0","0","30","0","32"
"IL1910050","Wayne","Cisne (PWS)","3/29/2019 4:40:26 PM","2018","328","0","328","0","150","0","0","0","76","0","102"
"IL0690050","Hardin","Cave-In-Rock (PWS)","3/29/2019 4:36:38 PM","2018","170","0","170","0","148","0","0","0","10","0","12"
"IL0770100","Jackson","Campbell Hill (PWS)","3/29/2019 4:33:15 PM","2018","260","0","260","0","260","0","0","0","0","0","0"
"IL0550600","Franklin","Valier (PWS)","3/29/2019 3:39:35 PM","2018","593","0","593","0","0","0","10","359","224","0","0"
"IL0550500","Franklin","Thompsonville (PWS)","3/29/2019 3:35:45 PM","2018","305","0","305","0","0","39","1","117","18","0","130"
"IL0550250","Franklin","Hanaford (PWS)","3/29/2019 3:31:21 PM","2018","389","0","389","0","0","0","0","389","0","0","0"
"IL0550450","Franklin","Sesser (PWS)","3/29/2019 3:12:36 PM","2018","1062","0","1062","0","0","211","31","405","415","0","0"
"IL0210550","Christian","Stonington (PWS)","3/29/2019 1:40:39 PM","2018","446","1","445","0","0","0","0","0","420","0","26"
"IL0210650","Christian","Tovey (PWS)","3/29/2019 1:24:26 PM","2018","207","0","207","0","0","0","0","0","182","0","25"
"IL0374850","DeKalb","Sandwich (PWS)","3/29/2019 1:20:19 PM","2018","2670","0","2670","3","60","0","152","60","2375","0","20"
"IL0210030","Christian","Sharpsburg and Neighboring Area Water System (PWS)","3/29/2019 1:14:10 PM","2018","237","0","237","0","0","0","0","0","0","0","237"
