"FacilityId","County","FacilityName","ReportedDate","ReportingYear","TotalServiceConnections","WholesaleConnections","RetailConnections","ServicesLead","ServicesUnknownMaterial","ServicesCopperLeadSolder","ServicesGalvanized","ServicesUnknownNotLead","ServicesCopperNonLeadSolder","ServicesCastDuctileIronTransite","ServicesPlastic"
"IL0975460","Lake","LCPWD - Knollwood (PWS)","4/10/2019 11:22:07 AM","2018","1893","0","1893","0","18","0","0","0","1870","0","5"
"IL0310080","Cook","Sunset MHP (PWS)","4/10/2019 11:21:46 AM","2018","352","0","352","0","0","0","0","0","0","0","352"
"IL1115750","McHenry","Wonder Lake Water Company (PWS)","4/10/2019 11:20:55 AM","2018","1278","0","1278","0","1273","0","0","0","5","0","0"
"IL0971750","Lake","LCPWD - Vernon Hills (PWS)","4/10/2019 11:20:52 AM","2018","8223","0","8223","0","135","0","0","0","8088","0","0"
"IL0975200","Lake","LCPWD - Countryside Lake Subdivision (PWS)","4/10/2019 11:19:54 AM","2018","362","0","362","1","4","0","0","0","355","0","2"
"IL0970240","Lake","Bluff Lake Lodges, Inc. (PWS)","4/10/2019 11:18:20 AM","2018","61","0","61","0","0","0","40","0","21","0","0"
"IL0975050","Lake","LCPWD - Arden Shores Estates (PWS)","4/10/2019 11:18:20 AM","2018","33","0","33","0","0","0","0","0","33","0","0"
"IL2010500","Winnebago","Winnebago (PWS)","4/10/2019 11:16:26 AM","2018","1360","0","1360","0","0","0","0","0","1270","15","75"
"IL0971770","Lake","Volo (PWS)","4/10/2019 11:14:21 AM","2018","2200","0","2200","0","0","0","0","0","2200","0","0"
"IL0310180","Cook","Berkeley (PWS)","4/10/2019 11:09:16 AM","2018","1871","0","1871","363","401","0","42","0","1062","3","0"
"IL0311230","Cook","Hillside (PWS)","4/10/2019 11:06:44 AM","2018","2475","0","2475","585","277","0","2","0","1571","40","0"
"IL0310060","Cook","Summit (PWS)","4/10/2019 10:48:38 AM","2018","2540","0","2540","2331","0","203","0","0","0","6","0"
"IL0311080","Cook","Golf (PWS)","4/10/2019 10:47:48 AM","2018","176","0","176","119","0","36","0","11","10","0","0"
"IL0315820","Cook","JUSTICE-WILLOW SPRINGS WATER COMMISSION (PWS)","4/10/2019 10:37:23 AM","2018","4822","3","4819","0","0","0","0","0","4808","14","0"
"IL1950200","Whiteside","Erie (PWS)","4/10/2019 10:33:21 AM","2018","503","0","503","5","0","0","15","0","470","0","13"
"IL1950250","Whiteside","Fulton (PWS)","4/10/2019 10:32:18 AM","2018","1700","0","1700","5","0","0","15","0","1650","0","30"
"IL1950050","Whiteside","Albany (PWS)","4/10/2019 10:21:53 AM","2018","396","0","396","0","0","390","6","0","0","0","0"
"IL0430270","DuPage","Darien (PWS)","4/10/2019 10:02:16 AM","2018","9500","3","9497","0","174","0","0","0","9321","0","5"
"IL0270400","Clinton","Hoffman (PWS)","4/10/2019 9:48:31 AM","2018","285","0","285","0","284","0","0","0","1","0","0"
"IL0490200","Effingham","Edgewood (PWS)","4/10/2019 9:35:33 AM","2018","268","0","268","0","0","0","0","0","0","0","268"
"IL1130900","McLean","Normal (PWS)","4/10/2019 9:31:41 AM","2018","17863","0","17863","77","2012","0","139","0","14269","821","545"
"IL1630600","St. Clair","Freeburg (PWS)","4/10/2019 9:22:37 AM","2018","2071","1","2070","0","986","0","0","0","1085","0","0"
"IL0310690","Cook","Dolton (PWS)","4/10/2019 9:15:58 AM","2018","8938","0","8938","6178","400","990","590","0","780","0","0"
"IL1195030","Madison","Illinois American - Granite City (PWS)","4/10/2019 9:13:07 AM","2018","15753","15750","3","314","15086","0","0","0","350","3","0"
"IL1635040","St. Clair","Illinois American - East St Louis (PWS)","4/10/2019 9:11:09 AM","2018","51498","51491","7","346","46901","0","0","0","4244","7","0"
"IL1610150","Rock Island","Cordova (PWS)","4/10/2019 8:54:22 AM","2018","325","0","325","0","1","0","0","0","323","0","1"
"IL0311530","Cook","La Grange (PWS)","4/10/2019 8:23:50 AM","2018","4860","0","4860","1218","300","2236","106","0","1000","0","0"
"IL0510010","Fayette","Fayette Water Company (PWS)","4/9/2019 8:47:52 PM","2018","2082","4","2078","0","0","0","0","1264","1","0","817"
"IL0495150","Effingham","Lake Sara Area Water Co-op, Inc. (PWS)","4/9/2019 8:42:56 PM","2018","1341","0","1341","0","0","23","39","172","707","0","400"
"IL0350100","Cumberland","Jewett (PWS)","4/9/2019 8:41:34 PM","2018","140","0","140","0","0","0","0","45","90","0","5"
"IL0970050","Lake","Antioch (PWS)","4/9/2019 7:13:26 PM","2018","4659","0","4659","198","0","0","0","0","4459","0","2"
"IL1671200","Sangamon","Springfield (PWS)","4/9/2019 5:40:23 PM","2018","54843","49","54794","70","14242","0","166","39826","490","5","44"
"IL0975900","Lake","LCPWD - Pekara Subdivision (PWS)","4/9/2019 5:01:14 PM","2018","1228","0","1228","0","893","0","0","0","335","0","0"
"IL0970450","Lake","LCPWD - Hawthorn Woods (PWS)","4/9/2019 5:00:00 PM","2018","226","0","226","0","4","0","0","0","0","0","222"
"IL0975500","Lake","LCPWD - Forest Lake Addition (PWS)","4/9/2019 4:58:34 PM","2018","73","0","73","0","42","0","10","0","20","0","1"
"IL0890160","Kane","Pingree Grove (PWS)","4/9/2019 3:22:10 PM","2018","3361","0","3361","0","0","0","0","0","2736","0","625"
"IL1115850","McHenry","Northern Illinois Utilities, Inc. (PWS)","4/9/2019 3:13:43 PM","2018","359","0","359","0","359","0","0","0","0","0","0"
"IL1115189","McHenry","Valley Hi Nursing Home (PWS)","4/9/2019 3:12:41 PM","2018","1","0","1","0","0","0","0","0","1","0","0"
"IL0970400","Lake","Hainesville (PWS)","4/9/2019 3:11:54 PM","2018","843","0","843","0","0","0","0","0","843","0","0"
"IL0971120","Lake","Port Barrington Shores Subdivision (PWS)","4/9/2019 3:10:27 PM","2018","33","0","33","0","0","0","0","0","33","0","0"
"IL0975849","Lake","Mount St Joseph School ICF (PWS)","4/9/2019 3:10:04 PM","2018","8","0","8","0","0","0","0","0","8","0","0"
"IL0975010","Lake","Tower Lakes (PWS)","4/9/2019 3:09:26 PM","2018","392","0","392","0","392","0","0","0","0","0","0"
"IL1750150","Stark","Toulon (PWS)","4/9/2019 3:05:15 PM","2018","550","0","550","36","483","0","0","0","18","0","13"
"IL0970270","Lake","Lakemoor (PWS)","4/9/2019 3:03:39 PM","2018","963","0","963","0","0","0","0","0","963","0","0"
"IL1350300","Montgomery","Hillsboro (PWS)","4/9/2019 2:48:13 PM","2018","2308","4","2304","46","1630","243","2","285","97","4","1"
"IL0430700","DuPage","Oak Brook (PWS)","4/9/2019 2:46:19 PM","2018","5250","0","5250","0","0","4583","0","0","667","0","0"
"IL0590300","Gallatin","Ridgway (PWS)","4/9/2019 2:17:33 PM","2018","500","0","500","0","126","0","20","0","67","0","287"
"IL1070150","Logan","Elkhart (PWS)","4/9/2019 2:16:44 PM","2018","250","0","250","0","250","0","0","0","0","0","0"
"IL1070500","Logan","Middletown (PWS)","4/9/2019 2:15:36 PM","2018","200","0","200","0","200","0","0","0","0","0","0"
"IL1070300","Logan","Latham (PWS)","4/9/2019 2:12:13 PM","2018","300","0","300","0","300","0","0","0","0","0","0"
"IL1095510","McDonough","Western Illinois University (PWS)","4/9/2019 2:10:10 PM","2018","54","0","54","0","0","0","20","0","11","0","23"
"IL1070050","Logan","Atlanta (PWS)","4/9/2019 2:05:37 PM","2018","800","0","800","0","800","0","0","0","0","0","0"
"IL0850450","Jo Daviess","Stockton (PWS)","4/9/2019 2:02:34 PM","2018","833","0","833","0","0","0","0","0","827","0","6"
"IL1050100","Livingston","Chatsworth (PWS)","4/9/2019 1:50:15 PM","2018","600","0","600","15","20","0","50","30","485","0","0"
"IL0311290","Cook","Hoffman Estates (PWS)","4/9/2019 1:41:06 PM","2018","15657","0","15657","0","0","40","0","0","15307","310","0"
"IL1090300","McDonough","Industry (PWS)","4/9/2019 1:37:49 PM","2018","230","0","230","0","5","0","0","0","220","0","5"
"IL0410350","Douglas","Villa Grove (PWS)","4/9/2019 1:36:07 PM","2018","1101","1","1100","814","0","0","0","0","0","0","287"
"IL1190950","Madison","St Jacob (PWS)","4/9/2019 1:16:32 PM","2018","777","0","777","0","672","0","0","0","0","0","105"
"IL0312010","Cook","Niles (PWS)","4/9/2019 12:47:04 PM","2018","8872","1","8871","902","6144","0","318","0","1494","1","13"
"IL0370300","DeKalb","Kirkland (PWS)","4/9/2019 11:42:16 AM","2018","673","0","673","0","187","0","0","0","483","0","3"
"IL1971100","Will","Wilmington (PWS)","4/9/2019 11:29:36 AM","2018","2287","1","2286","0","486","0","0","0","1799","2","0"
"IL1955040","Whiteside","Illinois American - Sterling (PWS)","4/9/2019 11:28:43 AM","2018","6507","0","6507","0","5388","0","0","1119","0","0","0"
"IL0314970","Cook","Wheeling (PWS)","4/9/2019 11:16:25 AM","2018","8242","0","8242","105","0","0","0","0","7395","742","0"
"IL1490050","Pike","Barry (PWS)","4/9/2019 11:03:57 AM","2018","719","719","0","23","100","0","120","0","275","0","201"
"IL0670450","Hancock","LaHarpe (PWS)","4/9/2019 10:46:09 AM","2018","673","0","673","3","13","0","10","0","621","0","26"
"IL1150150","Macon","Decatur (PWS)","4/9/2019 9:53:11 AM","2018","29203","3","29200","5012","52","0","0","0","23753","386","0"
"IL1930200","White","Enfield (PWS)","4/9/2019 9:50:48 AM","2018","799","0","799","0","656","0","0","0","0","0","143"
"IL1890450","Washington","Radom (PWS)","4/9/2019 9:42:49 AM","2018","101","101","0","0","45","0","0","0","7","0","49"
"IL0312160","Cook","North Riverside (PWS)","4/9/2019 9:31:57 AM","2018","2447","0","2447","1591","0","789","0","0","32","35","0"
"IL0870350","Johnson","Vienna (PWS)","4/9/2019 9:28:15 AM","2018","774","0","774","0","555","90","27","0","1","0","101"
"IL0510100","Fayette","Brownstown (PWS)","4/9/2019 9:11:13 AM","2018","347","0","347","0","0","0","0","0","325","0","22"
"IL0312610","Cook","River Forest (PWS)","4/9/2019 9:09:56 AM","2018","3143","0","3143","323","2376","0","22","0","389","20","13"
"IL1110400","McHenry","Lake In The Hills (PWS)","4/9/2019 8:47:01 AM","2018","9510","0","9510","0","0","0","0","0","9510","0","0"
"IL0890450","Kane","Hampshire (PWS)","4/9/2019 8:30:35 AM","2018","2806","0","2806","0","713","0","0","24","2069","0","0"
"IL1730550","Shelby","Windsor (PWS)","4/9/2019 8:18:49 AM","2018","565","0","565","0","565","0","0","0","0","0","0"
"IL1470150","Piatt","Cisco (PWS)","4/9/2019 8:06:22 AM","2018","128","0","128","0","86","0","2","0","40","0","0"
"IL0410100","Douglas","Camargo (PWS)","4/9/2019 7:55:57 AM","2018","316","0","316","0","0","0","38","5","267","0","6"
"IL2010250","Winnebago","Pecatonica (PWS)","4/9/2019 7:49:49 AM","2018","942","0","942","19","115","450","35","0","303","0","20"
"IL1590200","Richland","Olney (PWS)","4/9/2019 7:45:35 AM","2018","4639","4","4635","0","2990","0","0","0","1080","0","569"
"IL0312640","Cook","River Grove (PWS)","4/9/2019 7:36:57 AM","2018","2620","0","2620","2353","53","131","78","0","0","5","0"
"IL0210250","Christian","Kincaid (PWS)","4/9/2019 6:59:28 AM","2018","757","1","756","0","0","0","195","352","189","0","21"
"IL0210200","Christian","Jeisyville (PWS)","4/9/2019 6:50:59 AM","2018","61","0","61","0","58","0","0","0","0","0","3"
"IL1030500","Lee","Sublette (PWS)","4/8/2019 11:45:51 PM","2018","246","0","246","2","0","0","0","0","100","0","144"
"IL1950400","Whiteside","Prophetstown (PWS)","4/8/2019 11:38:25 PM","2018","901","0","901","13","355","0","111","1","375","6","40"
"IL0995336","LaSalle","Lynnwood Water Corporation (PWS)","4/8/2019 11:30:11 PM","2018","40","0","40","0","0","0","0","0","40","0","0"
"IL0990350","LaSalle","Leland (PWS)","4/8/2019 11:26:56 PM","2018","395","0","395","0","395","0","0","0","0","0","0"
"IL0375150","DeKalb","Donny Brook Estates Subdivision (PWS)","4/8/2019 11:25:58 PM","2018","12","0","12","0","0","0","0","0","12","0","0"
"IL0995225","LaSalle","Dattis MHP (PWS)","4/8/2019 11:24:42 PM","2018","50","0","50","0","0","0","0","0","0","0","50"
"IL1415220","Ogle","Country View Estates Subdivision (PWS)","4/8/2019 11:23:40 PM","2018","46","0","46","0","0","0","20","0","25","0","1"
"IL0970260","Lake","Round Lake Heights (PWS)","4/8/2019 6:18:19 PM","2018","772","0","772","30","40","15","5","0","682","0","0"
"IL0974080","Lake","Barrington (PWS)","4/8/2019 5:08:42 PM","2018","4547","0","4547","1006","848","0","0","0","2693","0","0"
"IL0310330","Cook","Brookfield (PWS)","4/8/2019 4:50:58 PM","2018","6400","4","6396","5782","118","375","0","0","125","0","0"
"IL1055030","Livingston","Illinois American - Pontiac (PWS)","4/8/2019 3:11:25 PM","2018","4530","0","4530","0","475","2795","85","628","494","53","0"
"IL0894070","Kane","Aurora (PWS)","4/8/2019 2:58:10 PM","2018","49177","0","49177","19912","130","0","137","0","28735","259","4"
"IL0170150","Cass","Beardstown (PWS)","4/8/2019 2:50:33 PM","2018","2105","0","2105","700","700","0","700","0","0","0","5"
"IL2035030","Woodford","Caterpillar Trail Public Water District  (PWS)","4/8/2019 2:49:31 PM","2018","2007","0","2007","0","0","0","0","0","540","1","1466"
"IL0975165","Lake","Chain-o-Lakes MHP (PWS)","4/8/2019 2:45:47 PM","2018","67","0","67","0","0","0","0","0","67","0","0"
"IL0730550","Henry","Colona West (PWS)","4/8/2019 2:32:01 PM","2018","970","0","970","0","0","0","0","0","970","0","0"
"IL0730400","Henry","Colona East (PWS)","4/8/2019 2:29:47 PM","2018","1142","0","1142","0","0","0","0","0","1142","0","0"
"IL0971400","Lake","Park City (PWS)","4/8/2019 2:09:28 PM","2018","420","319","101","0","0","270","0","0","150","0","0"
"IL0555350","Franklin","Ewing-Ina Water Commission (PWS)","4/8/2019 1:51:44 PM","2018","947","0","947","0","947","0","0","0","0","0","0"
"IL0970120","Lake","Saddlebrook Farms (PWS)","4/8/2019 1:41:21 PM","2018","1601","0","1601","0","0","0","0","0","1601","0","0"
"IL0310990","Cook","Glencoe (PWS)","4/8/2019 1:38:32 PM","2018","3160","0","3160","662","77","0","0","0","2372","46","3"
"IL0310840","Cook","Evergreen Park (PWS)","4/8/2019 1:17:36 PM","2018","7010","0","7010","6666","0","67","0","0","153","70","54"
"IL0312730","Cook","Rolling Meadows (PWS)","4/8/2019 1:03:11 PM","2018","6507","0","6507","0","0","4687","0","0","1756","64","0"
"IL0894830","Kane","St Charles (PWS)","4/8/2019 12:59:03 PM","2018","12509","1","12508","454","9219","0","0","0","2836","0","0"
"IL0310930","Cook","Forest View (PWS)","4/8/2019 12:44:20 PM","2018","298","0","298","166","41","88","3","0","0","0","0"
"IL2010350","Winnebago","Rockton (PWS)","4/8/2019 12:41:23 PM","2018","2944","0","2944","24","15","0","0","0","2845","0","60"
"IL0755125","Iroquois","Beaver Creek Village MHP (PWS)","4/8/2019 12:13:09 PM","2018","11","0","11","0","0","0","0","0","0","0","11"
"IL1655300","Saline","Saline Valley Conservancy District (PWS)","4/8/2019 12:10:00 PM","2018","2093","21","2072","0","185","0","0","0","90","0","1818"
"IL0950200","Knox","Galesburg (PWS)","4/8/2019 11:40:40 AM","2018","12243","7","12236","1871","399","0","132","0","5763","68","4010"
"IL1214920","Marion","Wamac (PWS)","4/8/2019 11:40:03 AM","2018","709","0","709","0","559","0","0","0","97","0","53"
"IL1210150","Marion","Iuka (PWS)","4/8/2019 11:39:35 AM","2018","278","0","278","0","192","0","0","0","28","0","58"
"IL1210550","Marion","Vernon (PWS)","4/8/2019 11:39:07 AM","2018","146","0","146","0","85","0","0","0","38","0","23"
"IL1890500","Washington","Richview (PWS)","4/8/2019 11:38:36 AM","2018","180","0","180","0","89","0","0","0","54","0","37"
"IL1210400","Marion","Patoka (PWS)","4/8/2019 11:37:45 AM","2018","273","0","273","0","149","0","0","0","86","0","38"
"IL0410020","Douglas","Arcola/Tuscola Water Transmission Main (PWS)","4/8/2019 11:13:41 AM","2018","32","0","32","0","0","0","0","0","32","0","0"
"IL1770200","Stephenson","Freeport (PWS)","4/8/2019 11:10:13 AM","2018","13382","0","13382","2934","676","8829","76","2","0","462","403"
"IL0490100","Effingham","Beecher City (PWS)","4/8/2019 10:57:38 AM","2018","294","0","294","0","0","0","0","0","183","0","111"
"IL1995200","Williamson","Lake Of Egypt Pwd (PWS)","4/8/2019 10:54:16 AM","2018","4312","5","4307","0","2780","12","52","0","200","0","1268"
"IL1150210","Macon","Harristown (PWS)","4/8/2019 10:09:04 AM","2018","573","0","573","0","0","0","0","0","0","0","573"
"IL0971150","Lake","Mundelein (PWS)","4/8/2019 9:57:11 AM","2018","10888","10888","0","17","3534","0","19","0","6439","777","102"
"IL1915100","Wayne","New Hope Waterworks Corp (PWS)","4/8/2019 9:49:22 AM","2018","500","0","500","0","40","0","0","0","100","0","360"
"IL1030150","Lee","Compton (PWS)","4/8/2019 9:46:10 AM","2018","110","0","110","0","0","0","0","84","25","0","1"
"IL1390150","Moultrie","Dalton City (PWS)","4/8/2019 9:43:08 AM","2018","250","0","250","0","43","0","0","0","200","0","7"
"IL1050650","Livingston","Illinois American - Saunemin (PWS)","4/8/2019 8:10:46 AM","2018","185","0","185","0","0","0","0","0","185","0","0"
"IL0975139","Lake","Allendale Association (PWS)","4/7/2019 4:01:06 PM","2018","24","1","23","0","12","0","5","0","7","0","0"
"IL1615780","Rock Island","Tower Ridge Subdivision (PWS)","4/6/2019 4:30:06 PM","2018","22","0","22","0","0","0","0","0","0","0","22"
"IL0995400","LaSalle","Retz Addn Improvement Association (PWS)","4/6/2019 1:33:26 PM","2018","65","0","65","0","0","0","0","0","65","0","0"
"IL0995250","LaSalle","Oaklane Sbdv (PWS)","4/6/2019 1:30:33 PM","2018","28","0","28","0","0","0","0","0","28","0","0"
"IL0990600","LaSalle","Naplate (PWS)","4/6/2019 1:29:23 PM","2018","243","0","243","0","0","0","0","0","240","0","3"
"IL0995050","LaSalle","Land And Water Assn (PWS)","4/6/2019 1:27:40 PM","2018","34","0","34","0","0","0","0","0","34","0","0"
"IL0995150","LaSalle","Fields Hill Improvement Association (PWS)","4/6/2019 1:26:44 PM","2018","104","0","104","0","0","0","0","0","104","0","0"
"IL0195825","Champaign","East Side MHP (PWS)","4/6/2019 11:31:46 AM","2018","54","0","54","0","0","0","0","0","0","0","54"
"IL0510300","Fayette","St Peter (PWS)","4/6/2019 10:06:40 AM","2018","172","0","172","0","0","0","0","0","0","0","172"
"IL1610550","Rock Island","Port Byron (PWS)","4/6/2019 9:52:55 AM","2018","498","0","498","0","488","10","0","0","0","0","0"
"IL0310510","Cook","Cicero (PWS)","4/6/2019 9:17:36 AM","2018","15175","0","15175","14872","303","0","0","0","0","0","0"
"IL1610090","Rock Island","Arrow Head Ranch (PWS)","4/5/2019 3:18:34 PM","2018","1","0","1","0","0","0","0","0","0","0","1"
"IL0310230","Cook","Mid-Mark Water Commission (PWS)","4/5/2019 2:33:59 PM","2018","2","2","0","0","0","0","0","0","0","2","0"
"IL1930150","White","Crossville (PWS)","4/5/2019 1:43:22 PM","2018","662","0","662","0","0","0","0","174","163","0","325"
"IL1010020","Lawrence","South Lawrence Water Corp (PWS)","4/5/2019 1:09:01 PM","2018","458","2","456","2","78","0","10","0","6","0","362"
"IL0971050","Lake","Fields Of Long Grove (PWS)","4/5/2019 12:58:53 PM","2018","88","0","88","0","0","0","0","0","88","0","0"
"IL0970330","Lake","Arboria of Long Grove Senior Care (PWS)","4/5/2019 12:58:28 PM","2018","1","0","1","0","0","0","0","0","1","0","0"
"IL0890040","Kane","Silver Glen Homeowners Association (PWS)","4/5/2019 12:57:46 PM","2018","157","0","157","0","0","0","0","0","157","0","0"
"IL0971090","Lake","Alden Long Grove Nursing Center (PWS)","4/5/2019 12:53:17 PM","2018","3","0","3","0","0","0","0","0","3","0","0"
"IL0991150","LaSalle","Tonica (PWS)","4/5/2019 12:44:11 PM","2018","335","0","335","1","152","0","2","0","170","0","10"
"IL1750050","Stark","Bradford (PWS)","4/5/2019 12:32:55 PM","2018","360","0","360","0","356","0","0","0","0","0","4"
"IL1415100","Ogle","Lost Lake Utility District (PWS)","4/5/2019 12:32:12 PM","2018","365","0","365","0","0","0","0","0","0","0","365"
"IL1435490","Peoria","Santa Fe Estates Water Association (PWS)","4/5/2019 12:27:11 PM","2018","27","0","27","0","0","0","0","0","0","0","27"
"IL1430080","Peoria","Buffalo Hollow Farms Water Association (PWS)","4/5/2019 12:26:23 PM","2018","18","0","18","0","0","0","0","0","0","0","18"
"IL1750200","Stark","Wyoming (PWS)","4/5/2019 12:23:00 PM","2018","700","0","700","0","0","0","0","0","0","0","700"
"IL1970650","Will","Monee (PWS)","4/5/2019 12:22:52 PM","2018","2026","0","2026","0","5","2011","10","0","0","0","0"
"IL1635050","St. Clair","Mound Pwd (PWS)","4/5/2019 12:16:16 PM","2018","518","0","518","0","42","0","15","0","302","0","159"
"IL0850400","Jo Daviess","Scales Mound (PWS)","4/5/2019 11:36:24 AM","2018","194","1","193","0","50","0","0","0","100","0","44"
"IL1690050","Schuyler","Browning (PWS)","4/5/2019 11:30:58 AM","2018","81","1","80","0","0","0","0","0","0","0","81"
"IL0570050","Fulton","Astoria (PWS)","4/5/2019 11:27:24 AM","2018","601","3","598","2","37","0","80","0","68","0","414"
"IL1635030","St. Clair","Commonfields Of Cahokia PWD (PWS)","4/5/2019 11:23:47 AM","2018","4303","5","4298","0","172","639","640","0","1684","0","1168"
"IL0850050","Jo Daviess","Apple River (PWS)","4/5/2019 11:10:14 AM","2018","189","0","189","0","91","64","0","0","0","0","34"
"IL0311860","Cook","Melrose Park (PWS)","4/5/2019 11:09:52 AM","2018","5347","0","5347","2674","0","0","0","1069","1604","0","0"
"IL1195450","Madison","Three County PWD (PWS)","4/5/2019 10:53:07 AM","2018","1444","1","1443","0","300","0","25","0","75","0","1044"
"IL0970190","Lake","Beach Park (PWS)","4/5/2019 10:35:19 AM","2018","2888","0","2888","0","0","0","0","0","2628","0","260"
"IL0170200","Cass","Chandlerville (PWS)","4/5/2019 10:33:18 AM","2018","282","0","282","0","49","222","0","0","0","0","11"
"IL0314710","Cook","Northlake (PWS)","4/5/2019 10:31:43 AM","2018","200","0","200","14","0","0","0","0","186","0","0"
"IL0550100","Franklin","Buckner (PWS)","4/5/2019 10:29:02 AM","2018","279","0","279","0","82","12","0","0","84","0","101"
"IL1970400","Will","Frankfort (PWS)","4/5/2019 9:47:43 AM","2018","11086","0","11086","0","11086","0","0","0","0","0","0"
"IL1370200","Morgan","Jacksonville (PWS)","4/5/2019 9:38:25 AM","2018","7846","7","7839","53","7731","0","7","0","54","0","1"
"IL1815050","Union","Anna-Jonesboro Water Commission (PWS)","4/5/2019 9:36:14 AM","2018","19","6","13","0","0","0","0","0","13","6","0"
"IL1930100","White","Carmi (PWS)","4/5/2019 9:00:05 AM","2018","3148","3","3145","0","1866","248","210","0","0","142","682"
"IL1195200","Madison","Meadowbrook PWD (PWS)","4/5/2019 8:57:14 AM","2018","680","0","680","0","585","0","0","0","23","0","72"
"IL1615387","Rock Island","Rock Island Arsenal (PWS)","4/5/2019 8:55:33 AM","2018","198","198","0","0","51","28","4","0","82","22","11"
"IL0430833","DuPage","Warrenville (PWS)","4/5/2019 8:20:49 AM","2018","4639","0","4639","0","0","0","0","0","4600","0","39"
"IL0312460","Cook","Park Ridge (PWS)","4/5/2019 6:52:08 AM","2018","12542","518","12024","4900","0","3000","4000","0","642","0","0"
"IL0995300","LaSalle","Illinois Prairie Estate Subdivision Water Association (PWS)","4/5/2019 5:27:14 AM","2018","24","0","24","0","0","0","0","0","24","0","0"
"IL1350600","Montgomery","Schram City (PWS)","4/4/2019 9:01:26 PM","2018","304","0","304","0","283","0","0","0","1","0","20"
"IL1170400","Macoupin","Gillespie (PWS)","4/4/2019 6:14:42 PM","2018","1736","7","1729","106","0","970","150","100","250","0","160"
"IL1795780","Tazewell","North Tazewell PWD (PWS)","4/4/2019 4:12:14 PM","2018","3030","0","3030","0","57","0","6","0","2259","20","688"
"IL1630350","St. Clair","Dupo (PWS)","4/4/2019 3:40:50 PM","2018","2163","0","2163","0","1317","0","18","0","366","2","460"
"IL0111000","Bureau","Spring Valley (PWS)","4/4/2019 2:24:46 PM","2018","2444","0","2444","0","2087","0","16","0","287","14","40"
"IL0312850","Cook","Schiller Park (PWS)","4/4/2019 2:20:15 PM","2018","3010","0","3010","200","2705","0","1","0","104","0","0"
"IL0890350","Kane","Geneva (PWS)","4/4/2019 2:14:53 PM","2018","8314","0","8314","196","2020","0","39","0","6058","0","1"
"IL0430050","DuPage","Addison (PWS)","4/4/2019 1:34:56 PM","2018","9838","0","9838","487","0","0","0","0","9351","0","0"
"IL1194760","Madison","Pierron (PWS)","4/4/2019 1:16:01 PM","2018","746","1","745","0","12","0","0","0","3","0","731"
"IL1190500","Madison","Hartford (PWS)","4/4/2019 1:03:15 PM","2018","597","0","597","12","0","552","12","0","20","0","1"
"IL1570250","Randolph","Evansville-Wtp (PWS)","4/4/2019 12:39:29 PM","2018","441","0","441","0","377","0","1","0","63","0","0"
"IL1195210","Madison","Mitchell PWD (PWS)","4/4/2019 12:06:33 PM","2018","2087","1","2086","0","60","1890","0","0","136","0","1"
"IL1030400","Lee","Paw Paw (PWS)","4/4/2019 11:19:06 AM","2018","399","0","399","0","0","0","20","0","304","0","75"
"IL1810200","Union","Dongola (PWS)","4/4/2019 10:55:35 AM","2018","380","0","380","0","130","100","50","0","0","0","100"
"IL1290200","Menard","Petersburg (PWS)","4/4/2019 10:34:46 AM","2018","1986","2","1984","0","1","0","0","264","1721","0","0"
"IL1890400","Washington","Okawville (PWS)","4/4/2019 10:26:58 AM","2018","667","0","667","0","0","593","0","0","0","0","74"
"IL1970130","Will","Godley Public Water District (PWS)","4/4/2019 10:14:39 AM","2018","237","0","237","0","1","0","0","0","236","0","0"
"IL0970250","Lake","Grayslake (PWS)","4/4/2019 10:01:04 AM","2018","7090","0","7090","370","0","0","0","0","6720","0","0"
"IL1670700","Sangamon","Loami (PWS)","4/4/2019 9:55:49 AM","2018","391","0","391","0","257","4","0","0","0","0","130"
"IL0431100","DuPage","Willowbrook (PWS)","4/4/2019 9:51:07 AM","2018","2144","0","2144","0","3","2092","2","0","47","0","0"
"IL2030200","Woodford","Eureka-Wtp (PWS)","4/4/2019 9:46:04 AM","2018","2125","0","2125","61","100","106","465","531","612","0","250"
"IL1430300","Peoria","Elmwood (PWS)","4/4/2019 9:32:03 AM","2018","833","0","833","9","0","110","98","431","66","0","119"
"IL0950700","Knox","Yates City (PWS)","4/4/2019 9:27:03 AM","2018","332","0","332","0","0","0","2","322","0","0","8"
"IL0170100","Cass","Ashland (PWS)","4/4/2019 9:21:16 AM","2018","619","0","619","0","0","0","0","605","0","0","14"
"IL0311950","Cook","Morton Grove (PWS)","4/4/2019 9:18:00 AM","2018","8001","0","8001","1895","1733","0","92","0","4281","0","0"
"IL1690020","Schuyler","DHS Rushville Treatment And Detention (PWS)","4/4/2019 9:17:52 AM","2018","5","0","5","0","0","0","0","0","0","0","5"
"IL1675350","Sangamon","Curran-Gardner Township PWD (PWS)","4/4/2019 9:13:53 AM","2018","2508","0","2508","0","0","0","0","2478","0","0","30"
"IL0570550","Fulton","Ipava (PWS)","4/4/2019 9:07:37 AM","2018","297","0","297","13","75","0","0","0","79","0","130"
"IL1030200","Lee","Dixon (PWS)","4/4/2019 8:48:19 AM","2018","5732","0","5732","0","391","0","878","0","4239","0","224"
"IL0735500","Henry","Rustic Acres Water Association (PWS)","4/3/2019 8:41:58 PM","2018","85","0","85","0","0","0","0","0","0","0","85"
