GEOID,NAME,total,total_hispanic,total_hispanic_perc,mexican,mexican_perc,PR,PR_perc,cuban,cuban_perc,hispanic_other,hispanic_other_perc,total_nothisp,total_nothisp_perc,white,white_perc,black,black_perc,native,native_perc,asian,asian_perc,PI,PI_perc
1600000US1721540,"Earlville city, Illinois",1770,169,9.5,155,8.8,14,0.8,0,0,0,0,1601,90.5,1573,88.9,4,0.2,0,0,15,0.8,0,0
1600000US1721553,"East Alton village, Illinois",6099,20,0.3,20,0.3,0,0,0,0,0,0,6079,99.7,5573,91.4,229,3.8,0,0,168,2.8,0,0
1600000US1721579,"East Brooklyn village, Illinois",90,13,14.4,13,14.4,0,0,0,0,0,0,77,85.6,77,85.6,0,0,0,0,0,0,0,0
1600000US1721605,"East Cape Girardeau village, Illinois",517,0,0,0,0,0,0,0,0,0,0,517,100,475,91.9,36,7,0,0,0,0,0,0
1600000US1721618,"East Carondelet village, Illinois",512,0,0,0,0,0,0,0,0,0,0,512,100,457,89.3,49,9.6,0,0,0,0,0,0
1600000US1721683,"East Dubuque city, Illinois",1557,9,0.6,6,0.4,1,0.1,0,0,2,0.1,1548,99.4,1489,95.6,2,0.1,0,0,35,2.2,0,0
1600000US1721696,"East Dundee village, Illinois",3183,658,20.7,473,14.9,46,1.4,11,0.3,128,4,2525,79.3,2292,72,0,0,0,0,233,7.3,0,0
1600000US1721826,"East Galesburg village, Illinois",624,10,1.6,7,1.1,3,0.5,0,0,0,0,614,98.4,597,95.7,0,0,0,0,0,0,0,0
1600000US1721852,"East Gillespie village, Illinois",214,0,0,0,0,0,0,0,0,0,0,214,100,201,93.9,4,1.9,1,0.5,0,0,0,0
1600000US1721904,"East Hazel Crest village, Illinois",1694,257,15.2,246,14.5,0,0,0,0,11,0.6,1437,84.8,470,27.7,952,56.2,0,0,10,0.6,0,0
1600000US1722073,"East Moline city, Illinois",21373,3746,17.5,3278,15.3,195,0.9,49,0.2,224,1,17627,82.5,13077,61.2,2906,13.6,39,0.2,884,4.1,4,0
1600000US1722151,"Easton village, Illinois",297,2,0.7,0,0,0,0,0,0,2,0.7,295,99.3,293,98.7,0,0,0,0,0,0,0,0
1600000US1722164,"East Peoria city, Illinois",22876,617,2.7,434,1.9,79,0.3,0,0,104,0.5,22259,97.3,20878,91.3,622,2.7,16,0.1,485,2.1,0,0
1600000US1722255,"East St. Louis city, Illinois",26647,258,1,109,0.4,115,0.4,0,0,34,0.1,26389,99,467,1.8,25613,96.1,52,0.2,105,0.4,0,0
1600000US1722398,"Eddyville village, Illinois",77,0,0,0,0,0,0,0,0,0,0,77,100,77,100,0,0,0,0,0,0,0,0
1600000US1722567,"Edgewood village, Illinois",536,0,0,0,0,0,0,0,0,0,0,536,100,523,97.6,0,0,0,0,13,2.4,0,0
1600000US1722645,"Edinburg village, Illinois",1186,18,1.5,0,0,0,0,0,0,18,1.5,1168,98.5,1147,96.7,18,1.5,0,0,0,0,0,0
1600000US1722697,"Edwardsville city, Illinois",24868,619,2.5,316,1.3,32,0.1,107,0.4,164,0.7,24249,97.5,20296,81.6,2675,10.8,73,0.3,601,2.4,0,0
1600000US1722736,"Effingham city, Illinois",12624,512,4.1,415,3.3,29,0.2,0,0,68,0.5,12112,95.9,11611,92,115,0.9,6,0,163,1.3,15,0.1
1600000US1722931,"Elburn village, Illinois",5823,931,16,743,12.8,152,2.6,0,0,36,0.6,4892,84,4366,75,98,1.7,31,0.5,279,4.8,0,0
1600000US1722957,"El Dara village, Illinois",70,0,0,0,0,0,0,0,0,0,0,70,100,70,100,0,0,0,0,0,0,0,0
1600000US1723009,"Eldorado city, Illinois",4240,164,3.9,164,3.9,0,0,0,0,0,0,4076,96.1,3886,91.7,60,1.4,0,0,0,0,0,0
1600000US1723022,"Eldred village, Illinois",156,0,0,0,0,0,0,0,0,0,0,156,100,131,84,0,0,0,0,25,16,0,0
1600000US1723074,"Elgin city, Illinois",113023,51120,45.2,44909,39.7,2901,2.6,311,0.3,2999,2.7,61903,54.8,46209,40.9,6214,5.5,50,0,7031,6.2,0,0
1600000US1723165,"Elizabeth village, Illinois",819,11,1.3,8,1,1,0.1,0,0,2,0.2,808,98.7,780,95.2,6,0.7,0,0,0,0,3,0.4
1600000US1723191,"Elizabethtown village, Illinois",261,24,9.2,19,7.3,0,0,0,0,5,1.9,237,90.8,227,87,2,0.8,0,0,0,0,0,0
1600000US1723256,"Elk Grove Village village, Illinois",32997,3931,11.9,2019,6.1,672,2,130,0.4,1110,3.4,29066,88.1,24750,75,387,1.2,17,0.1,3365,10.2,0,0
1600000US1723269,"Elkhart village, Illinois",422,1,0.2,0,0,1,0.2,0,0,0,0,421,99.8,400,94.8,0,0,0,0,8,1.9,2,0.5
1600000US1723373,"Elkville village, Illinois",910,50,5.5,41,4.5,0,0,9,1,0,0,860,94.5,809,88.9,28,3.1,0,0,4,0.4,0,0
1600000US1723425,"Elliott village, Illinois",311,0,0,0,0,0,0,0,0,0,0,311,100,311,100,0,0,0,0,0,0,0,0
1600000US1723503,"Ellis Grove village, Illinois",292,19,6.5,2,0.7,0,0,0,0,17,5.8,273,93.5,272,93.2,1,0.3,0,0,0,0,0,0
1600000US1723529,"Ellisville village, Illinois",96,1,1,0,0,1,1,0,0,0,0,95,99,95,99,0,0,0,0,0,0,0,0
1600000US1723555,"Ellsworth village, Illinois",243,0,0,0,0,0,0,0,0,0,0,243,100,237,97.5,3,1.2,0,0,0,0,0,0
1600000US1723620,"Elmhurst city, Illinois",46331,3856,8.3,2400,5.2,514,1.1,242,0.5,700,1.5,42475,91.7,38169,82.4,626,1.4,24,0.1,2786,6,9,0
1600000US1723698,"Elmwood city, Illinois",2292,31,1.4,31,1.4,0,0,0,0,0,0,2261,98.6,2229,97.3,0,0,0,0,18,0.8,0,0
1600000US1723724,"Elmwood Park village, Illinois",24680,7554,30.6,3151,12.8,2699,10.9,147,0.6,1557,6.3,17126,69.4,15076,61.1,708,2.9,9,0,1129,4.6,0,0
1600000US1723737,"El Paso city, Illinois",2820,8,0.3,8,0.3,0,0,0,0,0,0,2812,99.7,2694,95.5,61,2.2,0,0,0,0,0,0
1600000US1723776,"Elsah village, Illinois",704,15,2.1,9,1.3,0,0,0,0,6,0.9,689,97.9,624,88.6,37,5.3,0,0,6,0.9,0,0
1600000US1723841,"Elvaston village, Illinois",138,2,1.4,0,0,0,0,2,1.4,0,0,136,98.6,135,97.8,0,0,1,0.7,0,0,0,0
1600000US1723945,"Elwood village, Illinois",2396,164,6.8,128,5.3,0,0,0,0,36,1.5,2232,93.2,2145,89.5,26,1.1,0,0,14,0.6,0,0
1600000US1723971,"Emden village, Illinois",518,38,7.3,38,7.3,0,0,0,0,0,0,480,92.7,465,89.8,1,0.2,2,0.4,0,0,0,0
1600000US1724062,"Emington village, Illinois",106,0,0,0,0,0,0,0,0,0,0,106,100,106,100,0,0,0,0,0,0,0,0
1600000US1724166,"Energy village, Illinois",1138,30,2.6,25,2.2,0,0,0,0,5,0.4,1108,97.4,1053,92.5,18,1.6,10,0.9,0,0,0,0
1600000US1724179,"Enfield village, Illinois",549,2,0.4,0,0,0,0,2,0.4,0,0,547,99.6,532,96.9,13,2.4,0,0,0,0,0,0
1600000US1724348,"Equality village, Illinois",551,0,0,0,0,0,0,0,0,0,0,551,100,551,100,0,0,0,0,0,0,0,0
1600000US1724374,"Erie village, Illinois",1438,34,2.4,11,0.8,20,1.4,0,0,3,0.2,1404,97.6,1383,96.2,0,0,0,0,6,0.4,0,0
1600000US1724452,"Essex village, Illinois",899,11,1.2,7,0.8,4,0.4,0,0,0,0,888,98.8,835,92.9,13,1.4,0,0,4,0.4,0,0
1600000US1724543,"Eureka city, Illinois",6114,243,4,158,2.6,58,0.9,0,0,27,0.4,5871,96,5740,93.9,36,0.6,0,0,18,0.3,0,0
1600000US1724582,"Evanston city, Illinois",75157,8837,11.8,5668,7.5,555,0.7,424,0.6,2190,2.9,66320,88.2,44609,59.4,12155,16.2,0,0,6900,9.2,34,0
1600000US1724608,"Evansville village, Illinois",715,6,0.8,3,0.4,0,0,0,0,3,0.4,709,99.2,706,98.7,0,0,0,0,3,0.4,0,0
1600000US1724634,"Evergreen Park village, Illinois",19666,2536,12.9,2183,11.1,112,0.6,13,0.1,228,1.2,17130,87.1,11775,59.9,4861,24.7,0,0,145,0.7,0,0
1600000US1724673,"Ewing village, Illinois",293,0,0,0,0,0,0,0,0,0,0,293,100,285,97.3,0,0,0,0,0,0,0,0
1600000US1724699,"Exeter village, Illinois",82,2,2.4,0,0,0,0,0,0,2,2.4,80,97.6,80,97.6,0,0,0,0,0,0,0,0
1600000US1724764,"Fairbury city, Illinois",3597,391,10.9,272,7.6,119,3.3,0,0,0,0,3206,89.1,3167,88,0,0,0,0,39,1.1,0,0
1600000US1724816,"Fairfield city, Illinois",5077,16,0.3,8,0.2,0,0,0,0,8,0.2,5061,99.7,4737,93.3,209,4.1,13,0.3,15,0.3,0,0
1600000US1724920,"Fairmont CDP, Illinois",2641,801,30.3,784,29.7,0,0,0,0,17,0.6,1840,69.7,769,29.1,987,37.4,0,0,22,0.8,0,0
1600000US1724933,"Fairmont City village, Illinois",2519,2019,80.2,1908,75.7,0,0,14,0.6,97,3.9,500,19.8,464,18.4,30,1.2,0,0,0,0,0,0
1600000US1724985,"Fairmount village, Illinois",632,0,0,0,0,0,0,0,0,0,0,632,100,623,98.6,3,0.5,0,0,0,0,0,0
1600000US1725063,"Fairview village, Illinois",433,32,7.4,32,7.4,0,0,0,0,0,0,401,92.6,396,91.5,5,1.2,0,0,0,0,0,0
1600000US1725141,"Fairview Heights city, Illinois",16360,343,2.1,138,0.8,49,0.3,0,0,156,1,16017,97.9,9867,60.3,4903,30,0,0,506,3.1,19,0.1
1600000US1725375,"Farina village, Illinois",630,0,0,0,0,0,0,0,0,0,0,630,100,596,94.6,0,0,0,0,0,0,0,0
1600000US1725414,"Farmer City city, Illinois",1926,7,0.4,7,0.4,0,0,0,0,0,0,1919,99.6,1863,96.7,0,0,1,0.1,0,0,9,0.5
1600000US1725440,"Farmersville village, Illinois",667,13,1.9,0,0,0,0,0,0,13,1.9,654,98.1,648,97.2,4,0.6,0,0,0,0,0,0
1600000US1725531,"Farmington city, Illinois",2454,77,3.1,66,2.7,0,0,11,0.4,0,0,2377,96.9,2296,93.6,0,0,38,1.5,0,0,0,0
1600000US1725713,"Fayetteville village, Illinois",338,32,9.5,29,8.6,0,0,0,0,3,0.9,306,90.5,306,90.5,0,0,0,0,0,0,0,0
1600000US1725895,"Ferris village, Illinois",106,0,0,0,0,0,0,0,0,0,0,106,100,106,100,0,0,0,0,0,0,0,0
1600000US1725960,"Fidelity village, Illinois",149,0,0,0,0,0,0,0,0,0,0,149,100,149,100,0,0,0,0,0,0,0,0
1600000US1726012,"Fieldon village, Illinois",201,2,1,2,1,0,0,0,0,0,0,199,99,199,99,0,0,0,0,0,0,0,0
1600000US1726077,"Fillmore village, Illinois",276,0,0,0,0,0,0,0,0,0,0,276,100,271,98.2,0,0,0,0,0,0,0,0
1600000US1726116,"Findlay village, Illinois",728,6,0.8,4,0.5,2,0.3,0,0,0,0,722,99.2,722,99.2,0,0,0,0,0,0,0,0
1600000US1726194,"Fisher village, Illinois",1952,26,1.3,17,0.9,0,0,3,0.2,6,0.3,1926,98.7,1889,96.8,7,0.4,0,0,0,0,0,0
1600000US1726233,"Fithian village, Illinois",445,5,1.1,3,0.7,0,0,0,0,2,0.4,440,98.9,423,95.1,3,0.7,5,1.1,0,0,0,0
1600000US1726311,"Flanagan village, Illinois",1013,35,3.5,29,2.9,0,0,0,0,6,0.6,978,96.5,952,94,8,0.8,0,0,0,0,0,0
1600000US1726350,"Flat Rock village, Illinois",338,0,0,0,0,0,0,0,0,0,0,338,100,327,96.7,0,0,0,0,2,0.6,0,0
1600000US1726454,"Flora city, Illinois",4842,3,0.1,3,0.1,0,0,0,0,0,0,4839,99.9,4644,95.9,22,0.5,12,0.2,3,0.1,0,0
1600000US1726467,"Floraville CDP, Illinois",33,0,0,0,0,0,0,0,0,0,0,33,100,33,100,0,0,0,0,0,0,0,0
1600000US1726480,"Florence village, Illinois",61,0,0,0,0,0,0,0,0,0,0,61,100,61,100,0,0,0,0,0,0,0,0
1600000US1726571,"Flossmoor village, Illinois",9427,354,3.8,196,2.1,70,0.7,0,0,88,0.9,9073,96.2,3339,35.4,5586,59.3,0,0,81,0.9,13,0.1
1600000US1726662,"Foosland village, Illinois",120,3,2.5,3,2.5,0,0,0,0,0,0,117,97.5,117,97.5,0,0,0,0,0,0,0,0
1600000US1726710,"Ford Heights village, Illinois",2755,111,4,79,2.9,24,0.9,0,0,8,0.3,2644,96,32,1.2,2441,88.6,0,0,17,0.6,0,0
1600000US1726753,"Forest City village, Illinois",325,0,0,0,0,0,0,0,0,0,0,325,100,324,99.7,0,0,0,0,0,0,0,0
1600000US1726896,"Forest Lake CDP, Illinois",1451,59,4.1,59,4.1,0,0,0,0,0,0,1392,95.9,1308,90.1,0,0,0,0,74,5.1,0,0
1600000US1726935,"Forest Park village, Illinois",14041,1027,7.3,636,4.5,185,1.3,9,0.1,197,1.4,13014,92.7,7721,55,3735,26.6,14,0.1,1157,8.2,0,0
1600000US1726987,"Forest View village, Illinois",892,454,50.9,414,46.4,35,3.9,0,0,5,0.6,438,49.1,418,46.9,0,0,0,0,10,1.1,0,0
1600000US1727026,"Forrest village, Illinois",1109,77,6.9,75,6.8,2,0.2,0,0,0,0,1032,93.1,1005,90.6,6,0.5,0,0,0,0,0,0
1600000US1727065,"Forreston village, Illinois",1651,101,6.1,93,5.6,0,0,0,0,8,0.5,1550,93.9,1493,90.4,20,1.2,0,0,2,0.1,0,0
1600000US1727091,"Forsyth village, Illinois",2964,86,2.9,7,0.2,0,0,9,0.3,70,2.4,2878,97.1,2454,82.8,36,1.2,0,0,318,10.7,0,0
1600000US1727442,"Fox Lake village, Illinois",10606,793,7.5,349,3.3,60,0.6,14,0.1,370,3.5,9813,92.5,9190,86.6,120,1.1,0,0,192,1.8,144,1.4
1600000US1727455,"Fox Lake Hills CDP, Illinois",2198,76,3.5,28,1.3,18,0.8,0,0,30,1.4,2122,96.5,2078,94.5,33,1.5,0,0,11,0.5,0,0
1600000US1727533,"Fox River Grove village, Illinois",4899,385,7.9,162,3.3,0,0,97,2,126,2.6,4514,92.1,4359,89,0,0,0,0,71,1.4,0,0
1600000US1727624,"Frankfort village, Illinois",18850,1000,5.3,714,3.8,99,0.5,0,0,187,1,17850,94.7,15633,82.9,1381,7.3,19,0.1,607,3.2,0,0
1600000US1727644,"Frankfort Square CDP, Illinois",8638,553,6.4,474,5.5,41,0.5,0,0,38,0.4,8085,93.6,7624,88.3,157,1.8,0,0,270,3.1,0,0
1600000US1727663,"Franklin village, Illinois",626,0,0,0,0,0,0,0,0,0,0,626,100,623,99.5,0,0,0,0,3,0.5,0,0
1600000US1727689,"Franklin Grove village, Illinois",955,17,1.8,17,1.8,0,0,0,0,0,0,938,98.2,907,95,24,2.5,0,0,3,0.3,0,0
1600000US1727702,"Franklin Park village, Illinois",18138,8475,46.7,6141,33.9,1194,6.6,52,0.3,1088,6,9663,53.3,8715,48,48,0.3,38,0.2,635,3.5,0,0
1600000US1727806,"Freeburg village, Illinois",4254,81,1.9,63,1.5,0,0,0,0,18,0.4,4173,98.1,4070,95.7,36,0.8,2,0,0,0,0,0
1600000US1727858,"Freeman Spur village, Illinois",321,0,0,0,0,0,0,0,0,0,0,321,100,293,91.3,7,2.2,0,0,0,0,0,0
1600000US1727884,"Freeport city, Illinois",24300,1214,5,966,4,76,0.3,0,0,172,0.7,23086,95,17480,71.9,4313,17.7,30,0.1,300,1.2,0,0
1600000US1728144,"Fulton city, Illinois",3302,35,1.1,27,0.8,8,0.2,0,0,0,0,3267,98.9,3187,96.5,18,0.5,0,0,15,0.5,0,0
1600000US1728170,"Fults village, Illinois",25,0,0,0,0,0,0,0,0,0,0,25,100,25,100,0,0,0,0,0,0,0,0
1600000US1728248,"Gages Lake CDP, Illinois",9862,1225,12.4,677,6.9,118,1.2,56,0.6,374,3.8,8637,87.6,7381,74.8,510,5.2,0,0,427,4.3,0,0
1600000US1728261,"Galatia village, Illinois",833,12,1.4,8,1,4,0.5,0,0,0,0,821,98.6,802,96.3,5,0.6,0,0,0,0,0,0
1600000US1728300,"Galena city, Illinois",3399,406,11.9,374,11,0,0,0,0,32,0.9,2993,88.1,2972,87.4,21,0.6,0,0,0,0,0,0
1600000US1728326,"Galesburg city, Illinois",30986,2394,7.7,2050,6.6,134,0.4,34,0.1,176,0.6,28592,92.3,23305,75.2,4164,13.4,21,0.1,478,1.5,0,0
1600000US1728430,"Galva city, Illinois",2565,75,2.9,75,2.9,0,0,0,0,0,0,2490,97.1,2430,94.7,0,0,0,0,12,0.5,0,0
1600000US1728612,"Garden Prairie CDP, Illinois",231,44,19,44,19,0,0,0,0,0,0,187,81,187,81,0,0,0,0,0,0,0,0
1600000US1728638,"Gardner village, Illinois",1375,34,2.5,13,0.9,19,1.4,0,0,2,0.1,1341,97.5,1295,94.2,6,0.4,2,0.1,38,2.8,0,0
1600000US1728742,"Garrett village, Illinois",129,2,1.6,0,0,2,1.6,0,0,0,0,127,98.4,125,96.9,0,0,2,1.6,0,0,0,0
1600000US1728807,"Gays village, Illinois",216,0,0,0,0,0,0,0,0,0,0,216,100,207,95.8,0,0,6,2.8,0,0,0,0
1600000US1728846,"Geneseo city, Illinois",6520,0,0,0,0,0,0,0,0,0,0,6520,100,6308,96.7,67,1,40,0.6,53,0.8,0,0
1600000US1728872,"Geneva city, Illinois",21799,1189,5.5,775,3.6,180,0.8,29,0.1,205,0.9,20610,94.5,20059,92,11,0.1,0,0,316,1.4,0,0
1600000US1728898,"Genoa city, Illinois",4878,729,14.9,674,13.8,27,0.6,28,0.6,0,0,4149,85.1,3892,79.8,55,1.1,0,0,23,0.5,0,0
1600000US1728950,"Georgetown CDP, Illinois",501,0,0,0,0,0,0,0,0,0,0,501,100,382,76.2,0,0,0,0,110,22,0,0
1600000US1728963,"Georgetown city, Illinois",3316,21,0.6,12,0.4,0,0,0,0,9,0.3,3295,99.4,3124,94.2,125,3.8,0,0,0,0,0,0
1600000US1729041,"Germantown village, Illinois",1180,42,3.6,27,2.3,3,0.3,0,0,12,1,1138,96.4,1132,95.9,0,0,6,0.5,0,0,0,0
1600000US1729080,"Germantown Hills village, Illinois",3478,45,1.3,36,1,0,0,0,0,9,0.3,3433,98.7,3346,96.2,8,0.2,0,0,79,2.3,0,0
1600000US1729093,"German Valley village, Illinois",564,17,3,16,2.8,0,0,1,0.2,0,0,547,97,541,95.9,0,0,0,0,5,0.9,0,0
1600000US1729125,"Gibson City city, Illinois",3328,6,0.2,0,0,6,0.2,0,0,0,0,3322,99.8,3241,97.4,27,0.8,12,0.4,0,0,0,0
1600000US1729145,"Gifford village, Illinois",900,25,2.8,18,2,0,0,0,0,7,0.8,875,97.2,852,94.7,21,2.3,2,0.2,0,0,0,0
1600000US1729171,"Gilberts village, Illinois",7742,1319,17,1080,13.9,45,0.6,0,0,194,2.5,6423,83,4650,60.1,634,8.2,0,0,1041,13.4,0,0
1600000US1729236,"Gillespie city, Illinois",3045,14,0.5,14,0.5,0,0,0,0,0,0,3031,99.5,2896,95.1,0,0,10,0.3,84,2.8,0,0
1600000US1729275,"Gilman city, Illinois",1824,274,15,263,14.4,8,0.4,0,0,3,0.2,1550,85,1466,80.4,19,1,4,0.2,5,0.3,0,0
1600000US1729340,"Gilson CDP, Illinois",158,0,0,0,0,0,0,0,0,0,0,158,100,158,100,0,0,0,0,0,0,0,0
1600000US1729392,"Girard city, Illinois",1862,7,0.4,7,0.4,0,0,0,0,0,0,1855,99.6,1782,95.7,3,0.2,0,0,13,0.7,0,0
1600000US1729431,"Gladstone village, Illinois",218,18,8.3,18,8.3,0,0,0,0,0,0,200,91.7,198,90.8,0,0,0,0,0,0,0,0
1600000US1729483,"Glasford village, Illinois",1223,0,0,0,0,0,0,0,0,0,0,1223,100,1223,100,0,0,0,0,0,0,0,0
1600000US1729496,"Glasgow village, Illinois",104,0,0,0,0,0,0,0,0,0,0,104,100,102,98.1,0,0,1,1,0,0,0,0
1600000US1729639,"Glen Carbon village, Illinois",12845,258,2,198,1.5,0,0,0,0,60,0.5,12587,98,11257,87.6,746,5.8,0,0,270,2.1,22,0.2
1600000US1729652,"Glencoe village, Illinois",8919,495,5.5,287,3.2,78,0.9,30,0.3,100,1.1,8424,94.5,7906,88.6,132,1.5,0,0,317,3.6,0,0
1600000US1729730,"Glendale Heights village, Illinois",34280,10744,31.3,8398,24.5,843,2.5,109,0.3,1394,4.1,23536,68.7,11565,33.7,2468,7.2,29,0.1,7764,22.6,40,0.1
1600000US1729756,"Glen Ellyn village, Illinois",27958,1322,4.7,1080,3.9,151,0.5,56,0.2,35,0.1,26636,95.3,22968,82.2,830,3,37,0.1,2229,8,0,0
1600000US1729938,"Glenview village, Illinois",47333,3342,7.1,1878,4,269,0.6,136,0.3,1059,2.2,43991,92.9,36202,76.5,660,1.4,4,0,6231,13.2,0,0
1600000US1730029,"Glenwood village, Illinois",8766,647,7.4,395,4.5,103,1.2,54,0.6,95,1.1,8119,92.6,1646,18.8,6166,70.3,0,0,34,0.4,0,0
1600000US1730094,"Godfrey village, Illinois",17685,251,1.4,82,0.5,89,0.5,9,0.1,71,0.4,17434,98.6,16036,90.7,1089,6.2,0,0,81,0.5,0,0
1600000US1730120,"Godley village, Illinois",651,7,1.1,7,1.1,0,0,0,0,0,0,644,98.9,631,96.9,0,0,0,0,0,0,0,0
1600000US1730133,"Golconda city, Illinois",781,19,2.4,3,0.4,0,0,0,0,16,2,762,97.6,731,93.6,16,2,0,0,0,0,0,0
1600000US1730159,"Golden village, Illinois",646,19,2.9,19,2.9,0,0,0,0,0,0,627,97.1,598,92.6,0,0,0,0,0,0,0,0
1600000US1730250,"Golden Gate village, Illinois",77,0,0,0,0,0,0,0,0,0,0,77,100,77,100,0,0,0,0,0,0,0,0
1600000US1730328,"Golf village, Illinois",565,47,8.3,30,5.3,0,0,0,0,17,3,518,91.7,487,86.2,1,0.2,0,0,28,5,0,0
1600000US1730445,"Goodfield village, Illinois",918,0,0,0,0,0,0,0,0,0,0,918,100,915,99.7,3,0.3,0,0,0,0,0,0
1600000US1730458,"Good Hope village, Illinois",420,37,8.8,37,8.8,0,0,0,0,0,0,383,91.2,380,90.5,1,0.2,0,0,0,0,0,0
1600000US1730510,"Goofy Ridge CDP, Illinois",233,0,0,0,0,0,0,0,0,0,0,233,100,229,98.3,0,0,0,0,0,0,0,0
1600000US1730575,"Goreville village, Illinois",1105,34,3.1,34,3.1,0,0,0,0,0,0,1071,96.9,1071,96.9,0,0,0,0,0,0,0,0
1600000US1730588,"Gorham village, Illinois",206,37,18,37,18,0,0,0,0,0,0,169,82,168,81.6,0,0,0,0,0,0,0,0
1600000US1730653,"Grafton city, Illinois",757,18,2.4,18,2.4,0,0,0,0,0,0,739,97.6,695,91.8,15,2,0,0,5,0.7,0,0
1600000US1730705,"Grand Detour CDP, Illinois",484,8,1.7,8,1.7,0,0,0,0,0,0,476,98.3,467,96.5,9,1.9,0,0,0,0,0,0
1600000US1730757,"Grand Ridge village, Illinois",630,109,17.3,108,17.1,0,0,0,0,1,0.2,521,82.7,508,80.6,3,0.5,0,0,5,0.8,0,0
1600000US1730770,"Grand Tower city, Illinois",482,0,0,0,0,0,0,0,0,0,0,482,100,480,99.6,0,0,0,0,0,0,0,0
1600000US1730835,"Grandview village, Illinois",1453,40,2.8,11,0.8,0,0,0,0,29,2,1413,97.2,1171,80.6,190,13.1,0,0,0,0,0,0
1600000US1730900,"Grandwood Park CDP, Illinois",5261,456,8.7,339,6.4,68,1.3,9,0.2,40,0.8,4805,91.3,3489,66.3,101,1.9,0,0,978,18.6,0,0
1600000US1730926,"Granite City city, Illinois",29001,1876,6.5,1789,6.2,30,0.1,0,0,57,0.2,27125,93.5,24028,82.9,2159,7.4,214,0.7,107,0.4,0,0
1600000US1730978,"Grantfork village, Illinois",343,4,1.2,2,0.6,0,0,0,0,2,0.6,339,98.8,331,96.5,0,0,0,0,1,0.3,0,0
1600000US1730991,"Grant Park village, Illinois",1313,82,6.2,67,5.1,15,1.1,0,0,0,0,1231,93.8,1203,91.6,1,0.1,0,0,0,0,0,0
1600000US1731017,"Granville village, Illinois",1232,56,4.5,49,4,7,0.6,0,0,0,0,1176,95.5,1137,92.3,0,0,0,0,0,0,0,0
1600000US1731121,"Grayslake village, Illinois",21195,2352,11.1,1579,7.4,311,1.5,83,0.4,379,1.8,18843,88.9,15593,73.6,829,3.9,0,0,1590,7.5,36,0.2
1600000US1731165,"Grayville city, Illinois",1728,22,1.3,11,0.6,11,0.6,0,0,0,0,1706,98.7,1664,96.3,11,0.6,0,0,1,0.1,0,0
1600000US1731368,"Greenfield city, Illinois",1323,3,0.2,3,0.2,0,0,0,0,0,0,1320,99.8,1313,99.2,0,0,0,0,0,0,0,0
1600000US1731446,"Green Oaks village, Illinois",3851,162,4.2,64,1.7,32,0.8,0,0,66,1.7,3689,95.8,3204,83.2,139,3.6,0,0,244,6.3,0,0
1600000US1731524,"Greenup village, Illinois",1705,0,0,0,0,0,0,0,0,0,0,1705,100,1681,98.6,2,0.1,0,0,9,0.5,3,0.2
1600000US1731563,"Green Valley village, Illinois",750,12,1.6,3,0.4,0,0,0,0,9,1.2,738,98.4,735,98,0,0,3,0.4,0,0,0,0
1600000US1731576,"Greenview village, Illinois",906,40,4.4,40,4.4,0,0,0,0,0,0,866,95.6,858,94.7,6,0.7,2,0.2,0,0,0,0
1600000US1731589,"Greenville city, Illinois",6607,334,5.1,157,2.4,56,0.8,18,0.3,103,1.6,6273,94.9,5030,76.1,925,14,44,0.7,175,2.6,0,0
1600000US1731667,"Greenwood village, Illinois",249,16,6.4,16,6.4,0,0,0,0,0,0,233,93.6,231,92.8,0,0,0,0,2,0.8,0,0
1600000US1731732,"Gridley village, Illinois",1577,57,3.6,53,3.4,0,0,0,0,4,0.3,1520,96.4,1438,91.2,44,2.8,10,0.6,0,0,0,0
1600000US1731771,"Griggsville city, Illinois",1465,90,6.1,84,5.7,0,0,0,0,6,0.4,1375,93.9,1352,92.3,11,0.8,4,0.3,0,0,0,0
1600000US1731992,"Gulf Port village, Illinois",29,0,0,0,0,0,0,0,0,0,0,29,100,29,100,0,0,0,0,0,0,0,0
1600000US1732018,"Gurnee village, Illinois",30854,4202,13.6,2686,8.7,519,1.7,172,0.6,825,2.7,26652,86.4,19355,62.7,2256,7.3,94,0.3,3825,12.4,0,0
1600000US1732200,"Hainesville village, Illinois",3656,669,18.3,428,11.7,35,1,0,0,206,5.6,2987,81.7,2748,75.2,59,1.6,22,0.6,93,2.5,0,0
1600000US1732395,"Hamburg village, Illinois",102,0,0,0,0,0,0,0,0,0,0,102,100,102,100,0,0,0,0,0,0,0,0
1600000US1732408,"Hamel village, Illinois",866,6,0.7,6,0.7,0,0,0,0,0,0,860,99.3,842,97.2,0,0,0,0,12,1.4,6,0.7
1600000US1732434,"Hamilton city, Illinois",2875,0,0,0,0,0,0,0,0,0,0,2875,100,2721,94.6,59,2.1,0,0,34,1.2,0,0
1600000US1732499,"Hammond village, Illinois",485,12,2.5,5,1,0,0,0,0,7,1.4,473,97.5,462,95.3,0,0,0,0,0,0,0,0
1600000US1732525,"Hampshire village, Illinois",5852,278,4.8,278,4.8,0,0,0,0,0,0,5574,95.2,5491,93.8,0,0,0,0,83,1.4,0,0
1600000US1732564,"Hampton village, Illinois",2002,139,6.9,131,6.5,8,0.4,0,0,0,0,1863,93.1,1752,87.5,69,3.4,0,0,7,0.3,0,0
