GEOID,NAME,total,total_hispanic,total_hispanic_perc,mexican,mexican_perc,PR,PR_perc,cuban,cuban_perc,hispanic_other,hispanic_other_perc,total_nothisp,total_nothisp_perc,white,white_perc,black,black_perc,native,native_perc,asian,asian_perc,PI,PI_perc
1600000US1752168,"New Berlin village, Illinois",1553,6,0.4,6,0.4,0,0,0,0,0,0,1547,99.6,1526,98.3,4,0.3,0,0,0,0,0,0
1600000US1752220,"New Boston city, Illinois",519,34,6.6,34,6.6,0,0,0,0,0,0,485,93.4,479,92.3,0,0,5,1,1,0.2,0,0
1600000US1752285,"New Burnside village, Illinois",155,0,0,0,0,0,0,0,0,0,0,155,100,152,98.1,0,0,0,0,0,0,0,0
1600000US1752311,"New Canton town, Illinois",363,0,0,0,0,0,0,0,0,0,0,363,100,351,96.7,0,0,0,0,11,3,0,0
1600000US1752415,"New Douglas village, Illinois",344,33,9.6,33,9.6,0,0,0,0,0,0,311,90.4,297,86.3,11,3.2,1,0.3,0,0,0,0
1600000US1752467,"New Grand Chain village, Illinois",189,7,3.7,0,0,5,2.6,0,0,2,1.1,182,96.3,147,77.8,21,11.1,0,0,2,1.1,0,0
1600000US1752506,"New Haven village, Illinois",356,8,2.2,8,2.2,0,0,0,0,0,0,348,97.8,333,93.5,0,0,0,0,0,0,0,0
1600000US1752545,"New Holland village, Illinois",268,2,0.7,0,0,0,0,0,0,2,0.7,266,99.3,261,97.4,0,0,4,1.5,0,0,0,0
1600000US1752584,"New Lenox village, Illinois",26032,1657,6.4,1405,5.4,107,0.4,46,0.2,99,0.4,24375,93.6,23725,91.1,194,0.7,0,0,133,0.5,0,0
1600000US1752623,"Newman city, Illinois",774,24,3.1,10,1.3,12,1.6,0,0,2,0.3,750,96.9,736,95.1,0,0,13,1.7,1,0.1,0,0
1600000US1752701,"New Milford village, Illinois",682,67,9.8,66,9.7,1,0.1,0,0,0,0,615,90.2,506,74.2,83,12.2,0,0,24,3.5,0,0
1600000US1752714,"New Minden village, Illinois",163,0,0,0,0,0,0,0,0,0,0,163,100,163,100,0,0,0,0,0,0,0,0
1600000US1752805,"New Salem village, Illinois",265,0,0,0,0,0,0,0,0,0,0,265,100,262,98.9,0,0,0,0,0,0,0,0
1600000US1752844,"Newton city, Illinois",2766,19,0.7,9,0.3,5,0.2,0,0,5,0.2,2747,99.3,2655,96,52,1.9,0,0,0,0,0,0
1600000US1752961,"Niantic village, Illinois",459,0,0,0,0,0,0,0,0,0,0,459,100,457,99.6,0,0,0,0,0,0,0,0
1600000US1753000,"Niles village, Illinois",29640,3337,11.3,2324,7.8,213,0.7,32,0.1,768,2.6,26303,88.7,19123,64.5,826,2.8,12,0,5515,18.6,0,0
1600000US1753039,"Nilwood town, Illinois",204,0,0,0,0,0,0,0,0,0,0,204,100,200,98,1,0.5,3,1.5,0,0,0,0
1600000US1753143,"Noble village, Illinois",621,17,2.7,15,2.4,2,0.3,0,0,0,0,604,97.3,572,92.1,11,1.8,3,0.5,5,0.8,0,0
1600000US1753169,"Nokomis city, Illinois",2102,20,1,20,1,0,0,0,0,0,0,2082,99,2028,96.5,22,1,0,0,0,0,0,0
1600000US1753195,"Nora village, Illinois",166,1,0.6,1,0.6,0,0,0,0,0,0,165,99.4,156,94,0,0,9,5.4,0,0,0,0
1600000US1753234,"Normal town, Illinois",54808,2872,5.2,1860,3.4,481,0.9,43,0.1,488,0.9,51936,94.8,42418,77.4,5919,10.8,55,0.1,2387,4.4,0,0
1600000US1753377,"Norridge village, Illinois",14888,1364,9.2,520,3.5,557,3.7,121,0.8,166,1.1,13524,90.8,12544,84.3,98,0.7,17,0.1,772,5.2,12,0.1
1600000US1753390,"Norris village, Illinois",140,0,0,0,0,0,0,0,0,0,0,140,100,140,100,0,0,0,0,0,0,0,0
1600000US1753403,"Norris City village, Illinois",1216,2,0.2,2,0.2,0,0,0,0,0,0,1214,99.8,1193,98.1,0,0,0,0,2,0.2,0,0
1600000US1753442,"North Aurora village, Illinois",17653,2848,16.1,2451,13.9,241,1.4,22,0.1,134,0.8,14805,83.9,12685,71.9,888,5,10,0.1,887,5,0,0
1600000US1753455,"North Barrington village, Illinois",2974,81,2.7,50,1.7,0,0,7,0.2,24,0.8,2893,97.3,2622,88.2,60,2,3,0.1,130,4.4,0,0
1600000US1753481,"Northbrook village, Illinois",33463,686,2.1,318,1,29,0.1,103,0.3,236,0.7,32777,97.9,27036,80.8,410,1.2,29,0.1,4864,14.5,0,0
1600000US1753559,"North Chicago city, Illinois",30011,9992,33.3,8543,28.5,617,2.1,111,0.4,721,2.4,20019,66.7,9518,31.7,7556,25.2,24,0.1,1579,5.3,37,0.1
1600000US1753585,"North City village, Illinois",717,26,3.6,26,3.6,0,0,0,0,0,0,691,96.4,683,95.3,3,0.4,0,0,0,0,0,0
1600000US1753663,"Northfield village, Illinois",5536,215,3.9,130,2.3,40,0.7,0,0,45,0.8,5321,96.1,4824,87.1,23,0.4,0,0,446,8.1,0,0
1600000US1753793,"North Henderson village, Illinois",175,0,0,0,0,0,0,0,0,0,0,175,100,174,99.4,0,0,1,0.6,0,0,0,0
1600000US1753871,"Northlake city, Illinois",12351,7840,63.5,6394,51.8,859,7,67,0.5,520,4.2,4511,36.5,3724,30.2,490,4,0,0,210,1.7,0,0
1600000US1754092,"North Pekin village, Illinois",1384,74,5.3,74,5.3,0,0,0,0,0,0,1310,94.7,1290,93.2,1,0.1,4,0.3,0,0,0,0
1600000US1754144,"North Riverside village, Illinois",6813,2132,31.3,1870,27.4,146,2.1,0,0,116,1.7,4681,68.7,3798,55.7,345,5.1,0,0,415,6.1,0,0
1600000US1754222,"North Utica village, Illinois",1373,46,3.4,46,3.4,0,0,0,0,0,0,1327,96.6,1265,92.1,0,0,0,0,34,2.5,0,0
1600000US1754404,"Norwood village, Illinois",430,0,0,0,0,0,0,0,0,0,0,430,100,386,89.8,18,4.2,0,0,0,0,0,0
1600000US1754534,"Oak Brook village, Illinois",8122,325,4,141,1.7,20,0.2,57,0.7,107,1.3,7797,96,4939,60.8,141,1.7,8,0.1,2528,31.1,0,0
1600000US1754560,"Oakbrook Terrace city, Illinois",2912,413,14.2,336,11.5,57,2,0,0,20,0.7,2499,85.8,1722,59.1,120,4.1,0,0,586,20.1,0,0
1600000US1754586,"Oakdale village, Illinois",166,12,7.2,9,5.4,0,0,0,0,3,1.8,154,92.8,152,91.6,0,0,0,0,0,0,0,0
1600000US1754625,"Oakford village, Illinois",354,0,0,0,0,0,0,0,0,0,0,354,100,354,100,0,0,0,0,0,0,0,0
1600000US1754638,"Oak Forest city, Illinois",27843,3970,14.3,3374,12.1,335,1.2,9,0,252,0.9,23873,85.7,21098,75.8,1416,5.1,0,0,1174,4.2,0,0
1600000US1754703,"Oak Grove village, Illinois",589,20,3.4,8,1.4,0,0,0,0,12,2,569,96.6,560,95.1,0,0,5,0.8,0,0,0,0
1600000US1754781,"Oakland city, Illinois",1053,34,3.2,32,3,0,0,0,0,2,0.2,1019,96.8,1019,96.8,0,0,0,0,0,0,0,0
1600000US1754820,"Oak Lawn village, Illinois",56420,11988,21.2,10071,17.9,1244,2.2,100,0.2,573,1,44432,78.8,38013,67.4,3702,6.6,47,0.1,1758,3.1,0,0
1600000US1754885,"Oak Park village, Illinois",52225,4580,8.8,2409,4.6,781,1.5,223,0.4,1167,2.2,47645,91.2,33206,63.6,9356,17.9,13,0,2599,5,11,0
1600000US1754924,"Oak Run CDP, Illinois",607,0,0,0,0,0,0,0,0,0,0,607,100,607,100,0,0,0,0,0,0,0,0
1600000US1755002,"Oakwood village, Illinois",1770,48,2.7,17,1,31,1.8,0,0,0,0,1722,97.3,1712,96.7,0,0,0,0,4,0.2,0,0
1600000US1755041,"Oakwood Hills village, Illinois",2245,155,6.9,131,5.8,0,0,0,0,24,1.1,2090,93.1,2039,90.8,0,0,0,0,38,1.7,0,0
1600000US1755106,"Oblong village, Illinois",1313,33,2.5,22,1.7,11,0.8,0,0,0,0,1280,97.5,1239,94.4,10,0.8,0,0,0,0,1,0.1
1600000US1755132,"Oconee village, Illinois",175,2,1.1,0,0,0,0,0,0,2,1.1,173,98.9,169,96.6,0,0,0,0,0,0,0,0
1600000US1755171,"Odell village, Illinois",1042,6,0.6,6,0.6,0,0,0,0,0,0,1036,99.4,1031,98.9,0,0,0,0,0,0,0,0
1600000US1755210,"Odin village, Illinois",1089,0,0,0,0,0,0,0,0,0,0,1089,100,1074,98.6,0,0,0,0,0,0,0,0
1600000US1755249,"O'Fallon city, Illinois",29277,1285,4.4,680,2.3,276,0.9,51,0.2,278,0.9,27992,95.6,22344,76.3,3505,12,21,0.1,880,3,0,0
1600000US1755275,"Ogden village, Illinois",760,10,1.3,10,1.3,0,0,0,0,0,0,750,98.7,733,96.4,0,0,2,0.3,4,0.5,0,0
1600000US1755353,"Oglesby city, Illinois",3669,336,9.2,222,6.1,40,1.1,0,0,74,2,3333,90.8,3130,85.3,124,3.4,10,0.3,6,0.2,0,0
1600000US1755379,"Ohio village, Illinois",513,0,0,0,0,0,0,0,0,0,0,513,100,506,98.6,7,1.4,0,0,0,0,0,0
1600000US1755418,"Ohlman village, Illinois",112,0,0,0,0,0,0,0,0,0,0,112,100,112,100,0,0,0,0,0,0,0,0
1600000US1755470,"Okawville village, Illinois",1569,33,2.1,21,1.3,0,0,0,0,12,0.8,1536,97.9,1455,92.7,53,3.4,0,0,0,0,0,0
1600000US1755639,"Old Mill Creek village, Illinois",166,19,11.4,19,11.4,0,0,0,0,0,0,147,88.6,141,84.9,0,0,0,0,0,0,0,0
1600000US1755717,"Old Ripley village, Illinois",91,0,0,0,0,0,0,0,0,0,0,91,100,91,100,0,0,0,0,0,0,0,0
1600000US1755756,"Old Shawneetown village, Illinois",100,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0
1600000US1755847,"Olive Branch CDP, Illinois",466,0,0,0,0,0,0,0,0,0,0,466,100,466,100,0,0,0,0,0,0,0,0
1600000US1755886,"Olivet CDP, Illinois",372,52,14,10,2.7,0,0,0,0,42,11.3,320,86,300,80.6,0,0,0,0,20,5.4,0,0
1600000US1755899,"Olmsted village, Illinois",489,7,1.4,7,1.4,0,0,0,0,0,0,482,98.6,432,88.3,45,9.2,0,0,0,0,0,0
1600000US1755912,"Olney city, Illinois",8808,234,2.7,152,1.7,78,0.9,0,0,4,0,8574,97.3,8233,93.5,130,1.5,42,0.5,128,1.5,0,0
1600000US1755938,"Olympia Fields village, Illinois",5055,0,0,0,0,0,0,0,0,0,0,5055,100,1052,20.8,3751,74.2,0,0,107,2.1,0,0
1600000US1756003,"Omaha village, Illinois",280,0,0,0,0,0,0,0,0,0,0,280,100,277,98.9,0,0,0,0,0,0,0,0
1600000US1756081,"Onarga village, Illinois",1079,474,43.9,447,41.4,16,1.5,0,0,11,1,605,56.1,591,54.8,5,0.5,0,0,2,0.2,0,0
1600000US1756159,"Oneida city, Illinois",708,9,1.3,9,1.3,0,0,0,0,0,0,699,98.7,672,94.9,27,3.8,0,0,0,0,0,0
1600000US1756198,"Opdyke CDP, Illinois",249,6,2.4,0,0,0,0,0,0,6,2.4,243,97.6,239,96,0,0,0,0,4,1.6,0,0
1600000US1756237,"Oquawka village, Illinois",1558,33,2.1,24,1.5,0,0,0,0,9,0.6,1525,97.9,1461,93.8,3,0.2,0,0,32,2.1,0,0
1600000US1756341,"Orangeville village, Illinois",803,9,1.1,9,1.1,0,0,0,0,0,0,794,98.9,787,98,0,0,0,0,1,0.1,0,0
1600000US1756471,"Oreana village, Illinois",728,8,1.1,3,0.4,0,0,0,0,5,0.7,720,98.9,655,90,0,0,0,0,42,5.8,2,0.3
1600000US1756484,"Oregon city, Illinois",3683,262,7.1,209,5.7,0,0,0,0,53,1.4,3421,92.9,3309,89.8,12,0.3,0,0,7,0.2,11,0.3
1600000US1756536,"Orient city, Illinois",415,16,3.9,16,3.9,0,0,0,0,0,0,399,96.1,395,95.2,0,0,0,0,4,1,0,0
1600000US1756601,"Orion village, Illinois",2029,53,2.6,35,1.7,18,0.9,0,0,0,0,1976,97.4,1925,94.9,15,0.7,8,0.4,8,0.4,0,0
1600000US1756627,"Orland Hills village, Illinois",7181,853,11.9,577,8,78,1.1,0,0,198,2.8,6328,88.1,5037,70.1,707,9.8,12,0.2,506,7,0,0
1600000US1756640,"Orland Park village, Illinois",59100,4297,7.3,3378,5.7,48,0.1,38,0.1,833,1.4,54803,92.7,48564,82.2,1991,3.4,34,0.1,3293,5.6,40,0.1
1600000US1756887,"Oswego village, Illinois",34383,5239,15.2,3927,11.4,1038,3,0,0,274,0.8,29144,84.8,25482,74.1,1416,4.1,50,0.1,1588,4.6,0,0
1600000US1756926,"Ottawa city, Illinois",18701,1722,9.2,1546,8.3,78,0.4,6,0,92,0.5,16979,90.8,15569,83.3,727,3.9,24,0.1,168,0.9,0,0
1600000US1756978,"Otterville town, Illinois",126,0,0,0,0,0,0,0,0,0,0,126,100,113,89.7,6,4.8,0,0,0,0,0,0
1600000US1757043,"Owaneco village, Illinois",228,3,1.3,3,1.3,0,0,0,0,0,0,225,98.7,223,97.8,0,0,0,0,0,0,0,0
1600000US1757160,"Paderborn CDP, Illinois",72,0,0,0,0,0,0,0,0,0,0,72,100,72,100,0,0,0,0,0,0,0,0
1600000US1757225,"Palatine village, Illinois",68847,14025,20.4,11601,16.9,512,0.7,206,0.3,1706,2.5,54822,79.6,43838,63.7,1542,2.2,0,0,7943,11.5,0,0
1600000US1757277,"Palestine village, Illinois",1191,0,0,0,0,0,0,0,0,0,0,1191,100,1173,98.5,2,0.2,2,0.2,0,0,0,0
1600000US1757303,"Palmer village, Illinois",207,0,0,0,0,0,0,0,0,0,0,207,100,207,100,0,0,0,0,0,0,0,0
1600000US1757329,"Palmyra village, Illinois",651,9,1.4,9,1.4,0,0,0,0,0,0,642,98.6,624,95.9,2,0.3,2,0.3,0,0,0,0
1600000US1757381,"Palos Heights city, Illinois",12534,533,4.3,410,3.3,40,0.3,0,0,83,0.7,12001,95.7,11301,90.2,261,2.1,84,0.7,266,2.1,0,0
1600000US1757394,"Palos Hills city, Illinois",17443,1512,8.7,1008,5.8,144,0.8,0,0,360,2.1,15931,91.3,14553,83.4,782,4.5,0,0,352,2,0,0
1600000US1757407,"Palos Park village, Illinois",4907,571,11.6,505,10.3,64,1.3,0,0,2,0,4336,88.4,4201,85.6,28,0.6,0,0,44,0.9,0,0
1600000US1757472,"Pana city, Illinois",5478,21,0.4,21,0.4,0,0,0,0,0,0,5457,99.6,5308,96.9,69,1.3,0,0,31,0.6,0,0
1600000US1757498,"Panama village, Illinois",250,8,3.2,5,2,0,0,0,0,3,1.2,242,96.8,240,96,0,0,0,0,0,0,0,0
1600000US1757524,"Panola village, Illinois",26,0,0,0,0,0,0,0,0,0,0,26,100,26,100,0,0,0,0,0,0,0,0
1600000US1757576,"Papineau village, Illinois",182,5,2.7,5,2.7,0,0,0,0,0,0,177,97.3,163,89.6,0,0,0,0,2,1.1,0,0
1600000US1757628,"Paris city, Illinois",8424,122,1.4,93,1.1,0,0,0,0,29,0.3,8302,98.6,8090,96,22,0.3,0,0,148,1.8,0,0
1600000US1757654,"Park City city, Illinois",7456,4825,64.7,4137,55.5,259,3.5,0,0,429,5.8,2631,35.3,1176,15.8,986,13.2,0,0,429,5.8,0,0
1600000US1757693,"Parkersburg village, Illinois",198,0,0,0,0,0,0,0,0,0,0,198,100,195,98.5,0,0,0,0,0,0,0,0
1600000US1757732,"Park Forest village, Illinois",21699,1098,5.1,849,3.9,118,0.5,18,0.1,113,0.5,20601,94.9,5508,25.4,13962,64.3,10,0,102,0.5,0,0
1600000US1757875,"Park Ridge city, Illinois",37764,2283,6,1218,3.2,377,1,168,0.4,520,1.4,35481,94,32768,86.8,144,0.4,0,0,1666,4.4,101,0.3
1600000US1758057,"Patoka village, Illinois",623,14,2.2,14,2.2,0,0,0,0,0,0,609,97.8,602,96.6,5,0.8,0,0,2,0.3,0,0
1600000US1758174,"Pawnee village, Illinois",2631,8,0.3,0,0,8,0.3,0,0,0,0,2623,99.7,2571,97.7,0,0,0,0,2,0.1,0,0
1600000US1758226,"Paw Paw village, Illinois",764,30,3.9,29,3.8,0,0,0,0,1,0.1,734,96.1,723,94.6,0,0,0,0,3,0.4,0,0
1600000US1758239,"Paxton city, Illinois",4279,292,6.8,225,5.3,29,0.7,0,0,38,0.9,3987,93.2,3790,88.6,115,2.7,18,0.4,54,1.3,0,0
1600000US1758265,"Payson village, Illinois",1243,11,0.9,5,0.4,6,0.5,0,0,0,0,1232,99.1,1232,99.1,0,0,0,0,0,0,0,0
1600000US1758343,"Pearl village, Illinois",207,0,0,0,0,0,0,0,0,0,0,207,100,205,99,0,0,2,1,0,0,0,0
1600000US1758369,"Pearl City village, Illinois",785,26,3.3,26,3.3,0,0,0,0,0,0,759,96.7,754,96.1,0,0,0,0,0,0,0,0
1600000US1758408,"Pecatonica village, Illinois",2228,37,1.7,37,1.7,0,0,0,0,0,0,2191,98.3,2120,95.2,0,0,0,0,0,0,0,0
1600000US1758447,"Pekin city, Illinois",33371,542,1.6,455,1.4,24,0.1,0,0,63,0.2,32829,98.4,31271,93.7,718,2.2,95,0.3,188,0.6,7,0
1600000US1758577,"Penfield CDP, Illinois",154,4,2.6,4,2.6,0,0,0,0,0,0,150,97.4,134,87,0,0,0,0,3,1.9,0,0
1600000US1759000,"Peoria city, Illinois",114512,6919,6,5049,4.4,464,0.4,113,0.1,1293,1.1,107593,94,64924,56.7,30710,26.8,398,0.3,6606,5.8,8,0
1600000US1759026,"Peoria Heights village, Illinois",5910,102,1.7,84,1.4,11,0.2,6,0.1,1,0,5808,98.3,5033,85.2,312,5.3,0,0,8,0.1,0,0
1600000US1759052,"Peotone village, Illinois",4294,287,6.7,266,6.2,8,0.2,0,0,13,0.3,4007,93.3,3830,89.2,14,0.3,0,0,12,0.3,0,0
1600000US1759104,"Percy village, Illinois",945,193,20.4,178,18.8,4,0.4,0,0,11,1.2,752,79.6,722,76.4,26,2.8,0,0,4,0.4,0,0
1600000US1759156,"Perry village, Illinois",297,3,1,3,1,0,0,0,0,0,0,294,99,285,96,9,3,0,0,0,0,0,0
1600000US1759234,"Peru city, Illinois",9864,870,8.8,735,7.5,44,0.4,38,0.4,53,0.5,8994,91.2,8735,88.6,46,0.5,0,0,68,0.7,0,0
1600000US1759273,"Pesotum village, Illinois",501,11,2.2,11,2.2,0,0,0,0,0,0,490,97.8,470,93.8,1,0.2,9,1.8,0,0,0,0
1600000US1759312,"Petersburg city, Illinois",2346,47,2,47,2,0,0,0,0,0,0,2299,98,2158,92,9,0.4,0,0,23,1,38,1.6
1600000US1759520,"Phillipstown village, Illinois",54,0,0,0,0,0,0,0,0,0,0,54,100,52,96.3,2,3.7,0,0,0,0,0,0
1600000US1759533,"Philo village, Illinois",1500,0,0,0,0,0,0,0,0,0,0,1500,100,1500,100,0,0,0,0,0,0,0,0
1600000US1759572,"Phoenix village, Illinois",2020,261,12.9,261,12.9,0,0,0,0,0,0,1759,87.1,56,2.8,1653,81.8,0,0,0,0,0,0
1600000US1759709,"Pierron village, Illinois",446,31,7,31,7,0,0,0,0,0,0,415,93,412,92.4,0,0,0,0,3,0.7,0,0
1600000US1759884,"Pinckneyville city, Illinois",5463,331,6.1,289,5.3,17,0.3,17,0.3,8,0.1,5132,93.9,3414,62.5,1616,29.6,0,0,81,1.5,0,0
1600000US1759988,"Pingree Grove village, Illinois",7337,610,8.3,303,4.1,63,0.9,0,0,244,3.3,6727,91.7,6188,84.3,148,2,0,0,320,4.4,0,0
1600000US1760079,"Piper City village, Illinois",862,48,5.6,33,3.8,15,1.7,0,0,0,0,814,94.4,771,89.4,0,0,12,1.4,3,0.3,0,0
1600000US1760144,"Pistakee Highlands CDP, Illinois",3253,172,5.3,103,3.2,0,0,50,1.5,19,0.6,3081,94.7,3018,92.8,0,0,26,0.8,8,0.2,0,0
1600000US1760209,"Pittsburg village, Illinois",571,0,0,0,0,0,0,0,0,0,0,571,100,566,99.1,0,0,2,0.4,0,0,0,0
1600000US1760222,"Pittsfield city, Illinois",4375,52,1.2,37,0.8,0,0,0,0,15,0.3,4323,98.8,4147,94.8,166,3.8,3,0.1,6,0.1,0,0
1600000US1760287,"Plainfield village, Illinois",43048,5905,13.7,3690,8.6,895,2.1,127,0.3,1193,2.8,37143,86.3,29411,68.3,3226,7.5,0,0,3370,7.8,26,0.1
1600000US1760339,"Plainville village, Illinois",333,2,0.6,1,0.3,1,0.3,0,0,0,0,331,99.4,326,97.9,0,0,0,0,2,0.6,3,0.9
1600000US1760352,"Plano city, Illinois",11766,3706,31.5,3261,27.7,36,0.3,0,0,409,3.5,8060,68.5,6439,54.7,1188,10.1,58,0.5,110,0.9,0,0
1600000US1760391,"Plattville village, Illinois",279,8,2.9,8,2.9,0,0,0,0,0,0,271,97.1,270,96.8,1,0.4,0,0,0,0,0,0
1600000US1760534,"Pleasant Hill village, Illinois",1080,13,1.2,4,0.4,0,0,0,0,9,0.8,1067,98.8,1034,95.7,0,0,33,3.1,0,0,0,0
1600000US1760599,"Pleasant Plains village, Illinois",767,12,1.6,6,0.8,0,0,0,0,6,0.8,755,98.4,739,96.3,1,0.1,0,0,6,0.8,0,0
1600000US1760833,"Plymouth village, Illinois",442,0,0,0,0,0,0,0,0,0,0,442,100,433,98,9,2,0,0,0,0,0,0
1600000US1760872,"Pocahontas village, Illinois",733,32,4.4,32,4.4,0,0,0,0,0,0,701,95.6,699,95.4,0,0,0,0,0,0,0,0
1600000US1760937,"Polo city, Illinois",2168,98,4.5,55,2.5,7,0.3,36,1.7,0,0,2070,95.5,2022,93.3,27,1.2,0,0,21,1,0,0
1600000US1761015,"Pontiac city, Illinois",11804,660,5.6,469,4,82,0.7,6,0.1,103,0.9,11144,94.4,9652,81.8,1254,10.6,0,0,108,0.9,0,0
1600000US1761067,"Pontoon Beach village, Illinois",5725,529,9.2,446,7.8,32,0.6,0,0,51,0.9,5196,90.8,4813,84.1,285,5,26,0.5,20,0.3,0,0
1600000US1761080,"Pontoosuc village, Illinois",94,0,0,0,0,0,0,0,0,0,0,94,100,93,98.9,0,0,0,0,0,0,0,0
1600000US1761145,"Poplar Grove village, Illinois",4757,383,8.1,373,7.8,0,0,10,0.2,0,0,4374,91.9,4079,85.7,247,5.2,39,0.8,0,0,0,0
1600000US1761216,"Port Barrington village, Illinois",1514,101,6.7,71,4.7,11,0.7,16,1.1,3,0.2,1413,93.3,1317,87,6,0.4,0,0,68,4.5,0,0
1600000US1761223,"Port Byron village, Illinois",1802,86,4.8,82,4.6,0,0,4,0.2,0,0,1716,95.2,1670,92.7,4,0.2,8,0.4,0,0,0,0
1600000US1761314,"Posen village, Illinois",6211,3506,56.4,3379,54.4,0,0,0,0,127,2,2705,43.6,1663,26.8,820,13.2,0,0,14,0.2,0,0
1600000US1761366,"Potomac village, Illinois",807,27,3.3,27,3.3,0,0,0,0,0,0,780,96.7,689,85.4,28,3.5,0,0,50,6.2,0,0
1600000US1761548,"Prairie City village, Illinois",413,23,5.6,8,1.9,1,0.2,0,0,14,3.4,390,94.4,352,85.2,13,3.1,0,0,4,1,0,0
1600000US1761639,"Prairie du Rocher village, Illinois",538,4,0.7,4,0.7,0,0,0,0,0,0,534,99.3,529,98.3,0,0,0,0,0,0,0,0
1600000US1761678,"Prairie Grove village, Illinois",1826,82,4.5,74,4.1,0,0,0,0,8,0.4,1744,95.5,1588,87,64,3.5,0,0,74,4.1,0,0
1600000US1761821,"Prestbury CDP, Illinois",1638,83,5.1,67,4.1,16,1,0,0,0,0,1555,94.9,1542,94.1,13,0.8,0,0,0,0,0,0
1600000US1761860,"Preston Heights CDP, Illinois",2565,783,30.5,748,29.2,35,1.4,0,0,0,0,1782,69.5,627,24.4,1014,39.5,4,0.2,0,0,0,0
1600000US1761899,"Princeton city, Illinois",7662,555,7.2,361,4.7,19,0.2,0,0,175,2.3,7107,92.8,7011,91.5,17,0.2,21,0.3,31,0.4,0,0
1600000US1761925,"Princeville village, Illinois",2073,178,8.6,154,7.4,0,0,0,0,24,1.2,1895,91.4,1855,89.5,1,0,0,0,8,0.4,0,0
1600000US1761977,"Prophetstown city, Illinois",2099,36,1.7,36,1.7,0,0,0,0,0,0,2063,98.3,1979,94.3,42,2,8,0.4,0,0,0,0
1600000US1762016,"Prospect Heights city, Illinois",16250,5159,31.7,4848,29.8,116,0.7,33,0.2,162,1,11091,68.3,9325,57.4,341,2.1,0,0,1365,8.4,0,0
1600000US1762211,"Pulaski village, Illinois",264,5,1.9,0,0,0,0,5,1.9,0,0,259,98.1,52,19.7,162,61.4,0,0,0,0,0,0
1600000US1762367,"Quincy city, Illinois",40428,697,1.7,438,1.1,152,0.4,0,0,107,0.3,39731,98.3,35857,88.7,2555,6.3,84,0.2,337,0.8,39,0.1
1600000US1762523,"Radom village, Illinois",159,5,3.1,3,1.9,2,1.3,0,0,0,0,154,96.9,154,96.9,0,0,0,0,0,0,0,0
1600000US1762588,"Raleigh village, Illinois",253,9,3.6,9,3.6,0,0,0,0,0,0,244,96.4,243,96,0,0,0,0,0,0,0,0
1600000US1762627,"Ramsey village, Illinois",1063,0,0,0,0,0,0,0,0,0,0,1063,100,1034,97.3,8,0.8,0,0,0,0,0,0
1600000US1762744,"Rankin village, Illinois",563,89,15.8,89,15.8,0,0,0,0,0,0,474,84.2,466,82.8,0,0,4,0.7,0,0,0,0
1600000US1762757,"Ransom village, Illinois",386,11,2.8,8,2.1,0,0,3,0.8,0,0,375,97.2,372,96.4,0,0,0,0,0,0,0,0
1600000US1762783,"Rantoul village, Illinois",13222,1463,11.1,630,4.8,418,3.2,0,0,415,3.1,11759,88.9,8137,61.5,2732,20.7,9,0.1,329,2.5,0,0
1600000US1762822,"Rapids City village, Illinois",1047,18,1.7,9,0.9,0,0,4,0.4,5,0.5,1029,98.3,998,95.3,4,0.4,0,0,18,1.7,0,0
1600000US1762848,"Raritan village, Illinois",60,0,0,0,0,0,0,0,0,0,0,60,100,53,88.3,0,0,0,0,0,0,0,0
1600000US1762965,"Raymond village, Illinois",852,0,0,0,0,0,0,0,0,0,0,852,100,827,97.1,0,0,0,0,8,0.9,0,0
1600000US1763043,"Red Bud city, Illinois",3557,93,2.6,81,2.3,0,0,0,0,12,0.3,3464,97.4,3440,96.7,0,0,24,0.7,0,0,0,0
1600000US1763056,"Reddick village, Illinois",222,2,0.9,2,0.9,0,0,0,0,0,0,220,99.1,220,99.1,0,0,0,0,0,0,0,0
1600000US1763069,"Redmon village, Illinois",145,0,0,0,0,0,0,0,0,0,0,145,100,131,90.3,0,0,0,0,14,9.7,0,0
1600000US1763355,"Rentchler CDP, Illinois",6,0,0,0,0,0,0,0,0,0,0,6,100,6,100,0,0,0,0,0,0,0,0
1600000US1763420,"Reynolds village, Illinois",506,7,1.4,1,0.2,6,1.2,0,0,0,0,499,98.6,495,97.8,4,0.8,0,0,0,0,0,0
1600000US1763641,"Richmond village, Illinois",1880,140,7.4,59,3.1,69,3.7,7,0.4,5,0.3,1740,92.6,1507,80.2,35,1.9,27,1.4,72,3.8,0,0
1600000US1763706,"Richton Park village, Illinois",13629,393,2.9,333,2.4,41,0.3,8,0.1,11,0.1,13236,97.1,1318,9.7,11492,84.3,9,0.1,221,1.6,0,0
1600000US1763719,"Richview village, Illinois",280,0,0,0,0,0,0,0,0,0,0,280,100,243,86.8,5,1.8,0,0,0,0,0,0
1600000US1763862,"Ridge Farm village, Illinois",904,25,2.8,25,2.8,0,0,0,0,0,0,879,97.2,878,97.1,0,0,0,0,0,0,0,0
1600000US1764018,"Ridgway village, Illinois",877,14,1.6,0,0,0,0,14,1.6,0,0,863,98.4,816,93,0,0,0,0,0,0,0,0
