GEO_ID,NAME,DP05_0033E,DP05_0034E,DP05_0034PE,DP05_0035E,DP05_0035PE,DP05_0037E,DP05_0037PE,DP05_0038E,DP05_0038PE,DP05_0039E,DP05_0039PE,DP05_0044E,DP05_0044PE,DP05_0045E,DP05_0045PE,DP05_0046E,DP05_0046PE,DP05_0047E,DP05_0047PE,DP05_0048E,DP05_0048PE,DP05_0049E,DP05_0049PE,DP05_0050E,DP05_0050PE,DP05_0051E,DP05_0051PE,DP05_0052E,DP05_0052PE,DP05_0053E,DP05_0053PE,DP05_0054E,DP05_0054PE,DP05_0055E,DP05_0055PE,DP05_0056E,DP05_0056PE,DP05_0057E,DP05_0057PE,DP05_0059E,DP05_0059PE,DP05_0060E,DP05_0060PE,DP05_0061E,DP05_0061PE,DP05_0061PM,DP05_0062E,DP05_0062PE,DP05_0063E,DP05_0063PE,DP05_0064E,DP05_0064PE,DP05_0065E,DP05_0065PE,DP05_0066E,DP05_0066PE,DP05_0067E,DP05_0067PE,DP05_0068E,DP05_0068PE,DP05_0069E,DP05_0069PE,DP05_0070E,DP05_0070PE,DP05_0071E,DP05_0071PE,DP05_0072E,DP05_0072PE,DP05_0073E,DP05_0073PE,DP05_0074E,DP05_0074PE,DP05_0075E,DP05_0075PE,DP05_0076E,DP05_0076PE,DP05_0077E,DP05_0077PE,DP05_0078E,DP05_0078PE,DP05_0079E,DP05_0079PE,DP05_0080E,DP05_0080PE,DP05_0081E,DP05_0081PE,DP05_0082E,DP05_0082PE,DP05_0083E,DP05_0083PE,DP05_0084E,DP05_0084PE,DP05_0085E,DP05_0085PE,DP05_0086E
1600000US1745564,"McCook village, Illinois",261,258,98.9,3,1.1,247,94.6,1,0.4,0,0,8,3.1,0,0,8,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,3,1.1,0,0,10,0,0,261,261,250,95.8,1,0.4,3,1.1,8,3.1,0,0,2,0.8,261,261,101,38.7,95,36.4,6,2.3,0,0,0,0,160,61.3,148,56.7,1,0.4,0,0,8,3.1,0,0,0,0,3,1.1,0,0,3,1.1,108
1600000US1745616,"McCullom Lake village, Illinois",1148,1052,91.6,96,8.4,1018,88.7,7,0.6,0,0,27,2.4,0,0,0,0,17,1.5,0,0,7,0.6,0,0,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,11,1,3,0.3,82,7.1,9.9,0,0,1148,1148,1114,97,18,1.6,3,0.3,109,9.5,0,0,0,0,1148,1148,118,10.3,110,9.6,0,0,0,0,8,0.7,1030,89.7,905,78.8,2,0.2,0,0,27,2.4,0,0,0,0,96,8.4,0,0,96,8.4,450
1600000US1745642,"Macedonia village, Illinois",46,46,100,0,0,46,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2,0,0,46,46,46,100,0,0,0,0,0,0,0,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,46,100,46,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
1600000US1745694,"McHenry city, Illinois",26740,26471,99,269,1,25404,95,128,0.5,70,0.3,374,1.4,43,0.2,69,0.3,154,0.6,17,0.1,22,0.1,0,0,69,0.3,0,0,0,0,0,0,0,0,0,0,495,1.9,139,0.5,0,0,45,0.2,0.2,0,0,26740,26740,25629,95.8,267,1,114,0.4,419,1.6,0,0,580,2.2,26740,26740,4293,16.1,3669,13.7,171,0.6,38,0.1,415,1.6,22447,83.9,21756,81.4,82,0.3,51,0.2,374,1.4,0,0,0,0,184,0.7,0,0,184,0.7,10669
1600000US1745726,"Machesney Park village, Illinois",22906,22225,97,681,3,20962,91.5,415,1.8,8,0,420,1.8,19,0.1,50,0.2,157,0.7,28,0.1,13,0.1,58,0.3,95,0.4,31,0.1,0,0,21,0.1,0,0,10,0,389,1.7,271,1.2,77,0.3,207,0.9,0.7,0,0,22906,22906,21643,94.5,729,3.2,128,0.6,627,2.7,31,0.1,493,2.2,22906,22906,1382,6,1060,4.6,171,0.7,7,0,144,0.6,21524,94,20084,87.7,415,1.8,8,0,420,1.8,10,0,21,0.1,566,2.5,0,0,566,2.5,9272
1600000US1745785,"Mackinaw village, Illinois",2023,2021,99.9,2,0.1,1990,98.4,19,0.9,12,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,2023,2023,1992,98.5,21,1,14,0.7,0,0,0,0,0,0,2023,2023,32,1.6,15,0.7,14,0.7,0,0,3,0.1,1991,98.4,1960,96.9,19,0.9,12,0.6,0,0,0,0,0,0,0,0,0,0,0,0,815
1600000US1745811,"McLean village, Illinois",793,784,98.9,9,1.1,782,98.6,0,0,1,0.1,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.8,0,0,3.4,0,0,793,793,791,99.7,0,0,7,0.9,1,0.1,0,0,3,0.4,793,793,6,0.8,0,0,3,0.4,0,0,3,0.4,787,99.2,779,98.2,0,0,1,0.1,1,0.1,0,0,0,0,6,0.8,0,0,6,0.8,360
1600000US1745824,"McLeansboro city, Illinois",2663,2663,100,0,0,2560,96.1,28,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2.8,0,0,0,0,0,0,1,0,0,2663,2663,2560,96.1,28,1.1,0,0,0,0,0,0,75,2.8,2663,2663,76,2.9,76,2.9,0,0,0,0,0,0,2587,97.1,2559,96.1,28,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375
1600000US1745850,"McNabb village, Illinois",283,280,98.9,3,1.1,271,95.8,0,0,0,0,9,3.2,0,0,0,0,0,0,0,0,0,0,9,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,283,283,271,95.8,0,0,3,1.1,9,3.2,0,0,3,1.1,283,283,15,5.3,15,5.3,0,0,0,0,0,0,268,94.7,259,91.5,0,0,0,0,9,3.2,0,0,0,0,0,0,0,0,0,0,137
1600000US1745889,"Macomb city, Illinois",18118,17566,97,552,3,15579,86,1375,7.6,52,0.3,438,2.4,122,0.7,37,0.2,115,0.6,0,0,6,0,0,0,158,0.9,19,0.1,19,0.1,0,0,0,0,0,0,103,0.6,299,1.7,85,0.5,111,0.6,0.6,30,0.2,18118,18118,16098,88.9,1707,9.4,167,0.9,549,3,22,0.1,127,0.7,18118,18118,725,4,492,2.7,98,0.5,0,0,135,0.7,17393,96,15032,83,1348,7.4,50,0.3,438,2.4,0,0,0,0,525,2.9,17,0.1,508,2.8,8370
1600000US1745941,"Macon city, Illinois",1152,1111,96.4,41,3.6,1091,94.7,7,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1.1,0,0,41,3.6,0,0,2.4,0,0,1152,1152,1132,98.3,7,0.6,41,3.6,0,0,0,0,13,1.1,1152,1152,0,0,0,0,0,0,0,0,0,0,1152,100,1091,94.7,7,0.6,0,0,0,0,0,0,13,1.1,41,3.6,0,0,41,3.6,556
1600000US1745993,"Madison city, Illinois",3714,3581,96.4,133,3.6,1739,46.8,1832,49.3,5,0.1,5,0.1,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,3.2,0,0,0,0,0.7,15,0.4,3714,3714,1857,50,1965,52.9,20,0.5,5,0.1,0,0,0,0,3714,3714,77,2.1,33,0.9,0,0,0,0,44,1.2,3637,97.9,1667,44.9,1832,49.3,5,0.1,0,0,0,0,0,0,133,3.6,0,0,133,3.6,2093
1600000US1746058,"Maeystown village, Illinois",104,104,100,0,0,104,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,104,104,104,100,0,0,0,0,0,0,0,0,0,0,104,104,1,1,1,1,0,0,0,0,0,0,103,99,103,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
1600000US1746110,"Magnolia village, Illinois",336,321,95.5,15,4.5,309,92,12,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.9,9,2.7,0,0,7.9,0,0,336,336,324,96.4,15,4.5,9,2.7,0,0,0,0,3,0.9,336,336,15,4.5,12,3.6,0,0,0,0,3,0.9,321,95.5,301,89.6,8,2.4,0,0,0,0,0,0,0,0,12,3.6,0,0,12,3.6,145
1600000US1746136,"Mahomet village, Illinois",8327,8167,98.1,160,1.9,8062,96.8,0,0,0,0,65,0.8,0,0,51,0.6,14,0.2,0,0,0,0,0,0,0,0,40,0.5,0,0,40,0.5,0,0,0,0,0,0,38,0.5,7,0.1,115,1.4,1.4,0,0,8327,8327,8222,98.7,38,0.5,7,0.1,180,2.2,40,0.5,0,0,8327,8327,375,4.5,216,2.6,147,1.8,0,0,12,0.1,7952,95.5,7699,92.5,0,0,0,0,65,0.8,28,0.3,0,0,160,1.9,0,0,160,1.9,3081
1600000US1746214,"Makanda village, Illinois",575,566,98.4,9,1.6,508,88.3,7,1.2,2,0.3,47,8.2,14,2.4,31,5.4,0,0,0,0,0,0,0,0,2,0.3,2,0.3,0,0,2,0.3,0,0,0,0,0,0,0,0,0,0,4,0.7,1.2,0,0,575,575,517,89.9,7,1.2,2,0.3,51,8.9,7,1.2,0,0,575,575,10,1.7,0,0,0,0,0,0,10,1.7,565,98.3,498,86.6,7,1.2,2,0.3,47,8.2,2,0.3,0,0,9,1.6,0,0,9,1.6,259
1600000US1746240,"Malden village, Illinois",275,271,98.5,4,1.5,269,97.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.7,0,0,0,0,0,0,9.5,0,0,275,275,273,99.3,0,0,0,0,0,0,0,0,6,2.2,275,275,9,3.3,9,3.3,0,0,0,0,0,0,266,96.7,266,96.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
1600000US1746279,"Malta village, Illinois",1080,1056,97.8,24,2.2,1037,96,10,0.9,0,0,5,0.5,0,0,0,0,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.4,4,0.4,17,1.6,0,0,2.5,0,0,1080,1080,1061,98.2,14,1.3,17,1.6,5,0.5,0,0,7,0.6,1080,1080,85,7.9,45,4.2,35,3.2,0,0,5,0.5,995,92.1,959,88.8,10,0.9,0,0,5,0.5,0,0,0,0,21,1.9,0,0,21,1.9,454
1600000US1746331,"Manchester village, Illinois",259,254,98.1,5,1.9,254,98.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.5,1,0.4,0,0,10.1,0,0,259,259,259,100,4,1.5,1,0.4,0,0,0,0,0,0,259,259,0,0,0,0,0,0,0,0,0,0,259,100,254,98.1,0,0,0,0,0,0,0,0,0,0,5,1.9,0,0,5,1.9,112
1600000US1746357,"Manhattan village, Illinois",7813,7813,100,0,0,7716,98.8,0,0,0,0,37,0.5,0,0,22,0.3,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.8,0,0,0,0,0,0,0.4,0,0,7813,7813,7716,98.8,0,0,0,0,37,0.5,0,0,60,0.8,7813,7813,322,4.1,314,4,0,0,0,0,8,0.1,7491,95.9,7454,95.4,0,0,0,0,37,0.5,0,0,0,0,0,0,0,0,0,0,2578
1600000US1746383,"Manito village, Illinois",1513,1503,99.3,10,0.7,1464,96.8,39,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.3,0,0,0,0,1.8,0,0,1513,1513,1474,97.4,43,2.8,0,0,0,0,6,0.4,0,0,1513,1513,21,1.4,5,0.3,0,0,0,0,16,1.1,1492,98.6,1443,95.4,39,2.6,0,0,0,0,0,0,0,0,10,0.7,0,0,10,0.7,733
1600000US1746422,"Manlius village, Illinois",347,345,99.4,2,0.6,345,99.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6,0,0,7.6,0,0,347,347,347,100,0,0,2,0.6,0,0,0,0,0,0,347,347,20,5.8,20,5.8,0,0,0,0,0,0,327,94.2,325,93.7,0,0,0,0,0,0,0,0,0,0,2,0.6,0,0,2,0.6,173
1600000US1746487,"Mansfield village, Illinois",942,913,96.9,29,3.1,913,96.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,23,2.4,0,0,2.9,0,0,942,942,942,100,1,0.1,23,2.4,0,0,0,0,5,0.5,942,942,56,5.9,51,5.4,0,0,0,0,5,0.5,886,94.1,875,92.9,0,0,0,0,0,0,0,0,0,0,11,1.2,0,0,11,1.2,472
1600000US1746500,"Manteno village, Illinois",8652,8527,98.6,125,1.4,8237,95.2,122,1.4,0,0,143,1.7,0,0,0,0,51,0.6,0,0,70,0.8,0,0,22,0.3,0,0,0,0,0,0,0,0,0,0,25,0.3,86,1,0,0,39,0.5,0.5,0,0,8652,8652,8362,96.6,208,2.4,0,0,182,2.1,0,0,25,0.3,8652,8652,422,4.9,337,3.9,35,0.4,11,0.1,39,0.5,8230,95.1,7845,90.7,113,1.3,0,0,143,1.7,0,0,25,0.3,104,1.2,0,0,104,1.2,3737
1600000US1746604,"Maple Park village, Illinois",1482,1427,96.3,55,3.7,1407,94.9,0,0,7,0.5,13,0.9,4,0.3,0,0,0,0,0,0,9,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.9,14,0.9,20,1.3,1.5,0,0,1482,1482,1462,98.7,19,1.3,27,1.8,33,2.2,0,0,2,0.1,1482,1482,67,4.5,60,4,7,0.5,0,0,0,0,1415,95.5,1342,90.6,0,0,7,0.5,13,0.9,0,0,0,0,53,3.6,0,0,53,3.6,517
1600000US1746643,"Mapleton village, Illinois",295,295,100,0,0,295,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,0,0,295,295,295,100,0,0,0,0,0,0,0,0,0,0,295,295,2,0.7,0,0,0,0,0,0,2,0.7,293,99.3,293,99.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
1600000US1746695,"Maquon village, Illinois",280,280,100,0,0,280,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,280,280,280,100,0,0,0,0,0,0,0,0,0,0,280,280,21,7.5,2,0.7,0,0,19,6.8,0,0,259,92.5,259,92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
1600000US1746786,"Marengo city, Illinois",8175,8028,98.2,147,1.8,7738,94.7,132,1.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,1.9,11,0.1,35,0.4,44,0.5,0.6,0,0,8175,8175,7839,95.9,180,2.2,35,0.4,54,0.7,0,0,214,2.6,8175,8175,1452,17.8,1357,16.6,0,0,0,0,95,1.2,6723,82.2,6467,79.1,132,1.6,0,0,1,0,0,0,0,0,123,1.5,33,0.4,90,1.1,3147
1600000US1746825,"Marietta village, Illinois",101,100,99,1,1,74,73.3,26,25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,23.5,0,0,101,101,75,74.3,26,25.7,1,1,0,0,0,0,0,0,101,101,1,1,0,0,0,0,0,0,1,1,100,99,73,72.3,26,25.7,0,0,0,0,0,0,0,0,1,1,0,0,1,1,51
1600000US1746864,"Marine village, Illinois",947,935,98.7,12,1.3,920,97.1,0,0,0,0,15,1.6,0,0,3,0.3,3,0.3,0,0,2,0.2,0,0,7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.4,0.7,0,0,947,947,924,97.6,0,0,0,0,27,2.9,0,0,8,0.8,947,947,10,1.1,8,0.8,0,0,0,0,2,0.2,937,98.9,918,96.9,0,0,0,0,15,1.6,0,0,0,0,4,0.4,0,0,4,0.4,443
1600000US1746916,"Marion city, Illinois",17646,16905,95.8,741,4.2,15430,87.4,1258,7.1,6,0,128,0.7,21,0.1,17,0.1,33,0.2,43,0.2,0,0,0,0,14,0.1,7,0,7,0,0,0,0,0,0,0,76,0.4,498,2.8,123,0.7,87,0.5,0.7,0,0,17646,17646,16155,91.6,1772,10,129,0.7,215,1.2,7,0,109,0.6,17646,17646,433,2.5,285,1.6,12,0.1,0,0,136,0.8,17213,97.5,15181,86,1174,6.7,6,0,128,0.7,0,0,0,0,724,4.1,16,0.1,708,4,8412
1600000US1746955,"Marissa village, Illinois",1641,1627,99.1,14,0.9,1622,98.8,5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.7,3,0.2,0,0,1.7,0,0,1641,1641,1636,99.7,16,1,3,0.2,0,0,0,0,0,0,1641,1641,0,0,0,0,0,0,0,0,0,0,1641,100,1622,98.8,5,0.3,0,0,0,0,0,0,0,0,14,0.9,0,0,14,0.9,885
1600000US1746981,"Mark village, Illinois",544,544,100,0,0,544,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,544,544,544,100,0,0,0,0,0,0,0,0,0,0,544,544,87,16,87,16,0,0,0,0,0,0,457,84,457,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233
1600000US1747007,"Markham city, Illinois",12600,12481,99.1,119,0.9,1831,14.5,10119,80.3,12,0.1,99,0.8,70,0.6,19,0.2,0,0,0,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,3.3,50,0.4,35,0.3,0,0,0.2,0,0,12600,12600,1937,15.4,10169,80.7,60,0.5,112,0.9,0,0,441,3.5,12600,12600,1162,9.2,1155,9.2,7,0.1,0,0,0,0,11438,90.8,1110,8.8,10119,80.3,12,0.1,99,0.8,0,0,0,0,98,0.8,0,0,98,0.8,4590
1600000US1747072,"Maroa city, Illinois",1674,1476,88.2,198,11.8,1452,86.7,11,0.7,0,0,13,0.8,4,0.2,0,0,0,0,9,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,172,10.3,0,0,1.6,0,0,1674,1674,1650,98.6,37,2.2,181,10.8,13,0.8,0,0,0,0,1674,1674,2,0.1,0,0,0,0,0,0,2,0.1,1672,99.9,1450,86.6,11,0.7,0,0,13,0.8,0,0,0,0,198,11.8,0,0,198,11.8,737
1600000US1747111,"Marquette Heights city, Illinois",2553,2469,96.7,84,3.3,2455,96.2,12,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1,2,0.1,0,0,0,0,0,0,0,0,6,0.2,4,0.2,0,0,1.1,0,0,2553,2553,2539,99.5,18,0.7,4,0.2,4,0.2,6,0.2,70,2.7,2553,2553,141,5.5,141,5.5,0,0,0,0,0,0,2412,94.5,2384,93.4,12,0.5,0,0,0,0,2,0.1,0,0,14,0.5,0,0,14,0.5,964
1600000US1747150,"Marseilles city, Illinois",5088,5053,99.3,35,0.7,4938,97.1,24,0.5,24,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1.3,11,0.2,7,0.1,17,0.3,0.5,0,0,5088,5088,4973,97.7,35,0.7,31,0.6,17,0.3,0,0,67,1.3,5088,5088,223,4.4,204,4,5,0.1,14,0.3,0,0,4865,95.6,4781,94,14,0.3,24,0.5,0,0,0,0,11,0.2,35,0.7,0,0,35,0.7,2304
1600000US1747163,"Marshall city, Illinois",3401,3385,99.5,16,0.5,3334,98,25,0.7,0,0,4,0.1,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.6,16,0.5,0,0,0,0,0.8,0,0,3401,3401,3350,98.5,41,1.2,0,0,4,0.1,0,0,22,0.6,3401,3401,39,1.1,39,1.1,0,0,0,0,0,0,3362,98.9,3317,97.5,25,0.7,0,0,4,0.1,0,0,0,0,16,0.5,0,0,16,0.5,1629
1600000US1747254,"Martinsville city, Illinois",1289,1240,96.2,49,3.8,1229,95.3,0,0,11,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3.3,2,0.2,4,0.3,0.5,0,0,1289,1289,1278,99.1,43,3.3,13,1,4,0.3,0,0,0,0,1289,1289,18,1.4,16,1.2,0,0,0,0,2,0.2,1271,98.6,1213,94.1,0,0,11,0.9,0,0,0,0,0,0,47,3.6,0,0,47,3.6,571
1600000US1747280,"Martinton village, Illinois",356,343,96.3,13,3.7,333,93.5,8,2.2,0,0,2,0.6,0,0,0,0,0,0,0,0,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,356,356,346,97.2,8,2.2,0,0,2,0.6,0,0,13,3.7,356,356,29,8.1,29,8.1,0,0,0,0,0,0,327,91.9,317,89,8,2.2,0,0,2,0.6,0,0,0,0,0,0,0,0,0,0,158
1600000US1747397,"Maryville village, Illinois",7955,7771,97.7,184,2.3,7272,91.4,308,3.9,0,0,191,2.4,154,1.9,0,0,15,0.2,0,0,0,0,0,0,22,0.3,0,0,0,0,0,0,0,0,0,0,0,0,37,0.5,44,0.6,59,0.7,1.1,44,0.6,7955,7955,7412,93.2,389,4.9,88,1.1,250,3.1,0,0,0,0,7955,7955,259,3.3,124,1.6,58,0.7,29,0.4,48,0.6,7696,96.7,7022,88.3,308,3.9,0,0,191,2.4,0,0,0,0,175,2.2,0,0,175,2.2,3610
1600000US1747423,"Mascoutah city, Illinois",8007,7752,96.8,255,3.2,7187,89.8,338,4.2,15,0.2,111,1.4,0,0,14,0.2,34,0.4,11,0.1,27,0.3,0,0,25,0.3,27,0.3,27,0.3,0,0,0,0,0,0,74,0.9,113,1.4,64,0.8,51,0.6,0.7,0,0,8007,8007,7442,92.9,451,5.6,79,1,162,2,27,0.3,101,1.3,8007,8007,119,1.5,119,1.5,0,0,0,0,0,0,7888,98.5,7068,88.3,338,4.2,15,0.2,111,1.4,27,0.3,74,0.9,255,3.2,27,0.3,228,2.8,3252
1600000US1747449,"Mason town, Illinois",302,295,97.7,7,2.3,295,97.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,2,0.7,0,0,8.7,0,0,302,302,302,100,1,0.3,2,0.7,0,0,4,1.3,0,0,302,302,0,0,0,0,0,0,0,0,0,0,302,100,295,97.7,0,0,0,0,0,0,0,0,0,0,7,2.3,0,0,7,2.3,138
1600000US1747475,"Mason City city, Illinois",2364,2364,100,0,0,2293,97,50,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.9,0,0,0,0,0,0,1.2,0,0,2364,2364,2293,97,50,2.1,0,0,0,0,0,0,21,0.9,2364,2364,21,0.9,0,0,0,0,0,0,21,0.9,2343,99.1,2293,97,50,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174
1600000US1747527,"Matherville village, Illinois",923,916,99.2,7,0.8,903,97.8,0,0,2,0.2,11,1.2,0,0,0,0,11,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.7,0.8,0,0,923,923,910,98.6,0,0,2,0.2,17,1.8,0,0,1,0.1,923,923,81,8.8,81,8.8,0,0,0,0,0,0,842,91.2,822,89.1,0,0,2,0.2,11,1.2,0,0,0,0,7,0.8,1,0.1,6,0.7,404
1600000US1747540,"Matteson village, Illinois",19336,18867,97.6,469,2.4,2734,14.1,15625,80.8,0,0,309,1.6,53,0.3,123,0.6,59,0.3,7,0,18,0.1,40,0.2,9,0,0,0,0,0,0,0,0,0,0,0,199,1,99,0.5,38,0.2,13,0.1,0.1,19,0.1,19336,19336,3028,15.7,15922,82.3,192,1,489,2.5,24,0.1,311,1.6,19336,19336,537,2.8,206,1.1,295,1.5,0,0,36,0.2,18799,97.2,2397,12.4,15624,80.8,0,0,309,1.6,0,0,0,0,469,2.4,112,0.6,357,1.8,7906
1600000US1747553,"Mattoon city, Illinois",17597,17405,98.9,192,1.1,16954,96.3,357,2,25,0.1,7,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,54,0.3,141,0.8,21,0.1,10,0.1,0.1,0,0,17597,17597,17144,97.4,507,2.9,53,0.3,17,0.1,8,0,67,0.4,17597,17597,294,1.7,204,1.2,29,0.2,16,0.1,45,0.3,17303,98.3,16741,95.1,349,2,25,0.1,7,0,0,0,0,0,181,1,2,0,179,1,8422
1600000US1747592,"Maunie village, Illinois",175,175,100,0,0,175,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,175,175,175,100,0,0,0,0,0,0,0,0,0,0,175,175,0,0,0,0,0,0,0,0,0,0,175,100,175,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
1600000US1747774,"Maywood village, Illinois",23810,23265,97.7,545,2.3,3665,15.4,16255,68.3,67,0.3,174,0.7,0,0,19,0.1,73,0.3,26,0.1,0,0,24,0.1,32,0.1,0,0,0,0,0,0,0,0,0,0,3104,13,67,0.3,125,0.5,17,0.1,0.1,28,0.1,23810,23810,4044,17,16391,68.8,355,1.5,213,0.9,0,0,3371,14.2,23810,23810,6510,27.3,5369,22.5,342,1.4,99,0.4,700,2.9,17300,72.7,860,3.6,16076,67.5,12,0.1,149,0.6,0,0,0,0,203,0.9,0,0,203,0.9,8935
1600000US1747787,"Mazon village, Illinois",1002,997,99.5,5,0.5,993,99.1,0,0,0,0,4,0.4,0,0,0,0,4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.5,0.7,0,0,1002,1002,998,99.6,0,0,0,0,9,0.9,0,0,0,0,1002,1002,79,7.9,53,5.3,0,0,0,0,26,2.6,923,92.1,914,91.2,0,0,0,0,4,0.4,0,0,0,0,5,0.5,0,0,5,0.5,422
1600000US1748021,"Mechanicsburg village, Illinois",729,720,98.8,9,1.2,717,98.4,3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.2,0,0,0,0,3.7,0,0,729,729,726,99.6,12,1.6,0,0,0,0,0,0,0,0,729,729,13,1.8,0,0,0,0,0,0,13,1.8,716,98.2,704,96.6,3,0.4,0,0,0,0,0,0,0,0,9,1.2,0,0,9,1.2,291
1600000US1748073,"Media village, Illinois",104,101,97.1,3,2.9,101,97.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.9,0,0,23,0,0,104,104,104,100,0,0,3,2.9,0,0,0,0,0,0,104,104,0,0,0,0,0,0,0,0,0,0,104,100,101,97.1,0,0,0,0,0,0,0,0,0,0,3,2.9,0,0,3,2.9,44
