GEOID,NAME,total,onerace_white,onerace_white_perc,onerace_black,onerace_black_perc
1600000US1774444,"Tamaroa village, Illinois",661,659,99.7,0,0
1600000US1774457,"Tamms village, Illinois",658,492,74.8,122,18.5
1600000US1774470,"Tampico village, Illinois",735,727,98.9,0,0
1600000US1774561,"Taylor Springs village, Illinois",647,643,99.4,0,0
1600000US1774574,"Taylorville city, Illinois",10964,10520,96,67,0.6
1600000US1774665,"Tennessee village, Illinois",126,126,100,0,0
1600000US1774743,"Teutopolis village, Illinois",1837,1828,99.5,6,0.3
1600000US1774847,"Thawville village, Illinois",236,189,80.1,6,2.5
1600000US1774860,"Thayer village, Illinois",713,699,98,0,0
1600000US1774873,"Thebes village, Illinois",392,275,70.2,109,27.8
1600000US1774970,"The Galena Territory CDP, Illinois",1363,1360,99.8,0,0
1600000US1775081,"Third Lake village, Illinois",1133,1118,98.7,0,0
1600000US1775107,"Thomasboro village, Illinois",1061,1029,97,18,1.7
1600000US1775159,"Thompsonville village, Illinois",604,576,95.4,0,0
1600000US1775172,"Thomson village, Illinois",479,479,100,0,0
1600000US1775185,"Thornton village, Illinois",2478,1940,78.3,407,16.4
1600000US1775263,"Tilden village, Illinois",885,864,97.6,11,1.2
1600000US1775276,"Tilton village, Illinois",2621,2589,98.8,0,0
1600000US1775360,"Timberlane village, Illinois",1044,1020,97.7,0,0
1600000US1775419,"Time village, Illinois",10,10,100,0,0
1600000US1775484,"Tinley Park village, Illinois",56898,50207,88.2,2430,4.3
1600000US1775549,"Tiskilwa village, Illinois",858,825,96.2,5,0.6
1600000US1775601,"Toledo village, Illinois",1322,1226,92.7,7,0.5
1600000US1775614,"Tolono village, Illinois",3086,2849,92.3,123,4
1600000US1775653,"Toluca city, Illinois",1344,1293,96.2,18,1.3
1600000US1775718,"Tonica village, Illinois",725,708,97.7,0,0
1600000US1775757,"Topeka village, Illinois",106,90,84.9,0,0
1600000US1775783,"Toulon city, Illinois",1276,1194,93.6,20,1.6
1600000US1775809,"Tovey village, Illinois",514,514,100,0,0
1600000US1775822,"Towanda village, Illinois",491,479,97.6,1,0.2
1600000US1775848,"Tower Hill village, Illinois",790,783,99.1,0,0
1600000US1775874,"Tower Lakes village, Illinois",1205,1170,97.1,27,2.2
1600000US1775965,"Tremont village, Illinois",2099,2048,97.6,0,0
1600000US1775991,"Trenton city, Illinois",2637,2559,97,5,0.2
1600000US1776160,"Trout Valley village, Illinois",481,469,97.5,0,0
1600000US1776199,"Troy city, Illinois",10356,9533,92.1,298,2.9
1600000US1776225,"Troy Grove village, Illinois",261,261,100,0,0
1600000US1776407,"Tuscola city, Illinois",4630,4468,96.5,11,0.2
1600000US1776511,"Twin Grove CDP, Illinois",1651,1494,90.5,143,8.7
1600000US1776615,"Ullin village, Illinois",444,288,64.9,149,33.6
1600000US1776706,"Union village, Illinois",509,506,99.4,3,0.6
1600000US1776771,"Union Hill village, Illinois",58,58,100,0,0
1600000US1776935,"University Park village, Illinois",7115,631,8.9,6110,85.9
1600000US1777005,"Urbana city, Illinois",42375,25047,59.1,7515,17.7
1600000US1777044,"Ursa village, Illinois",579,574,99.1,0,0
1600000US1777148,"Valier village, Illinois",668,653,97.8,0,0
1600000US1777187,"Valley City village, Illinois",22,22,100,0,0
1600000US1777265,"Valmeyer village, Illinois",1320,1305,98.9,1,0.1
1600000US1777317,"Vandalia city, Illinois",6914,5784,83.7,1018,14.7
1600000US1777395,"Varna village, Illinois",476,471,98.9,0,0
1600000US1777408,"Venedy village, Illinois",193,157,81.3,0,0
1600000US1777460,"Venetian Village CDP, Illinois",2870,2663,92.8,98,3.4
1600000US1777473,"Venice city, Illinois",2128,117,5.5,1961,92.2
1600000US1777525,"Vergennes village, Illinois",202,199,98.5,0,0
1600000US1777551,"Vermilion village, Illinois",245,232,94.7,2,0.8
1600000US1777642,"Vermont village, Illinois",777,760,97.8,2,0.3
1600000US1777681,"Vernon village, Illinois",101,101,100,0,0
1600000US1777694,"Vernon Hills village, Illinois",26259,17601,67,817,3.1
1600000US1777707,"Verona village, Illinois",255,248,97.3,0,0
1600000US1777720,"Versailles village, Illinois",576,537,93.2,0,0
1600000US1777811,"Victoria village, Illinois",289,285,98.6,0,0
1600000US1777863,"Vienna city, Illinois",1490,1461,98.1,9,0.6
1600000US1777941,"Villa Grove city, Illinois",2332,2226,95.5,14,0.6
1600000US1777993,"Villa Park village, Illinois",21893,18313,83.6,1057,4.8
1600000US1778123,"Viola village, Illinois",937,892,95.2,0,0
1600000US1778149,"Virden city, Illinois",3506,3474,99.1,0,0
1600000US1778175,"Virgil village, Illinois",400,335,83.8,45,11.3
1600000US1778201,"Virginia city, Illinois",1323,1303,98.5,4,0.3
1600000US1778227,"Volo village, Illinois",4750,4311,90.8,138,2.9
1600000US1778370,"Wadsworth village, Illinois",3584,3152,87.9,261,7.3
1600000US1778383,"Waggoner village, Illinois",187,172,92,15,8
1600000US1778526,"Walnut village, Illinois",1389,1374,98.9,0,0
1600000US1778604,"Walnut Hill village, Illinois",140,129,92.1,0,0
1600000US1778656,"Walshville village, Illinois",122,122,100,0,0
1600000US1778708,"Waltonville village, Illinois",418,414,99,2,0.5
1600000US1778721,"Wamac city, Illinois",1178,1128,95.8,4,0.3
1600000US1778773,"Wapella village, Illinois",600,557,92.8,0,0
1600000US1778851,"Warren village, Illinois",1198,1109,92.6,16,1.3
1600000US1778916,"Warrensburg village, Illinois",1506,1407,93.4,13,0.9
1600000US1778929,"Warrenville city, Illinois",13311,11310,85,602,4.5
1600000US1778942,"Warsaw city, Illinois",1482,1468,99.1,0,0
1600000US1779007,"Washburn village, Illinois",1097,1070,97.5,0,0
1600000US1779033,"Washington city, Illinois",16556,15585,94.1,46,0.3
1600000US1779085,"Washington Park village, Illinois",3962,167,4.2,3645,92
1600000US1779124,"Wataga village, Illinois",773,738,95.5,4,0.5
1600000US1779150,"Waterloo city, Illinois",10268,10036,97.7,43,0.4
1600000US1779163,"Waterman village, Illinois",1567,1518,96.9,21,1.3
1600000US1779228,"Watseka city, Illinois",5202,4815,92.6,55,1.1
1600000US1779241,"Watson village, Illinois",835,829,99.3,3,0.4
1600000US1779267,"Wauconda village, Illinois",13754,11621,84.5,120,0.9
1600000US1779293,"Waukegan city, Illinois",87571,47985,54.8,15070,17.2
1600000US1779358,"Waverly city, Illinois",1286,1250,97.2,0,0
1600000US1779397,"Wayne village, Illinois",2345,2170,92.5,0,0
1600000US1779436,"Wayne City village, Illinois",1009,979,97,0,0
1600000US1779449,"Waynesville village, Illinois",424,423,99.8,0,0
1600000US1779683,"Weldon village, Illinois",437,411,94.1,0,0
1600000US1779735,"Wellington village, Illinois",264,252,95.5,0,0
1600000US1779813,"Wenona city, Illinois",1026,999,97.4,3,0.3
1600000US1779826,"Wenonah village, Illinois",40,40,100,0,0
1600000US1780008,"West Brooklyn village, Illinois",133,133,100,0,0
1600000US1780047,"Westchester village, Illinois",16573,11303,68.2,2932,17.7
1600000US1780060,"West Chicago city, Illinois",27328,19921,72.9,701,2.6
1600000US1780073,"West City village, Illinois",772,758,98.2,0,0
1600000US1780125,"West Dundee village, Illinois",7535,6422,85.2,161,2.1
1600000US1780242,"Western Springs village, Illinois",13227,12803,96.8,109,0.8
1600000US1780255,"Westervelt CDP, Illinois",71,71,100,0,0
1600000US1780281,"Westfield village, Illinois",728,718,98.6,3,0.4
1600000US1780333,"West Frankfort city, Illinois",7905,7597,96.1,84,1.1
1600000US1780645,"Westmont village, Illinois",25036,18809,75.1,1758,7
1600000US1780736,"West Peoria city, Illinois",4731,3939,83.3,394,8.3
1600000US1780762,"West Point village, Illinois",139,139,100,0,0
1600000US1780853,"West Salem village, Illinois",930,881,94.7,13,1.4
1600000US1780879,"West Union CDP, Illinois",394,394,100,0,0
1600000US1780931,"Westville village, Illinois",3288,3026,92,43,1.3
1600000US1780957,"West York CDP, Illinois",104,104,100,0,0
1600000US1781048,"Wheaton city, Illinois",53480,45641,85.3,2306,4.3
1600000US1781074,"Wheeler village, Illinois",175,174,99.4,0,0
1600000US1781087,"Wheeling village, Illinois",38424,23206,60.4,1200,3.1
1600000US1781165,"Whiteash CDP, Illinois",229,217,94.8,2,0.9
1600000US1781191,"White City village, Illinois",234,223,95.3,0,0
1600000US1781256,"White Hall city, Illinois",2321,2284,98.4,32,1.4
1600000US1781295,"White Heath CDP, Illinois",243,240,98.8,3,1.2
1600000US1781802,"Williamsfield village, Illinois",461,459,99.6,1,0.2
1600000US1781815,"Williamson village, Illinois",198,192,97,0,0
1600000US1781854,"Williamsville village, Illinois",1423,1406,98.8,0,0
1600000US1781867,"Willisville village, Illinois",644,636,98.8,0,0
1600000US1781919,"Willowbrook village, Illinois",8576,6541,76.3,318,3.7
1600000US1781938,"Willowbrook CDP, Illinois",2082,1114,53.5,968,46.5
1600000US1782010,"Willow Hill village, Illinois",193,193,100,0,0
1600000US1782049,"Willow Springs village, Illinois",5696,4993,87.7,137,2.4
1600000US1782075,"Wilmette village, Illinois",27419,22686,82.7,199,0.7
1600000US1782088,"Wilmington village, Illinois",113,113,100,0,0
1600000US1782101,"Wilmington city, Illinois",5913,5581,94.4,27,0.5
1600000US1782218,"Wilsonville village, Illinois",690,640,92.8,7,1
1600000US1782270,"Winchester city, Illinois",1898,1852,97.6,3,0.2
1600000US1782309,"Windsor village, Illinois",802,779,97.1,11,1.4
1600000US1782322,"Windsor city, Illinois",1256,1238,98.6,0,0
1600000US1782400,"Winfield village, Illinois",9708,8933,92,114,1.2
1600000US1782491,"Winnebago village, Illinois",3425,3270,95.5,149,4.4
1600000US1782530,"Winnetka village, Illinois",12481,11506,92.2,16,0.1
1600000US1782543,"Winslow village, Illinois",313,313,100,0,0
1600000US1782686,"Winthrop Harbor village, Illinois",6767,6258,92.5,136,2
1600000US1782725,"Witt city, Illinois",896,846,94.4,50,5.6
1600000US1782855,"Wonder Lake village, Illinois",4219,4184,99.2,0,0
1600000US1782985,"Wood Dale city, Illinois",13848,11014,79.5,214,1.5
1600000US1783063,"Woodhull village, Illinois",817,814,99.6,3,0.4
1600000US1783102,"Woodland village, Illinois",332,307,92.5,9,2.7
1600000US1783206,"Woodlawn village, Illinois",642,595,92.7,7,1.1
1600000US1783245,"Woodridge village, Illinois",33493,24367,72.8,3132,9.4
1600000US1783271,"Wood River city, Illinois",10234,9432,92.2,393,3.8
1600000US1783336,"Woodson village, Illinois",404,395,97.8,0,0
1600000US1783349,"Woodstock city, Illinois",25198,22680,90,942,3.7
1600000US1783505,"Worden village, Illinois",1106,1040,94,5,0.5
1600000US1783518,"Worth village, Illinois",10728,9691,90.3,257,2.4
1600000US1783622,"Wyanet village, Illinois",1024,969,94.6,4,0.4
1600000US1783687,"Wyoming city, Illinois",1365,1335,97.8,0,0
1600000US1783739,"Xenia village, Illinois",422,420,99.5,0,0
1600000US1783765,"Yale village, Illinois",111,104,93.7,0,0
1600000US1783817,"Yates City village, Illinois",739,687,93,5,0.7
1600000US1784038,"Yorkville city, Illinois",19145,15464,80.8,1450,7.6
1600000US1784155,"Zeigler city, Illinois",1836,1794,97.7,4,0.2
1600000US1784220,"Zion city, Illinois",24047,13564,56.4,7293,30.3
